ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
1;3;2;1781;3166;0;0;12;2;0;2;0;0;2022-04-30-19:53:33;1,65135E+15
2;3;2;1962;3908;0;0;0;0;0;1;0;1;2022-04-30-19:53:34;1,65135E+15
3;2;1;1918;3567;0;0;136;5;0;1;0;1;2022-04-30-19:53:35;1,65135E+15
4;3;2;2095;3761;8;2;0;0;0;2;0;1;2022-04-30-19:53:36;1,65135E+15
5;7;3;2477;4470;663;93;0;0;1;8;1;6;2022-04-30-19:53:37;1,65135E+15
6;8;5;3120;5944;24;6;724;113;3;17;3;15;2022-04-30-19:53:38;1,65135E+15
7;8;5;2871;6339;20;5;344;31;3;19;3;16;2022-04-30-19:53:39;1,65135E+15
8;13;7;3933;8739;76;19;981;50;3;17;3;15;2022-04-30-19:53:40;1,65135E+14
9;11;8;3380;6769;1080;198;276;30;3;17;3;15;2022-04-30-19:53:41;1,65135E+15
10;11;5;3277;6933;24;6;276;29;3;18;3;15;2022-04-30-19:53:42;1,65135E+15
11;7;4;3113;6498;32;8;300;34;3;17;3;15;2022-04-30-19:53:43;1,65135E+15
12;9;6;3088;6975;44;9;308;31;4;19;4;19;2022-04-30-19:53:44;1,65135E+15
13;9;7;3612;7737;52;12;511;49;3;19;3;15;2022-04-30-19:53:45;1,65135E+15
14;9;5;3454;7289;88;22;1124;84;3;17;3;15;2022-04-30-19:53:46;1,65135E+15
15;11;7;3599;8611;48;12;324;38;3;17;3;15;2022-04-30-19:53:47;1,65135E+15
16;6;3;2607;4629;40;10;0;0;2;16;1;11;2022-04-30-19:53:48;1,65135E+15
17;22;14;4071;9526;2126;129;4184;718;3;17;3;15;2022-04-30-19:53:49;1,65135E+15
18;29;21;4875;13479;3188;131;10416;1409;3;17;3;15;2022-04-30-19:53:50;1,65135E+14
19;11;6;3568;7701;484;117;432;42;3;18;3;15;2022-04-30-19:53:51;1,65135E+15
20;10;5;3459;7373;7292;193;288;31;5;27;4;24;2022-04-30-19:53:52;1,65135E+15
21;6;4;2696;5444;68;17;196;19;2;16;3;14;2022-04-30-19:53:53;1,65135E+15
22;7;5;2816;6241;64;7;220;28;3;18;1;13;2022-04-30-19:53:54;1,65135E+15
23;9;4;3053;6967;160;25;2340;106;2;13;3;13;2022-04-30-19:53:55;1,65135E+15
24;7;4;2894;5800;332;68;220;24;2;13;3;12;2022-04-30-19:53:56;1,65135E+15
25;8;5;2944;5605;160;33;1740;71;2;16;1;10;2022-04-30-19:53:57;1,65135E+15
26;11;8;3469;8239;188;28;372;43;2;11;3;12;2022-04-30-19:53:58;1,65135E+15
27;11;7;2987;6501;112;28;261;31;3;19;3;17;2022-04-30-19:53:59;1,65135E+15
28;14;10;4268;9500;120;25;635;46;3;18;3;15;2022-04-30-19:54:0;16513484400
29;5;3;2237;3907;288;66;0;0;2;15;1;11;2022-04-30-19:54:1;1,65135E+15
30;9;6;3172;6850;92;16;284;29;3;17;3;15;2022-04-30-19:54:2;1,65135E+15
31;8;6;3005;6790;827;41;336;31;3;21;3;17;2022-04-30-19:54:3;1,65135E+15
32;9;6;3225;7227;120;21;2366;106;3;17;3;15;2022-04-30-19:54:4;1,65135E+15
33;9;5;3381;7032;112;26;2144;98;3;17;3;15;2022-04-30-19:54:5;1,65135E+15
34;9;5;3224;7265;52;11;296;31;3;18;3;15;2022-04-30-19:54:6;1,65135E+15
35;10;7;3314;7607;364;78;288;33;3;17;3;15;2022-04-30-19:54:7;1,65135E+15
36;11;7;3864;8486;204;49;341;40;3;17;3;15;2022-04-30-19:54:8;1,65135E+15
37;8;5;3116;6708;248;55;347;34;4;22;4;20;2022-04-30-19:54:9;1,65135E+15
38;12;7;3675;8268;32;7;794;47;3;18;3;15;2022-04-30-19:54:10;1,65135E+14
39;13;7;3480;8223;204;51;360;41;3;17;3;15;2022-04-30-19:54:11;1,65135E+15
40;8;4;3364;7073;40;10;152;18;2;16;1;11;2022-04-30-19:54:12;1,65135E+15
41;9;7;3262;7633;112;28;1764;163;4;19;4;19;2022-04-30-19:54:13;1,65135E+15
42;9;6;3254;7032;28;7;248;27;3;17;3;15;2022-04-30-19:54:14;1,65135E+15
43;8;4;3199;6858;64;16;308;29;3;18;3;15;2022-04-30-19:54:15;1,65135E+15
44;9;7;3397;7652;52;13;292;29;3;17;3;15;2022-04-30-19:54:16;1,65135E+15
45;9;6;3300;7235;88;22;264;27;3;17;3;15;2022-04-30-19:54:17;1,65135E+15
46;10;7;3360;7443;48;12;288;34;4;20;3;15;2022-04-30-19:54:18;1,65135E+15
47;8;4;2969;6181;48;12;328;34;3;18;3;16;2022-04-30-19:54:19;1,65135E+15
48;12;8;3567;7246;28;7;717;35;2;16;2;14;2022-04-30-19:54:20;1,65135E+14
49;13;6;2750;5459;76;19;144;15;2;13;2;11;2022-04-30-19:54:21;1,65135E+15
50;9;6;3673;8125;52;13;352;39;3;14;3;13;2022-04-30-19:54:22;1,65135E+15
51;4;3;2314;4181;12;3;576;24;2;16;2;13;2022-04-30-19:54:23;1,65135E+15
52;8;5;3151;6352;100;24;156;21;2;13;2;10;2022-04-30-19:54:24;1,65135E+15
53;10;7;3581;7738;52;13;448;45;3;14;3;13;2022-04-30-19:54:25;1,65135E+15
54;10;6;3475;7199;24;6;284;29;3;17;3;15;2022-04-30-19:54:26;1,65135E+15
55;9;5;3309;6982;36;9;244;31;3;18;3;15;2022-04-30-19:54:27;1,65135E+15
56;9;7;3748;8017;84;20;356;43;3;17;3;15;2022-04-30-19:54:28;1,65135E+15
57;3;2;2149;3776;36;9;0;0;2;16;1;12;2022-04-30-19:54:29;1,65135E+15
58;13;9;4146;8736;160;39;783;47;3;18;3;15;2022-04-30-19:54:30;1,65135E+14
59;9;5;2945;6638;64;15;300;29;3;17;3;15;2022-04-30-19:54:31;1,65135E+15
60;8;6;3194;7161;56;14;300;33;3;17;3;15;2022-04-30-19:54:32;1,65135E+15
61;10;6;3290;6955;1184;129;239;29;3;19;3;16;2022-04-30-19:54:33;1,65135E+15
62;8;5;3244;6983;301;59;361;36;4;19;4;20;2022-04-30-19:54:34;1,65135E+15
63;7;5;3071;6870;40;10;304;30;3;18;3;15;2022-04-30-19:54:35;1,65135E+15
64;8;5;3262;7216;180;42;296;32;3;18;3;15;2022-04-30-19:54:36;1,65135E+15
65;9;5;3344;7370;44;11;288;29;3;17;3;15;2022-04-30-19:54:37;1,65135E+15
66;9;6;3479;7232;44;11;304;40;3;18;3;16;2022-04-30-19:54:38;1,65135E+15
67;9;6;3273;7328;100;22;376;40;3;18;3;15;2022-04-30-19:54:39;1,65135E+15
68;10;6;4000;8374;40;10;923;50;3;17;3;15;2022-04-30-19:54:40;1,65135E+14
69;8;6;3216;6970;148;37;297;31;3;17;3;16;2022-04-30-19:54:41;1,65135E+15
70;9;4;3311;6915;308;76;240;27;3;18;3;15;2022-04-30-19:54:42;1,65135E+15
71;8;6;3441;7721;208;19;1131;135;3;17;3;15;2022-04-30-19:54:43;1,65135E+15
72;4;2;2246;4011;16;4;84;3;2;16;1;12;2022-04-30-19:54:44;1,65135E+15
73;10;6;3421;7181;64;16;444;39;3;18;3;15;2022-04-30-19:54:45;1,65135E+15
74;9;5;3420;7067;196;22;1195;85;3;17;3;15;2022-04-30-19:54:46;1,65135E+15
75;8;5;3383;7813;72;18;392;42;3;17;3;14;2022-04-30-19:54:47;1,65135E+15
76;5;3;2599;4781;40;10;352;19;1;12;1;9;2022-04-30-19:54:48;1,65135E+15
77;22;14;5103;11816;535;44;10897;1938;3;14;3;13;2022-04-30-19:54:49;1,65135E+15
78;18;13;4057;9487;1221;47;2374;117;3;16;3;14;2022-04-30-19:54:50;1,65135E+14
79;8;5;3089;6499;28;7;280;31;2;12;2;11;2022-04-30-19:54:51;1,65135E+15
80;8;5;3716;8689;76;19;352;40;3;19;3;17;2022-04-30-19:54:52;1,65135E+15
81;4;2;2229;4008;16;4;76;1;2;15;1;11;2022-04-30-19:54:53;1,65135E+15
82;9;6;3216;6741;40;10;356;34;3;18;3;15;2022-04-30-19:54:54;1,65135E+15
83;8;4;3268;6965;92;23;380;35;3;17;3;15;2022-04-30-19:54:55;1,65135E+15
84;8;5;3513;7533;72;18;2298;103;3;17;3;15;2022-04-30-19:54:56;1,65135E+15
85;9;6;3525;7489;108;26;2132;100;3;18;3;15;2022-04-30-19:54:57;1,65135E+15
86;7;4;3319;7127;76;18;260;28;3;17;3;15;2022-04-30-19:54:58;1,65135E+15
87;8;4;2880;6308;40;10;272;32;3;18;3;16;2022-04-30-19:54:59;1,65135E+15
88;15;9;4767;9936;1172;255;784;52;4;22;4;19;2022-04-30-19:55:0;16513485000
89;7;4;3363;7020;112;28;404;35;3;17;3;14;2022-04-30-19:55:1;1,65135E+15
90;8;6;3703;8231;52;13;365;45;3;17;3;16;2022-04-30-19:55:2;1,65135E+15
91;4;2;2340;4034;480;29;8;2;2;16;1;11;2022-04-30-19:55:3;1,65135E+15
92;9;5;3407;7119;104;25;2521;124;3;17;3;15;2022-04-30-19:55:4;1,65135E+15
93;9;5;3236;7363;116;29;2325;106;3;17;3;15;2022-04-30-19:55:5;1,65135E+15
94;8;6;3405;7654;120;25;272;31;3;18;3;15;2022-04-30-19:55:6;1,65135E+15
95;7;6;3389;7185;228;53;300;30;3;17;3;15;2022-04-30-19:55:7;1,65135E+15
96;12;8;4365;8522;2549;408;357;42;3;17;3;15;2022-04-30-19:55:8;1,65135E+15
97;7;4;3617;7985;36;9;404;45;2;16;1;11;2022-04-30-19:55:9;1,65135E+15
98;6;2;2649;5021;156;15;508;17;3;18;3;16;2022-04-30-19:55:10;1,65135E+14
99;9;7;3800;8171;40;10;436;37;3;17;3;15;2022-04-30-19:55:11;1,65135E+15
100;9;4;3321;7022;48;12;244;26;3;18;3;15;2022-04-30-19:55:12;1,65135E+15
101;7;4;3127;6716;56;13;639;33;3;17;3;15;2022-04-30-19:55:13;1,65135E+15
102;8;5;3197;7289;64;16;260;29;3;17;3;15;2022-04-30-19:55:14;1,65135E+15
103;8;5;3293;7323;24;6;444;46;3;17;3;14;2022-04-30-19:55:15;1,65135E+15
104;4;2;2619;4713;24;6;40;3;1;10;1;8;2022-04-30-19:55:16;1,65135E+15
105;6;4;3373;7160;12;3;268;29;3;16;3;14;2022-04-30-19:55:17;1,65135E+15
106;16;14;7162;10915;8889;2012;917;150;2;13;2;12;2022-04-30-19:55:18;1,65135E+15
107;26;21;9250;12084;15984;3403;212;19;1;6;2;7;2022-04-30-19:55:19;1,65135E+15
108;16;13;7529;9990;19764;3166;464;10;0;2;0;2;2022-04-30-19:55:20;1,65135E+14
109;33;25;9026;10567;19648;2786;6656;1465;0;2;0;1;2022-04-30-19:55:21;1,65135E+15
110;22;20;8172;9385;17912;2753;8044;1857;0;1;0;1;2022-04-30-19:55:22;1,65135E+15
111;17;15;8084;9434;17405;2889;8276;1808;0;1;0;1;2022-04-30-19:55:23;1,65135E+15
112;18;17;7490;9476;18905;2716;6154;1133;0;2;0;1;2022-04-30-19:55:24;1,65135E+15
113;23;21;8031;9124;12880;2641;9472;2153;1;4;1;5;2022-04-30-19:55:25;1,65135E+15
114;19;17;7083;8605;18072;2220;11976;2106;0;1;0;1;2022-04-30-19:55:26;1,65135E+15
115;18;15;7610;8527;17260;2263;9000;1889;0;2;0;1;2022-04-30-19:55:27;1,65135E+15
116;20;18;7850;9122;13510;2373;8763;1928;0;1;0;1;2022-04-30-19:55:28;1,65135E+15
117;24;21;8643;10041;17962;2812;6879;1371;0;1;0;1;2022-04-30-19:55:29;1,65135E+15
118;17;13;6947;8990;12264;2184;1440;246;0;2;0;1;2022-04-30-19:55:30;1,65135E+14
119;45;40;8993;8492;31788;1704;31269;5785;0;1;0;1;2022-04-30-19:55:31;1,65135E+15
120;19;17;7707;9785;25333;2797;0;0;0;1;0;1;2022-04-30-19:55:32;1,65135E+15
121;19;17;7224;8461;16228;2456;4;1;0;2;0;1;2022-04-30-19:55:33;1,65135E+15
122;28;25;8310;8883;15489;2362;12923;2686;0;1;0;1;2022-04-30-19:55:34;1,65135E+15
123;26;23;7372;8245;11099;2205;15560;2798;0;3;0;3;2022-04-30-19:55:35;1,65135E+15
124;34;22;8018;8899;16448;2237;13197;2652;1;8;0;5;2022-04-30-19:55:36;1,65135E+15
125;20;16;6566;5898;11928;900;14656;2770;0;4;0;5;2022-04-30-19:55:37;1,65135E+15
126;18;12;5669;10449;12352;1049;488;57;3;16;3;14;2022-04-30-19:55:38;1,65135E+15
127;5;2;2164;3663;84;21;0;0;2;16;1;11;2022-04-30-19:55:39;1,65135E+15
128;12;5;3555;7141;1087;163;839;47;3;18;3;15;2022-04-30-19:55:40;1,65135E+14
129;13;6;3946;8174;3548;183;661;121;3;17;3;15;2022-04-30-19:55:41;1,65135E+15
130;22;14;5578;8133;5376;327;20308;1940;3;19;3;15;2022-04-30-19:55:42;1,65135E+15
131;15;8;3933;8601;1171;105;611;58;3;18;3;15;2022-04-30-19:55:43;1,65135E+15
132;7;3;2617;4424;1209;65;32;8;2;16;1;12;2022-04-30-19:55:44;1,65135E+15
133;15;8;3770;7195;2577;303;527;39;3;19;3;16;2022-04-30-19:55:45;1,65135E+15
134;15;8;4150;8749;4364;302;1420;127;3;18;3;15;2022-04-30-19:55:46;1,65135E+15
135;19;12;5014;9095;8156;309;6448;1109;3;17;3;15;2022-04-30-19:55:47;1,65135E+15
136;15;8;4607;9266;2724;249;1752;253;3;18;3;15;2022-04-30-19:55:48;1,65135E+15
137;32;23;5386;6869;5417;510;23824;2408;2;15;1;11;2022-04-30-19:55:49;1,65135E+15
138;41;24;5209;9479;2474;365;16879;843;4;22;4;21;2022-04-30-19:55:50;1,65135E+14
139;12;6;3990;9172;1152;204;336;42;2;16;1;12;2022-04-30-19:55:51;1,65135E+15
140;12;6;4180;7359;4148;243;224;12;3;17;3;15;2022-04-30-19:55:52;1,65135E+15
141;12;7;3866;7267;3780;412;872;136;3;17;3;15;2022-04-30-19:55:53;1,65135E+15
142;19;13;5437;9565;9264;1639;268;25;2;16;1;12;2022-04-30-19:55:54;1,65135E+15
143;11;5;3122;7492;240;55;612;82;4;19;5;19;2022-04-30-19:55:55;1,65135E+15
144;13;8;4714;8891;3564;676;2691;192;3;17;3;15;2022-04-30-19:55:56;1,65135E+15
145;12;5;3641;7286;396;87;2440;179;3;18;3;16;2022-04-30-19:55:57;1,65135E+15
146;9;4;3484;7247;156;30;687;125;3;17;3;15;2022-04-30-19:55:58;1,65135E+15
147;8;5;2985;6188;1313;116;284;30;3;17;3;15;2022-04-30-19:55:59;1,65135E+15
148;12;6;3222;6563;136;34;772;37;2;15;2;12;2022-04-30-19:56:0;16513485600
149;10;4;3075;6265;64;16;224;28;3;14;3;13;2022-04-30-19:56:1;1,65135E+15
150;9;5;3569;6652;356;68;428;47;2;15;1;12;2022-04-30-19:56:2;1,65135E+15
151;8;3;3131;6158;28;7;176;20;3;17;3;13;2022-04-30-19:56:3;1,65135E+15
152;13;7;3596;7245;763;148;2649;119;2;13;3;14;2022-04-30-19:56:4;1,65135E+15
153;11;6;3854;7975;576;112;2376;118;3;17;3;16;2022-04-30-19:56:5;1,65135E+15
154;10;5;3681;7845;112;24;260;31;3;18;3;15;2022-04-30-19:56:6;1,65135E+15
