ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
1;2;1;116;486;0;0;0;0;0;4;0;3;2022-04-30-2:11:18;1,65128E+15
2;2;2;117;507;0;0;0;0;0;3;1;3;2022-04-30-2:11:19;1,65128E+15
3;1;0;128;499;0;0;0;0;1;9;1;10;2022-04-30-2:11:20;1,65128E+14
4;1;1;106;469;0;0;64;2;0;3;0;2;2022-04-30-2:11:21;1,65128E+15
5;0;0;106;460;0;0;0;0;0;2;0;2;2022-04-30-2:11:22;1,65128E+15
6;0;0;98;455;0;0;0;0;0;1;0;2;2022-04-30-2:11:23;1,65128E+15
7;0;0;114;489;0;0;0;0;0;2;0;2;2022-04-30-2:11:24;1,65128E+15
8;1;0;139;534;0;0;0;0;0;1;0;2;2022-04-30-2:11:25;1,65128E+15
9;0;0;108;470;0;0;0;0;0;1;0;2;2022-04-30-2:11:26;1,65128E+15
10;0;0;108;479;0;0;12;2;0;2;0;2;2022-04-30-2:11:27;1,65128E+15
11;0;0;105;429;0;0;0;0;0;1;0;2;2022-04-30-2:11:28;1,65128E+15
12;0;0;105;473;0;0;0;0;0;1;0;2;2022-04-30-2:11:29;1,65128E+15
13;1;0;101;467;0;0;0;0;0;2;0;2;2022-04-30-2:11:30;1,65128E+14
14;1;1;104;473;0;0;28;1;0;1;0;2;2022-04-30-2:11:31;1,65128E+15
15;0;0;100;461;0;0;24;2;0;1;0;2;2022-04-30-2:11:32;1,65128E+15
16;0;0;95;449;0;0;0;0;0;3;0;3;2022-04-30-2:11:33;1,65128E+15
17;0;0;101;473;0;0;0;0;0;1;0;2;2022-04-30-2:11:34;1,65128E+15
18;0;0;92;453;0;0;0;0;0;1;0;2;2022-04-30-2:11:35;1,65128E+15
19;0;0;103;460;0;0;76;18;0;2;0;2;2022-04-30-2:11:36;1,65128E+15
20;0;0;96;461;0;0;12;2;0;1;0;2;2022-04-30-2:11:37;1,65128E+15
21;0;0;94;450;0;0;0;0;0;1;0;2;2022-04-30-2:11:38;1,65128E+15
22;0;0;98;469;0;0;0;0;0;4;0;2;2022-04-30-2:11:39;1,65128E+15
23;0;0;108;474;0;0;0;0;0;3;0;2;2022-04-30-2:11:40;1,65128E+14
24;1;0;101;469;0;0;0;0;0;2;0;2;2022-04-30-2:11:41;1,65128E+15
25;0;0;107;471;0;0;12;2;0;3;0;2;2022-04-30-2:11:42;1,65128E+15
26;0;0;99;456;0;0;0;0;0;1;0;2;2022-04-30-2:11:43;1,65128E+15
27;0;0;111;494;0;0;0;0;0;1;0;2;2022-04-30-2:11:44;1,65128E+15
28;0;0;107;476;0;0;0;0;1;4;0;2;2022-04-30-2:11:45;1,65128E+15
29;0;0;113;476;0;0;0;0;0;1;0;2;2022-04-30-2:11:46;1,65128E+15
30;1;0;103;463;0;0;0;0;0;1;0;2;2022-04-30-2:11:47;1,65128E+15
31;0;0;109;476;0;0;12;2;0;2;0;2;2022-04-30-2:11:48;1,65128E+15
32;0;0;107;484;0;0;0;0;0;1;0;2;2022-04-30-2:11:49;1,65128E+15
33;0;0;103;457;0;0;0;0;0;1;0;2;2022-04-30-2:11:50;1,65128E+14
34;0;0;101;463;0;0;8;2;0;2;0;2;2022-04-30-2:11:51;1,65128E+15
35;1;0;106;462;0;0;0;0;0;1;0;2;2022-04-30-2:11:52;1,65128E+15
36;0;0;106;473;0;0;24;3;0;1;0;2;2022-04-30-2:11:53;1,65128E+15
37;1;0;106;474;0;0;0;0;0;2;0;2;2022-04-30-2:11:54;1,65128E+15
38;0;0;105;467;0;0;0;0;0;1;0;2;2022-04-30-2:11:55;1,65128E+15
39;0;0;104;467;0;0;0;0;0;1;0;2;2022-04-30-2:11:56;1,65128E+15
40;0;0;104;461;0;0;0;0;0;2;0;2;2022-04-30-2:11:57;1,65128E+15
41;0;0;106;477;0;0;12;2;0;1;0;2;2022-04-30-2:11:58;1,65128E+15
42;0;0;108;477;0;0;0;0;0;2;0;2;2022-04-30-2:11:59;1,65128E+15
43;0;0;103;460;0;0;0;0;0;4;0;2;2022-04-30-2:12:0;16512847200
44;9;0;130;542;0;0;0;0;0;3;0;2;2022-04-30-2:12:1;1,65128E+15
45;0;0;104;464;0;0;0;0;0;2;0;2;2022-04-30-2:12:2;1,65128E+15
46;0;0;107;477;0;0;16;2;0;3;1;3;2022-04-30-2:12:3;1,65128E+15
47;0;0;109;483;0;0;0;0;0;1;0;2;2022-04-30-2:12:4;1,65128E+15
48;0;0;107;475;0;0;0;0;0;1;0;2;2022-04-30-2:12:5;1,65128E+15
49;0;0;112;475;0;0;0;0;0;2;0;2;2022-04-30-2:12:6;1,65128E+15
50;1;0;101;457;0;0;0;0;0;1;0;2;2022-04-30-2:12:7;1,65128E+15
51;0;0;109;480;0;0;12;2;0;1;0;2;2022-04-30-2:12:8;1,65128E+15
52;0;0;105;480;0;0;0;0;0;2;0;2;2022-04-30-2:12:9;1,65128E+15
53;0;0;100;461;0;0;0;0;0;1;0;2;2022-04-30-2:12:10;1,65128E+14
54;2;1;104;472;0;0;0;0;0;1;0;2;2022-04-30-2:12:11;1,65128E+15
55;0;0;108;474;0;0;0;0;0;2;0;2;2022-04-30-2:12:12;1,65128E+15
56;0;0;111;453;0;0;12;2;0;1;0;2;2022-04-30-2:12:13;1,65128E+15
57;0;0;114;458;0;0;0;0;0;1;0;2;2022-04-30-2:12:14;1,65128E+15
