ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
1097;1;1;132;505;0;0;4;1;0;7;1;11;2022-04-30-20:11:51;1651349511000050,00
1098;1;0;141;521;0;0;12;2;1;8;1;11;2022-04-30-20:11:52;1651349512000050,00
1099;1;0;132;514;0;0;0;0;0;7;1;11;2022-04-30-20:11:53;1651349513000050,00
1100;0;0;137;512;0;0;0;0;0;7;1;11;2022-04-30-20:11:54;1651349514000050,00
1101;1;0;133;504;0;0;0;0;1;8;1;11;2022-04-30-20:11:55;1651349515000050,00
1102;1;1;136;528;0;0;0;0;0;7;2;11;2022-04-30-20:11:56;1651349516000050,00
1103;0;0;136;521;0;0;12;2;0;7;1;11;2022-04-30-20:11:57;1651349517000050,00
1104;2;1;136;511;0;0;0;0;1;8;1;11;2022-04-30-20:11:58;1651349518000050,00
1105;0;0;128;511;0;0;0;0;1;8;1;12;2022-04-30-20:11:59;1651349519000050,00
1106;2;1;140;520;0;0;0;0;0;7;1;11;2022-04-30-20:12:0;16513495200,00
1107;12;1;159;625;0;0;0;0;1;8;1;11;2022-04-30-20:12:1;1651349521000000,00
1108;1;1;137;522;0;0;16;2;0;7;1;10;2022-04-30-20:12:2;1651349522000000,00
1109;1;0;121;508;0;0;0;0;0;4;1;6;2022-04-30-20:12:3;1651349523000000,00
1110;1;0;124;491;0;0;0;0;0;5;1;8;2022-04-30-20:12:4;1651349524000000,00
1111;1;1;128;498;0;0;0;0;0;7;1;11;2022-04-30-20:12:5;1651349525000000,00
1112;0;0;131;510;0;0;0;0;0;7;1;11;2022-04-30-20:12:6;1651349526000000,00
1113;1;0;137;522;0;0;12;2;1;8;1;11;2022-04-30-20:12:7;1651349527000000,00
1114;1;0;136;514;0;0;0;0;0;7;1;11;2022-04-30-20:12:8;1651349528000000,00
1115;1;1;134;512;0;0;0;0;0;7;1;11;2022-04-30-20:12:9;1651349529000000,00
1116;1;0;136;516;0;0;0;0;1;8;1;11;2022-04-30-20:12:10;165134953000001,00
1117;2;1;134;510;0;0;0;0;0;7;1;11;2022-04-30-20:12:11;1651349531000010,00
1118;0;0;143;507;0;0;12;2;0;7;1;11;2022-04-30-20:12:12;1651349532000010,00
1119;1;0;126;479;0;0;0;0;1;8;1;11;2022-04-30-20:12:13;1651349533000010,00
1120;1;0;147;517;0;0;0;0;0;7;1;11;2022-04-30-20:12:14;1651349534000010,00
1121;1;1;135;508;0;0;0;0;0;7;1;11;2022-04-30-20:12:15;1651349535000010,00
1122;0;0;141;513;0;0;0;0;1;8;1;11;2022-04-30-20:12:16;1651349536000010,00
1123;1;0;137;517;0;0;12;2;0;7;1;11;2022-04-30-20:12:17;1651349537000010,00
1124;1;0;135;521;0;0;0;0;0;7;2;11;2022-04-30-20:12:18;1651349538000010,00
1125;1;1;132;506;0;0;0;0;1;9;1;11;2022-04-30-20:12:19;1651349539000010,00
1126;1;0;140;518;0;0;0;0;0;7;1;11;2022-04-30-20:12:20;165134954000002,00
1127;2;2;133;499;0;0;0;0;1;8;1;12;2022-04-30-20:12:21;1651349541000020,00
1128;1;0;142;517;0;0;20;3;1;8;1;11;2022-04-30-20:12:22;1651349542000020,00
1129;2;1;137;508;0;0;0;0;0;7;1;11;2022-04-30-20:12:23;1651349543000020,00
1130;0;0;139;523;0;0;0;0;0;7;1;11;2022-04-30-20:12:24;1651349544000020,00
1131;1;0;137;508;0;0;0;0;1;8;1;11;2022-04-30-20:12:25;1651349545000020,00
1132;1;1;134;510;0;0;0;0;0;7;1;11;2022-04-30-20:12:26;1651349546000020,00
1133;2;0;139;531;0;0;24;3;0;7;1;11;2022-04-30-20:12:27;1651349547000020,00
1134;0;0;136;516;0;0;0;0;1;8;1;11;2022-04-30-20:12:28;1651349548000020,00
1135;1;1;137;513;0;0;0;0;1;8;1;12;2022-04-30-20:12:29;1651349549000020,00
1136;1;0;133;500;0;0;0;0;0;7;1;11;2022-04-30-20:12:30;165134955000003,00
1137;0;0;124;508;0;0;0;0;0;4;0;5;2022-04-30-20:12:31;1651349551000030,00
1138;0;0;122;490;0;0;44;3;0;5;1;8;2022-04-30-20:12:32;1651349552000030,00
1139;2;1;127;496;0;0;0;0;0;7;1;11;2022-04-30-20:12:33;1651349553000030,00
1140;0;0;134;524;0;0;0;0;1;8;1;11;2022-04-30-20:12:34;1651349554000030,00
1141;1;1;131;509;0;0;0;0;1;8;1;11;2022-04-30-20:12:35;1651349555000030,00
1142;1;0;137;507;0;0;0;0;0;7;1;11;2022-04-30-20:12:36;1651349556000030,00
1143;2;1;136;530;0;0;24;2;1;8;1;11;2022-04-30-20:12:37;1651349557000030,00
1144;0;0;134;521;0;0;0;0;0;7;1;11;2022-04-30-20:12:38;1651349558000030,00
1145;2;1;133;512;0;0;0;0;0;7;1;11;2022-04-30-20:12:39;1651349559000030,00
1146;1;0;135;523;0;0;0;0;1;8;2;11;2022-04-30-20:12:40;165134956000004,00
1147;2;0;129;507;0;0;0;0;0;7;1;11;2022-04-30-20:12:41;1651349561000040,00
1148;1;0;141;519;0;0;12;2;0;7;1;11;2022-04-30-20:12:42;1651349562000040,00
1149;1;0;136;507;0;0;0;0;1;8;1;11;2022-04-30-20:12:43;1651349563000040,00
1150;0;0;142;536;0;0;0;0;0;7;1;11;2022-04-30-20:12:44;1651349564000040,00
1151;1;1;133;507;0;0;0;0;0;7;1;11;2022-04-30-20:12:45;1651349565000040,00
1152;1;0;144;519;0;0;0;0;1;8;1;11;2022-04-30-20:12:46;1651349566000040,00
1153;1;0;137;525;0;0;12;2;0;7;1;11;2022-04-30-20:12:47;1651349567000040,00
1154;0;0;133;511;0;0;0;0;0;7;1;11;2022-04-30-20:12:48;1651349568000040,00
1155;1;0;134;510;0;0;0;0;1;9;1;11;2022-04-30-20:12:49;1651349569000040,00
1156;1;1;131;499;0;0;0;0;0;7;1;11;2022-04-30-20:12:50;165134957000005,00
1157;1;0;137;517;0;0;0;0;0;7;1;11;2022-04-30-20:12:51;1651349571000050,00
1158;1;0;136;516;0;0;12;2;1;8;1;11;2022-04-30-20:12:52;1651349572000050,00
1159;1;1;134;503;0;0;0;0;0;7;1;11;2022-04-30-20:12:53;1651349573000050,00
1160;0;0;140;527;0;0;0;0;1;9;2;13;2022-04-30-20:12:54;1651349574000050,00
1161;1;0;137;514;0;0;0;0;1;8;1;11;2022-04-30-20:12:55;1651349575000050,00
1162;0;0;141;512;0;0;0;0;0;7;1;11;2022-04-30-20:12:56;1651349576000050,00
1163;1;0;140;513;0;0;20;3;0;7;1;11;2022-04-30-20:12:57;1651349577000050,00
1164;1;1;120;508;0;0;0;0;0;4;0;5;2022-04-30-20:12:58;1651349578000050,00
1165;0;0;122;485;0;0;0;0;0;7;1;10;2022-04-30-20:12:59;1651349579000050,00
1166;1;0;133;503;0;0;0;0;0;7;1;11;2022-04-30-20:13:0;16513495800,00
1167;9;0;152;596;0;0;0;0;1;8;1;11;2022-04-30-20:13:1;1651349581000000,00
1168;0;0;141;522;0;0;28;3;0;7;2;11;2022-04-30-20:13:2;1651349582000000,00
1169;1;0;131;501;0;0;0;0;0;7;1;11;2022-04-30-20:13:3;1651349583000000,00
1170;1;1;138;519;0;0;0;0;1;8;1;11;2022-04-30-20:13:4;1651349584000000,00
1171;0;0;143;524;0;0;0;0;0;7;1;11;2022-04-30-20:13:5;1651349585000000,00
1172;1;1;141;510;0;0;0;0;0;7;1;11;2022-04-30-20:13:6;1651349586000000,00
1173;1;0;137;510;0;0;24;5;1;8;1;11;2022-04-30-20:13:7;1651349587000000,00
1174;0;0;141;529;0;0;0;0;0;7;1;11;2022-04-30-20:13:8;1651349588000000,00
1175;0;0;132;507;0;0;0;0;0;7;1;11;2022-04-30-20:13:9;1651349589000000,00
1176;1;0;136;506;0;0;0;0;1;8;1;11;2022-04-30-20:13:10;165134959000001,00
1177;1;1;132;519;0;0;0;0;0;7;1;11;2022-04-30-20:13:11;1651349591000010,00
1178;1;0;138;521;0;0;12;2;0;7;1;11;2022-04-30-20:13:12;1651349592000010,00
1179;1;0;133;504;0;0;0;0;1;8;1;11;2022-04-30-20:13:13;1651349593000010,00
1180;0;0;141;521;0;0;0;0;0;7;1;11;2022-04-30-20:13:14;1651349594000010,00
1181;1;1;133;516;0;0;0;0;0;7;1;11;2022-04-30-20:13:15;1651349595000010,00
1182;0;0;133;510;0;0;0;0;1;8;1;11;2022-04-30-20:13:16;1651349596000010,00
1183;1;0;137;514;0;0;12;2;0;7;1;11;2022-04-30-20:13:17;1651349597000010,00
1184;2;1;137;522;0;0;0;0;0;7;1;11;2022-04-30-20:13:18;1651349598000010,00
1185;0;0;132;508;0;0;0;0;1;8;1;11;2022-04-30-20:13:19;1651349599000010,00
1186;1;0;135;511;0;0;0;0;0;7;1;11;2022-04-30-20:13:20;165134960000002,00
1187;1;0;129;519;0;0;0;0;0;7;1;11;2022-04-30-20:13:21;1651349601000020,00
1188;0;0;137;519;0;0;12;2;1;8;1;11;2022-04-30-20:13:22;1651349602000020,00
1189;1;0;132;504;0;0;0;0;1;8;1;11;2022-04-30-20:13:23;1651349603000020,00
1190;1;1;145;535;0;0;0;0;0;7;2;11;2022-04-30-20:13:24;1651349604000020,00
1191;2;0;169;574;0;0;0;0;1;8;1;11;2022-04-30-20:13:25;1651349605000020,00
1192;1;0;146;526;0;0;0;0;0;7;1;11;2022-04-30-20:13:26;1651349606000020,00
1193;1;0;132;514;0;0;12;2;0;4;0;5;2022-04-30-20:13:27;1651349607000020,00
1194;0;0;124;491;0;0;0;0;0;5;1;8;2022-04-30-20:13:28;1651349608000020,00
1195;2;1;130;504;0;0;0;0;1;8;1;12;2022-04-30-20:13:29;1651349609000020,00
1196;1;0;136;505;0;0;0;0;0;7;1;11;2022-04-30-20:13:30;165134961000003,00
1197;0;0;138;526;0;0;0;0;1;8;1;11;2022-04-30-20:13:31;1651349611000030,00
1198;1;0;136;520;0;0;48;4;0;7;1;11;2022-04-30-20:13:32;1651349612000030,00
1199;0;0;131;496;0;0;0;0;0;7;1;11;2022-04-30-20:13:33;1651349613000030,00
1200;1;0;141;525;0;0;0;0;1;8;1;11;2022-04-30-20:13:34;1651349614000030,00
1201;0;0;129;505;0;0;0;0;0;7;1;11;2022-04-30-20:13:35;1651349615000030,00
1202;1;1;129;502;0;0;0;0;0;7;1;11;2022-04-30-20:13:36;1651349616000030,00
1203;2;0;139;522;0;0;28;3;1;8;1;11;2022-04-30-20:13:37;1651349617000030,00
1204;0;0;140;521;0;0;0;0;0;7;1;11;2022-04-30-20:13:38;1651349618000030,00
1205;0;0;127;497;0;0;0;0;0;7;1;11;2022-04-30-20:13:39;1651349619000030,00
1206;1;0;138;508;0;0;0;0;1;8;1;11;2022-04-30-20:13:40;165134962000004,00
1207;2;1;134;520;0;0;0;0;0;7;1;11;2022-04-30-20:13:41;1651349621000040,00
1208;1;1;140;518;0;0;12;2;0;7;1;11;2022-04-30-20:13:42;1651349622000040,00
1209;1;0;129;501;0;0;0;0;1;8;1;11;2022-04-30-20:13:43;1651349623000040,00
1210;0;0;148;534;0;0;0;0;0;7;1;11;2022-04-30-20:13:44;1651349624000040,00
1211;1;0;128;505;0;0;0;0;0;7;1;11;2022-04-30-20:13:45;1651349625000040,00
1212;0;0;142;518;0;0;0;0;1;8;2;11;2022-04-30-20:13:46;1651349626000040,00
1213;1;0;134;515;0;0;12;2;0;7;1;11;2022-04-30-20:13:47;1651349627000040,00
1214;1;0;139;525;0;0;0;0;0;7;1;11;2022-04-30-20:13:48;1651349628000040,00
1215;1;1;131;514;0;0;0;0;1;8;1;11;2022-04-30-20:13:49;1651349629000040,00
1216;1;1;136;510;0;0;0;0;0;7;1;11;2022-04-30-20:13:50;165134963000005,00
1217;1;0;135;522;0;0;0;0;0;7;1;11;2022-04-30-20:13:51;1651349631000050,00
1218;1;1;142;523;0;0;24;5;1;8;1;11;2022-04-30-20:13:52;1651349632000050,00
1219;1;0;139;504;0;0;0;0;0;7;1;11;2022-04-30-20:13:53;1651349633000050,00
1220;1;1;138;526;0;0;0;0;0;7;1;10;2022-04-30-20:13:54;1651349634000050,00
1221;0;0;120;493;0;0;0;0;0;3;0;4;2022-04-30-20:13:55;1651349635000050,00
1222;1;0;129;498;0;0;0;0;1;8;1;10;2022-04-30-20:13:56;1651349636000050,00
1223;0;0;141;521;0;0;12;2;0;7;1;11;2022-04-30-20:13:57;1651349637000050,00
1224;2;1;136;517;0;0;0;0;1;8;1;11;2022-04-30-20:13:58;1651349638000050,00
1225;1;0;134;504;0;0;0;0;1;8;1;12;2022-04-30-20:13:59;1651349639000050,00
1226;0;0;138;522;0;0;0;0;0;7;1;11;2022-04-30-20:14:0;16513496400,00
1227;13;1;164;619;0;0;0;0;1;8;1;11;2022-04-30-20:14:1;1651349641000000,00
1228;0;0;144;517;0;0;16;2;0;7;1;11;2022-04-30-20:14:2;1651349642000000,00
1229;1;1;128;514;0;0;0;0;0;7;1;11;2022-04-30-20:14:3;1651349643000000,00
1230;1;0;132;509;0;0;0;0;1;8;1;11;2022-04-30-20:14:4;1651349644000000,00
1231;0;0;133;516;0;0;0;0;0;7;1;11;2022-04-30-20:14:5;1651349645000000,00
1232;1;0;142;517;0;0;0;0;0;7;1;11;2022-04-30-20:14:6;1651349646000000,00
1233;1;1;140;527;0;0;20;3;1;8;1;11;2022-04-30-20:14:7;1651349647000000,00
