ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
1165;4;1;2065;3559;8;2;0;0;0;1;0;1;2022-04-30-2:30:41;1,65129E+15
1166;7;2;2070;3741;48;12;0;0;0;1;0;1;2022-04-30-2:30:42;1,65129E+15
1167;6;3;2351;4128;8;2;32;5;0;2;0;1;2022-04-30-2:30:43;1,65129E+15
1168;8;4;2980;5705;296;16;244;11;0;1;0;1;2022-04-30-2:30:44;1,65129E+15
1169;5;3;2268;4087;4;1;216;9;0;1;0;1;2022-04-30-2:30:45;1,65129E+15
1170;4;1;2137;3710;4;1;0;0;0;2;0;2;2022-04-30-2:30:46;1,65129E+15
1171;4;2;2441;4123;564;141;0;0;0;1;0;1;2022-04-30-2:30:47;1,65129E+15
1172;5;2;2268;3899;8;2;0;0;0;1;0;1;2022-04-30-2:30:48;1,65129E+15
1173;4;1;1950;3347;40;10;0;0;0;2;0;1;2022-04-30-2:30:49;1,65129E+15
1174;7;2;2611;4867;4;1;460;17;0;3;0;3;2022-04-30-2:30:50;1,65129E+14
1175;4;2;2200;3840;12;3;0;0;0;1;0;1;2022-04-30-2:30:51;1,65129E+15
1176;5;2;2334;3999;28;7;988;44;0;2;0;1;2022-04-30-2:30:52;1,65129E+15
1177;5;2;2196;3887;8;2;0;0;0;1;0;1;2022-04-30-2:30:53;1,65129E+15
1178;7;3;2833;5565;16;4;140;6;0;1;0;1;2022-04-30-2:30:54;1,65129E+15
1179;6;3;2348;4170;40;10;1654;59;1;5;1;5;2022-04-30-2:30:55;1,65129E+15
1180;5;3;2064;3741;4;1;1794;60;0;1;0;1;2022-04-30-2:30:56;1,65129E+15
1181;4;2;1962;3695;12;3;0;0;0;1;0;1;2022-04-30-2:30:57;1,65129E+15
1182;4;2;2066;3833;4;1;0;0;0;2;0;1;2022-04-30-2:30:58;1,65129E+15
1183;5;2;1962;3435;16;4;48;8;0;2;0;1;2022-04-30-2:30:59;1,65129E+15
1184;7;2;2474;4773;108;27;464;17;0;3;0;2;2022-04-30-2:31:0;16512858600
1185;6;3;2349;4159;8;2;0;0;0;4;0;2;2022-04-30-2:31:1;1,65129E+15
1186;5;2;2148;3640;128;32;1400;48;0;2;0;2;2022-04-30-2:31:2;1,65129E+15
1187;6;2;2277;4046;0;0;1641;57;0;1;0;2;2022-04-30-2:31:3;1,65129E+15
1188;7;4;3013;5568;8;2;627;93;0;2;0;1;2022-04-30-2:31:4;1,65129E+15
1189;5;2;2146;3863;4;1;68;3;0;3;0;3;2022-04-30-2:31:5;1,65129E+15
1190;5;2;2021;3680;24;6;0;0;0;1;0;1;2022-04-30-2:31:6;1,65129E+15
1191;7;3;2105;3708;20;5;0;0;0;2;0;1;2022-04-30-2:31:7;1,65129E+15
1192;5;3;2267;4079;12;3;0;0;0;1;0;1;2022-04-30-2:31:8;1,65129E+15
1193;5;2;2121;3703;4;1;836;49;0;1;0;1;2022-04-30-2:31:9;1,65129E+15
1194;8;3;2562;4878;4;1;508;21;0;2;0;1;2022-04-30-2:31:10;1,65129E+14
1195;5;2;2195;3757;0;0;20;3;0;1;0;1;2022-04-30-2:31:11;1,65129E+15
