ID;cpu;sys;inter;ctxsw;KBRead;Reads;KBWrit;Writes;KBIn;PktIn;KBOut;PktOut;Data_original;Unix_time
1;2;1;113;471;0;0;0;0;0;2;0;2;2022-04-30-20:58:28;1,65135E+15
2;0;0;129;533;0;0;0;0;0;3;1;3;2022-04-30-20:58:29;1,65135E+15
3;0;0;114;473;0;0;0;0;0;1;0;2;2022-04-30-20:58:30;1,65135E+14
4;2;1;156;526;0;0;28;1;1;9;1;11;2022-04-30-20:58:31;1,65135E+15
5;0;0;117;483;0;0;40;2;0;1;0;2;2022-04-30-20:58:32;1,65135E+15
6;0;0;111;477;0;0;0;0;0;1;0;2;2022-04-30-20:58:33;1,65135E+15
7;1;1;113;476;0;0;0;0;0;2;0;2;2022-04-30-20:58:34;1,65135E+15
8;0;0;110;474;0;0;0;0;0;1;0;2;2022-04-30-20:58:35;1,65135E+15
9;0;0;116;484;0;0;0;0;0;1;0;2;2022-04-30-20:58:36;1,65135E+15
10;0;0;113;467;0;0;0;0;0;2;0;2;2022-04-30-20:58:37;1,65135E+15
11;0;0;115;477;0;0;12;2;0;1;0;2;2022-04-30-20:58:38;1,65135E+15
12;0;0;114;494;0;0;0;0;0;1;0;2;2022-04-30-20:58:39;1,65135E+15
13;1;0;115;476;0;0;0;0;0;2;0;2;2022-04-30-20:58:40;1,65135E+14
14;0;0;111;470;0;0;0;0;0;1;0;2;2022-04-30-20:58:41;1,65135E+15
15;0;0;113;470;0;0;0;0;0;1;0;2;2022-04-30-20:58:42;1,65135E+15
16;0;0;114;478;0;0;12;2;0;2;0;2;2022-04-30-20:58:43;1,65135E+15
17;0;0;121;500;0;0;0;0;0;1;0;2;2022-04-30-20:58:44;1,65135E+15
18;0;0;119;483;0;0;0;0;0;3;0;4;2022-04-30-20:58:45;1,65135E+15
19;0;0;116;479;0;0;0;0;0;2;0;2;2022-04-30-20:58:46;1,65135E+15
20;0;0;113;473;0;0;0;0;0;1;0;2;2022-04-30-20:58:47;1,65135E+15
21;1;0;119;489;0;0;12;2;0;1;0;2;2022-04-30-20:58:48;1,65135E+15
22;0;0;114;480;0;0;0;0;0;2;0;2;2022-04-30-20:58:49;1,65135E+15
23;0;0;117;471;0;0;0;0;0;2;0;3;2022-04-30-20:58:50;1,65135E+14
24;1;0;111;494;0;0;0;0;0;1;0;2;2022-04-30-20:58:51;1,65135E+15
25;0;0;116;472;0;0;0;0;0;2;0;2;2022-04-30-20:58:52;1,65135E+15
26;0;0;112;474;0;0;12;2;0;1;0;2;2022-04-30-20:58:53;1,65135E+15
27;0;0;113;475;0;0;0;0;0;1;0;2;2022-04-30-20:58:54;1,65135E+15
28;0;0;112;484;0;0;0;0;0;2;0;2;2022-04-30-20:58:55;1,65135E+15
29;0;0;114;472;0;0;0;0;0;1;0;2;2022-04-30-20:58:56;1,65135E+15
30;0;0;109;473;0;0;0;0;0;1;0;2;2022-04-30-20:58:57;1,65135E+15
31;0;0;115;478;0;0;12;2;0;2;0;2;2022-04-30-20:58:58;1,65135E+15
32;0;0;112;481;0;0;0;0;0;1;0;2;2022-04-30-20:58:59;1,65135E+15
33;0;0;113;472;0;0;0;0;0;1;0;2;2022-04-30-20:59:0;16513523400
34;11;1;140;568;0;0;8;2;0;3;0;3;2022-04-30-20:59:1;1,65135E+15
35;0;0;115;475;0;0;0;0;0;1;0;2;2022-04-30-20:59:2;1,65135E+15
36;0;0;107;480;0;0;28;3;0;1;0;2;2022-04-30-20:59:3;1,65135E+15
37;0;0;116;480;0;0;0;0;0;2;0;2;2022-04-30-20:59:4;1,65135E+15
38;0;0;113;477;0;0;0;0;0;1;0;2;2022-04-30-20:59:5;1,65135E+15
39;0;0;125;494;0;0;32;8;0;1;0;2;2022-04-30-20:59:6;1,65135E+15
40;0;0;109;467;0;0;0;0;0;2;0;2;2022-04-30-20:59:7;1,65135E+15
41;0;0;115;477;0;0;12;2;0;1;0;2;2022-04-30-20:59:8;1,65135E+15
42;0;0;112;480;0;0;0;0;0;1;0;2;2022-04-30-20:59:9;1,65135E+15
43;0;0;119;491;0;0;0;0;0;3;0;2;2022-04-30-20:59:10;1,65135E+14
44;0;0;110;474;0;0;0;0;0;1;0;2;2022-04-30-20:59:11;1,65135E+15
45;1;0;113;470;0;0;0;0;0;1;0;2;2022-04-30-20:59:12;1,65135E+15
46;0;0;111;482;0;0;12;2;0;2;0;2;2022-04-30-20:59:13;1,65135E+15
47;0;0;121;497;0;0;0;0;0;1;0;2;2022-04-30-20:59:14;1,65135E+15
48;0;0;122;491;0;0;0;0;1;3;0;2;2022-04-30-20:59:15;1,65135E+15
49;0;0;116;474;0;0;0;0;0;2;0;2;2022-04-30-20:59:16;1,65135E+15
50;0;0;110;469;0;0;0;0;0;1;0;2;2022-04-30-20:59:17;1,65135E+15
51;0;0;115;486;0;0;12;2;0;1;0;2;2022-04-30-20:59:18;1,65135E+15
52;0;0;113;486;0;0;0;0;0;2;0;2;2022-04-30-20:59:19;1,65135E+15
53;1;0;114;474;0;0;0;0;0;1;0;2;2022-04-30-20:59:20;1,65135E+14
54;0;0;109;470;0;0;0;0;0;1;0;2;2022-04-30-20:59:21;1,65135E+15
55;0;0;113;472;0;0;0;0;0;2;0;2;2022-04-30-20:59:22;1,65135E+15
56;1;0;114;490;0;0;12;2;0;1;0;2;2022-04-30-20:59:23;1,65135E+15
57;0;0;117;481;0;0;0;0;0;1;0;2;2022-04-30-20:59:24;1,65135E+15
58;0;0;112;473;0;0;0;0;0;2;0;2;2022-04-30-20:59:25;1,65135E+15
59;0;0;116;476;0;0;0;0;0;1;0;2;2022-04-30-20:59:26;1,65135E+15
60;0;0;107;464;0;0;0;0;0;1;0;2;2022-04-30-20:59:27;1,65135E+15
61;0;0;114;478;0;0;12;2;0;2;0;2;2022-04-30-20:59:28;1,65135E+15
62;0;0;119;500;0;0;0;0;0;1;0;2;2022-04-30-20:59:29;1,65135E+15
63;1;1;142;520;0;0;0;0;0;7;1;11;2022-04-30-20:59:30;1,65135E+14
64;1;1;125;488;0;0;28;1;0;3;0;3;2022-04-30-20:59:31;1,65135E+15
65;0;0;117;476;0;0;0;0;0;1;0;2;2022-04-30-20:59:32;1,65135E+15
66;0;0;113;485;0;0;24;2;0;1;0;2;2022-04-30-20:59:33;1,65135E+15
67;0;0;111;475;0;0;0;0;0;2;0;2;2022-04-30-20:59:34;1,65135E+15
68;0;0;116;485;0;0;0;0;0;1;0;2;2022-04-30-20:59:35;1,65135E+15
69;0;0;119;487;0;0;8;1;0;1;0;2;2022-04-30-20:59:36;1,65135E+15
70;0;0;113;471;0;0;0;0;0;2;0;2;2022-04-30-20:59:37;1,65135E+15
71;0;0;112;476;0;0;24;3;0;1;0;2;2022-04-30-20:59:38;1,65135E+15
72;0;0;114;496;0;0;0;0;0;1;0;2;2022-04-30-20:59:39;1,65135E+15
