Time;KBIn;PktIn;KBOut;PktOut
18:25:54;3;17;3;16
18:25:55;1;3;2;5
18:25:56;2;15;1;11
18:25:57;3;18;3;15
18:25:58;1;4;2;6
18:25:59;2;15;1;11
18:26:00;3;18;3;15
18:26:01;1;3;2;4
18:26:02;2;15;1;12
18:26:03;3;17;3;15
18:26:04;0;1;0;1
18:26:05;3;19;3;16
18:26:06;1;5;2;8
18:26:07;2;13;1;10
18:26:08;3;18;3;16
18:26:09;1;3;2;5
18:26:10;2;15;1;11
18:26:11;3;18;3;16
18:26:12;1;3;2;5
18:26:13;3;18;2;15
18:26:14;3;18;3;15
18:26:15;1;3;2;6
18:26:16;2;15;1;12
18:26:17;3;17;3;16
18:26:18;1;3;2;4
18:26:19;2;15;1;12
18:26:20;3;17;3;15
18:26:21;0;1;0;1
18:26:22;3;17;3;15
18:26:23;3;17;2;13
18:26:24;0;3;0;5
18:26:25;3;17;3;16
18:26:26;1;3;2;6
18:26:27;2;15;1;11
18:26:28;3;17;3;16
18:26:29;1;5;2;6
18:26:30;2;16;1;13
18:26:31;3;17;3;15
18:26:32;1;3;2;5
18:26:33;2;16;1;12
18:26:34;3;18;3;15
18:26:35;1;4;2;5
18:26:36;2;15;1;11
18:26:37;3;20;3;16
18:26:38;2;6;3;8
18:26:39;2;15;1;12
18:26:40;2;17;1;13
18:26:41;1;3;2;6
18:26:42;2;15;1;11
18:26:43;2;10;2;12
18:26:44;1;8;0;5
18:26:45;3;18;3;15
18:26:46;1;3;2;6
18:26:47;2;15;1;12
18:26:48;3;20;3;18
18:26:49;1;3;2;5
18:26:50;2;15;1;11
18:26:51;3;17;3;16
18:26:52;1;3;2;5
18:26:53;2;15;1;13
18:26:54;3;17;3;17
18:26:55;1;4;2;7
18:26:56;2;15;1;12
18:26:57;3;17;3;16
18:26:58;1;3;2;5
18:26:59;2;15;1;13
18:27:00;3;17;3;16
18:27:01;0;1;0;1
18:27:02;3;17;3;15
18:27:03;2;8;3;10
18:27:04;2;15;1;11
18:27:05;3;18;3;15
18:27:06;1;3;2;6
18:27:07;2;15;1;11
18:27:08;3;17;3;15
18:27:09;1;5;2;5
18:27:10;2;16;1;12
18:27:11;3;17;3;16
18:27:12;1;3;2;6
18:27:13;2;17;1;12
18:27:14;3;17;3;15
18:27:15;1;4;2;4
18:27:16;2;15;1;12
18:27:17;3;19;3;16
18:27:18;0;1;0;1
18:27:19;3;17;3;15
18:27:20;1;3;2;5
18:27:21;2;15;1;11
18:27:22;3;17;3;15
18:27:23;1;4;2;6
18:27:24;2;15;1;11
18:27:25;3;19;3;15
18:27:26;1;3;2;6
18:27:27;2;15;1;12
18:27:28;4;20;3;20
18:27:29;1;3;2;6
18:27:30;2;15;1;12
18:27:31;3;17;3;16
18:27:32;1;3;2;4
18:27:33;2;17;1;13
18:27:34;3;17;3;15
18:27:35;0;2;0;1
18:27:36;3;17;3;15
18:27:37;1;5;2;8
18:27:38;2;14;1;11
18:27:39;3;17;3;16
18:27:40;1;3;2;5
18:27:41;2;15;1;12
18:27:42;3;17;3;16
18:27:43;1;3;2;6
18:27:44;2;16;1;11
18:27:45;3;17;3;15
18:27:46;1;3;2;5
18:27:47;2;15;1;11
18:27:48;3;18;3;16
18:27:49;1;4;2;5
18:27:50;2;15;1;12
18:27:51;3;17;3;17
18:27:52;0;1;0;3
18:27:53;4;21;3;19
18:27:54;1;5;2;7
18:27:55;2;13;1;10
18:27:56;3;17;3;15
18:27:57;1;4;2;5
18:27:58;2;15;1;12
18:27:59;3;17;3;16
18:28:00;1;5;2;8
18:28:01;2;15;1;11
18:28:02;3;17;3;16
18:28:03;1;3;2;6
18:28:04;2;15;1;12
18:28:05;3;17;3;16
18:28:06;1;4;2;6
18:28:07;2;15;1;12
18:28:08;3;17;3;15
18:28:09;0;2;0;1
18:28:10;3;18;3;15
18:28:11;2;12;2;13
18:28:12;1;6;0;5
18:28:13;3;19;3;16
18:28:14;1;3;2;5
18:28:15;2;15;1;12
18:28:16;3;18;3;16
18:28:17;1;3;2;6
18:28:18;3;20;2;16
18:28:19;3;17;3;15
18:28:20;1;3;2;6
18:28:21;2;15;1;12
18:28:22;3;17;3;16
18:28:23;1;3;2;5
18:28:24;2;15;1;11
18:28:25;3;17;3;16
18:28:26;0;2;1;3
18:28:27;3;17;2;15
18:28:28;3;16;2;15
18:28:29;0;5;0;2
18:28:30;3;17;2;15
18:28:31;1;3;2;5
18:28:32;2;15;1;12
18:28:33;3;17;3;16
18:28:34;1;3;2;6
18:28:35;2;15;1;11
18:28:36;3;18;2;15
18:28:37;1;5;2;5
18:28:38;2;16;1;13
18:28:39;3;17;2;15
18:28:40;1;6;2;8
18:28:41;2;15;1;12
18:28:42;3;17;3;16
18:28:43;2;6;3;9
18:28:44;2;15;1;13
18:28:45;3;19;3;16
18:28:46;0;1;0;1
18:28:47;3;17;3;15
18:28:48;1;3;2;5
18:28:49;2;15;1;11
18:28:50;3;17;2;15
18:28:51;1;3;2;5
18:28:52;2;16;1;12
18:28:53;3;18;3;17
18:28:54;1;3;2;6
18:28:55;2;15;1;11
18:28:56;3;18;3;15
18:28:57;1;3;2;5
18:28:58;2;15;1;11
18:28:59;3;17;3;16
18:29:00;1;3;2;5
18:29:01;2;15;1;13
18:29:02;3;17;3;15
18:29:03;0;3;0;2
18:29:04;3;17;3;15
18:29:05;1;5;2;7
18:29:06;2;13;1;9
18:29:07;3;17;3;15
18:29:08;2;7;3;9
18:29:09;2;16;1;11
18:29:10;3;17;3;15
18:29:11;1;3;2;6
18:29:12;2;15;1;12
18:29:13;3;19;3;18
18:29:14;2;10;2;5
18:29:15;2;15;1;11
18:29:16;4;22;3;15
18:29:17;1;6;2;5
18:29:18;2;19;1;12
18:29:19;3;17;3;16
18:29:20;0;1;0;2
18:29:21;3;17;3;15
18:29:22;2;9;2;10
18:29:23;1;9;0;6
18:29:24;3;17;3;15
18:29:25;1;4;2;5
18:29:26;2;15;1;11
18:29:27;3;18;3;15
18:29:28;1;3;2;5
18:29:29;2;16;1;12
18:29:30;3;17;3;16
18:29:31;1;3;2;6
18:29:32;2;15;1;12
18:29:33;4;22;4;21
18:29:34;1;3;2;6
18:29:35;2;15;1;11
18:29:36;3;17;3;15
18:29:37;0;1;0;1
18:29:38;3;17;3;15
18:29:39;1;5;2;7
18:29:40;2;13;1;9
18:29:41;3;18;3;15
18:29:42;1;3;2;5
18:29:43;2;16;1;12
18:29:44;3;17;3;15
18:29:45;1;3;2;6
18:29:46;2;15;1;12
18:29:47;3;18;3;16
18:29:48;1;4;2;5
18:29:49;2;16;1;11
18:29:50;3;17;3;15
18:29:51;1;3;2;5
18:29:52;2;16;1;12
18:29:53;3;19;3;17
18:29:54;0;1;0;2
18:29:55;3;17;3;15
18:29:56;2;9;2;9
18:29:57;2;14;1;7
18:29:58;4;23;3;19
18:29:59;1;4;2;5
18:30:00;2;15;1;12
18:30:01;3;17;3;16
18:30:02;1;3;2;6
18:30:03;2;16;1;11
18:30:04;3;17;3;15
18:30:05;1;4;2;6
18:30:06;2;15;1;12
18:30:07;3;18;3;16
18:30:08;1;4;2;6
18:30:09;2;15;1;11
18:30:10;3;17;3;15
18:30:11;0;1;0;2
18:30:12;3;17;3;16
18:30:13;2;11;2;12
18:30:14;1;9;0;5
18:30:15;3;17;3;15
18:30:16;1;3;2;5
18:30:17;2;15;1;11
18:30:18;3;18;3;16
18:30:19;1;3;2;6
18:30:20;2;15;1;12
18:30:21;3;18;3;16
18:30:22;1;3;2;5
18:30:23;3;18;2;16
18:30:24;3;17;3;16
18:30:25;1;5;2;8
18:30:26;2;16;1;11
18:30:27;3;17;3;15
18:30:28;0;2;0;1
18:30:29;3;19;3;15
18:30:30;3;15;3;16
18:30:31;0;3;0;1
18:30:32;3;17;3;15
18:30:33;1;3;2;5
18:30:34;2;15;1;13
18:30:35;3;17;3;16
18:30:36;1;3;2;6
18:30:37;2;17;1;11
18:30:38;3;17;3;15
18:30:39;1;3;2;5
18:30:40;2;15;1;12
18:30:41;3;17;3;16
18:30:42;1;3;2;6
18:30:43;2;15;1;11
18:30:44;3;18;3;15
18:30:45;1;4;2;4
18:30:46;2;15;1;13
18:30:47;3;17;3;17
18:30:48;1;5;1;7
18:30:49;3;18;3;15
18:30:50;1;3;2;5
18:30:51;2;16;1;11
18:30:52;3;17;3;15
18:30:53;1;3;2;7
18:30:54;2;15;1;12
18:30:55;3;17;3;16
18:30:56;1;3;2;5
18:30:57;2;15;1;11
18:30:58;3;18;3;16
18:30:59;1;3;2;6
18:31:00;2;16;1;12
18:31:01;3;17;3;15
18:31:02;1;3;2;4
18:31:03;2;15;1;12
18:31:04;2;12;2;10
18:31:05;2;8;1;6
18:31:06;3;19;3;15
18:31:07;1;4;2;6
18:31:08;3;17;1;12
18:31:09;3;19;3;17
18:31:10;1;3;2;8
18:31:11;2;16;1;11
18:31:12;3;17;3;15
18:31:13;2;5;3;9
18:31:14;2;16;1;11
18:31:15;3;18;3;16
18:31:16;1;3;2;5
18:31:17;2;16;1;12
18:31:18;3;17;3;15
18:31:19;1;4;2;5
18:31:20;2;15;1;11
18:31:21;3;17;3;16
18:31:22;0;2;1;3
18:31:23;3;18;2;16
18:31:24;2;9;2;11
18:31:25;1;9;0;5
18:31:26;3;18;3;15
18:31:27;1;3;2;5
18:31:28;2;15;1;11
18:31:29;3;17;3;16
18:31:30;1;4;2;6
18:31:31;2;15;1;12
18:31:32;3;17;3;15
18:31:33;1;5;2;6
18:31:34;2;15;1;11
18:31:35;3;17;3;15
18:31:36;1;3;2;6
18:31:37;2;16;1;12
18:31:38;4;22;3;21
18:31:39;0;2;0;2
18:31:40;3;17;3;16
18:31:41;3;17;3;15
18:31:42;0;1;0;2
18:31:43;3;17;3;15
18:31:44;1;3;2;5
18:31:45;2;15;1;11
18:31:46;3;17;3;15
18:31:47;1;3;2;5
18:31:48;2;15;1;11
18:31:49;3;17;3;15
18:31:50;1;3;2;5
18:31:51;2;15;1;12
18:31:52;3;17;3;16
18:31:53;1;3;2;6
18:31:54;2;15;1;11
18:31:55;3;17;3;15
18:31:56;1;4;2;4
18:31:57;2;16;1;12
18:31:58;3;18;3;15
18:31:59;0;1;0;1
18:32:00;3;17;3;15
18:32:01;1;4;2;5
18:32:02;2;14;1;12
18:32:03;3;18;3;17
18:32:04;2;7;3;10
18:32:05;2;16;1;12
18:32:06;3;18;3;15
18:32:07;1;4;2;5
18:32:08;2;15;1;11
18:32:09;3;17;3;15
18:32:10;1;3;2;5
18:32:11;2;15;1;11
18:32:12;3;17;3;16
18:32:13;1;4;2;6
18:32:14;2;16;1;13
18:32:15;3;17;3;15
18:32:16;0;1;0;1
18:32:17;3;17;3;15
18:32:18;3;17;2;14
18:32:19;0;3;0;2
18:32:20;3;17;2;15
18:32:21;1;3;2;5
18:32:22;2;15;1;11
18:32:23;3;17;2;15
18:32:24;1;4;2;6
18:32:25;2;15;1;12
18:32:26;3;17;3;16
18:32:27;1;3;2;6
18:32:28;2;15;1;11
18:32:29;4;22;3;19
18:32:30;1;3;2;5
18:32:31;2;17;1;12
18:32:32;3;17;2;15
18:32:33;1;3;2;4
18:32:34;2;16;1;12
18:32:35;3;17;2;15
18:32:36;0;1;0;1
18:32:37;3;18;2;15
18:32:38;1;5;2;6
18:32:39;2;15;1;12
18:32:40;3;17;3;16
18:32:41;1;3;2;6
18:32:42;2;15;1;11
18:32:43;3;17;3;15
18:32:44;1;3;2;5
18:32:45;2;15;1;13
18:32:46;3;17;3;16
18:32:47;1;3;2;6
18:32:48;2;16;1;11
18:32:49;3;19;3;17
18:32:50;1;3;2;5
18:32:51;2;15;1;11
18:32:52;3;19;3;17
18:32:53;0;1;1;3
18:32:54;4;22;3;19
18:32:55;2;13;2;14
18:32:56;1;5;0;3
18:32:57;3;17;3;15
18:32:58;1;4;2;5
18:32:59;2;15;1;11
18:33:00;3;17;3;15
18:33:01;1;3;2;5
18:33:02;2;15;1;11
18:33:03;3;17;3;15
18:33:04;1;4;2;7
18:33:05;2;16;1;12
18:33:06;3;17;3;16
18:33:07;1;3;2;5
18:33:08;2;15;1;11
18:33:09;3;17;3;15
18:33:10;0;1;0;1
18:33:11;3;17;3;15
18:33:12;3;17;3;16
18:33:13;0;1;0;1
18:33:14;3;18;3;16
18:33:15;1;6;2;8
18:33:16;2;13;1;8
18:33:17;3;17;3;16
18:33:18;1;3;2;6
18:33:19;3;18;2;16
18:33:20;3;17;3;15
18:33:21;1;3;2;5
18:33:22;2;15;1;11
18:33:23;3;18;3;16
18:33:24;1;3;2;6
18:33:25;2;15;1;12
18:33:26;3;17;3;15
18:33:27;1;3;2;5
18:33:28;2;15;1;11
18:33:29;3;19;3;16
18:33:30;0;1;0;1
18:33:31;3;17;3;15
18:33:32;2;10;2;11
18:33:33;1;8;1;6
18:33:34;3;17;3;16
18:33:35;1;3;2;7
18:33:36;2;15;1;11
18:33:37;3;17;3;15
18:33:38;1;4;2;6
18:33:39;2;16;1;14
18:33:40;3;17;3;16
18:33:41;1;3;2;6
18:33:42;2;18;1;14
18:33:43;3;17;3;17
18:33:44;2;7;3;10
18:33:45;2;15;1;12
18:33:46;3;17;3;15
18:33:47;1;3;2;6
18:33:48;2;16;1;13
18:33:49;2;15;2;14
18:33:50;1;5;0;3
18:33:51;3;18;3;16
18:33:52;1;5;2;8
18:33:53;2;18;1;17
18:33:54;3;19;3;17
18:33:55;1;3;2;5
18:33:56;2;15;1;11
18:33:57;3;18;3;15
18:33:58;1;3;2;5
18:33:59;2;15;1;11
18:34:00;3;18;3;15
18:34:01;1;3;2;6
18:34:02;2;15;1;13
18:34:03;3;17;3;16
18:34:04;1;6;2;8
18:34:05;2;15;1;11
18:34:06;3;18;3;15
18:34:07;0;1;0;1
18:34:08;3;17;3;15
18:34:09;2;8;3;11
18:34:10;2;15;1;12
18:34:11;3;17;3;16
18:34:12;1;3;2;7
18:34:13;2;16;1;13
18:34:14;3;18;3;16
18:34:15;1;4;2;5
18:34:16;2;15;1;12
18:34:17;3;17;3;15
18:34:18;1;3;2;5
18:34:19;2;16;1;12
18:34:20;3;18;3;15
18:34:21;1;3;2;5
18:34:22;2;15;1;13
18:34:23;3;17;3;16
18:34:24;0;1;0;1
18:34:25;3;17;3;15
18:34:26;1;5;2;7
18:34:27;2;13;1;9
18:34:28;3;17;3;15
18:34:29;1;5;2;7
18:34:30;2;15;1;12
18:34:31;3;17;3;16
18:34:32;1;3;2;5
18:34:33;2;15;1;11
18:34:34;4;20;3;19
18:34:35;1;4;2;5
18:34:36;2;15;1;11
18:34:37;3;18;3;15
18:34:38;1;3;2;5
18:34:39;2;16;1;11
18:34:40;3;17;3;15
18:34:41;0;1;1;2
18:34:42;3;17;2;16
18:34:43;2;10;2;13
18:34:44;1;9;1;7
18:34:45;3;18;3;15
18:34:46;1;3;2;5
18:34:47;2;15;1;11
18:34:48;3;17;3;15
18:34:49;1;3;2;5
18:34:50;2;15;1;12
18:34:51;3;17;3;16
18:34:52;1;3;2;6
18:34:53;2;15;1;12
18:34:54;3;18;3;16
18:34:55;1;3;2;5
18:34:56;2;16;1;11
18:34:57;3;17;3;15
18:34:58;1;3;2;4
18:34:59;3;18;2;16
18:35:00;3;18;3;15
18:35:01;0;1;0;1
18:35:02;3;17;3;15
18:35:03;1;4;2;6
18:35:04;2;14;1;11
18:35:05;3;17;3;15
18:35:06;1;3;2;6
18:35:07;2;15;1;12
18:35:08;3;17;3;16
18:35:09;1;5;2;6
18:35:10;2;15;1;11
18:35:11;3;17;3;16
18:35:12;1;3;2;6
18:35:13;2;15;1;12
18:35:14;3;17;3;15
18:35:15;1;3;2;4
18:35:16;2;15;1;12
18:35:17;3;22;3;17
18:35:18;0;2;0;1
18:35:19;3;17;3;16
18:35:20;1;6;2;8
18:35:21;2;12;1;8
18:35:22;3;17;3;15
18:35:23;1;3;2;6
18:35:24;3;21;2;17
18:35:25;3;20;3;16
18:35:26;1;3;2;5
18:35:27;2;15;1;11
18:35:28;3;17;3;16
18:35:29;1;3;2;6
18:35:30;2;15;1;12
18:35:31;3;17;3;15
18:35:32;1;3;2;5
18:35:33;2;16;1;12
18:35:34;3;18;3;16
18:35:35;0;1;0;1
18:35:36;3;18;2;15
18:35:37;3;16;2;14
18:35:38;0;3;0;2
18:35:39;3;17;3;15
18:35:40;1;3;2;5
18:35:41;2;15;1;11
18:35:42;3;17;3;15
18:35:43;1;3;2;6
18:35:44;2;17;1;14
18:35:45;3;17;3;16
18:35:46;1;3;2;5
18:35:47;2;15;1;11
18:35:48;3;17;3;15
18:35:49;3;9;3;10
18:35:50;2;16;1;12
18:35:51;3;17;3;16
18:35:52;1;4;2;5
18:35:53;2;15;1;13
18:35:54;3;17;3;16
18:35:55;0;1;0;1
18:35:56;3;18;3;15
18:35:57;1;5;2;5
18:35:58;2;15;1;11
18:35:59;3;18;3;16
18:36:00;1;3;2;5
18:36:01;2;15;1;11
18:36:02;3;18;3;15
18:36:03;1;3;2;6
18:36:04;2;16;1;12
18:36:05;3;17;3;16
18:36:06;1;3;2;5
18:36:07;2;15;1;11
18:36:08;3;17;2;15
18:36:09;1;4;2;6
18:36:10;2;15;1;11
18:36:11;3;17;3;17
18:36:12;0;1;0;2
18:36:13;3;19;3;16
18:36:14;4;16;3;16
18:36:15;1;6;0;5
18:36:16;3;17;3;16
18:36:17;1;4;2;6
18:36:18;2;15;1;11
18:36:19;3;17;3;17
18:36:20;1;3;2;5
18:36:21;2;15;1;11
18:36:22;3;17;2;15
18:36:23;1;3;2;5
18:36:24;2;16;1;12
18:36:25;3;17;3;16
18:36:26;1;3;2;6
18:36:27;2;15;1;12
18:36:28;3;17;3;16
18:36:29;1;6;2;8
18:36:30;2;15;1;12
18:36:31;3;16;3;15
18:36:32;0;3;0;1
18:36:33;3;17;3;19
18:36:34;1;3;2;5
18:36:35;2;15;1;12
18:36:36;3;17;3;16
18:36:37;1;5;2;6
18:36:38;2;15;1;11
18:36:39;4;22;3;20
18:36:40;1;4;2;6
18:36:41;2;15;1;12
18:36:42;3;17;2;15
18:36:43;1;3;2;5
18:36:44;2;15;1;12
18:36:45;3;17;3;16
18:36:46;1;3;2;5
18:36:47;2;15;1;15
18:36:48;3;17;3;17
18:36:49;0;2;0;3
18:36:50;3;17;2;15
18:36:51;3;16;3;14
18:36:52;0;3;0;2
18:36:53;3;19;3;16
18:36:54;1;4;2;6
18:36:55;2;15;1;12
18:36:56;3;17;2;15
18:36:57;1;3;2;5
18:36:58;2;15;1;12
18:36:59;3;18;3;17
18:37:00;1;3;2;6
18:37:01;2;15;1;13
18:37:02;3;17;3;16
18:37:03;1;3;2;6
18:37:04;3;18;2;16
18:37:05;3;17;2;15
18:37:06;1;4;2;5
18:37:07;2;15;1;13
18:37:08;3;19;3;17
18:37:09;0;2;0;1
18:37:10;3;17;2;15
18:37:11;1;5;2;7
18:37:12;2;13;1;9
18:37:13;3;17;3;15
18:37:14;1;4;2;6
18:37:15;2;15;1;11
18:37:16;3;18;2;15
18:37:17;1;4;2;6
18:37:18;2;15;1;12
18:37:19;3;17;3;16
18:37:20;1;3;2;5
18:37:21;2;15;1;12
18:37:22;3;17;3;16
18:37:23;1;3;2;6
18:37:24;2;16;1;14
18:37:25;3;17;3;17
18:37:26;0;1;0;1
18:37:27;3;18;3;16
18:37:28;3;15;2;13
18:37:29;1;6;1;9
18:37:30;3;17;3;16
18:37:31;1;3;2;5
18:37:32;2;15;1;11
18:37:33;3;18;2;15
18:37:34;1;4;2;5
18:37:35;2;15;1;11
18:37:36;3;19;3;16
18:37:37;1;3;2;5
18:37:38;2;15;1;12
18:37:39;3;18;3;17
18:37:40;1;3;2;6
18:37:41;2;15;1;11
18:37:42;3;20;3;17
18:37:43;1;2;2;4
18:37:44;2;16;1;12
18:37:45;3;15;2;12
18:37:46;0;4;0;5
18:37:47;3;17;2;15
18:37:48;1;3;2;5
18:37:49;2;16;1;11
18:37:50;3;17;2;15
18:37:51;1;4;2;5
18:37:52;2;15;1;12
18:37:53;3;18;3;16
18:37:54;2;8;3;11
18:37:55;2;16;1;13
18:37:56;3;18;3;16
18:37:57;1;5;2;6
18:37:58;2;15;1;11
18:37:59;3;17;3;16
18:38:00;1;2;2;4
18:38:01;2;17;1;12
18:38:02;3;17;2;15
18:38:03;0;1;0;1
18:38:04;3;18;3;16
18:38:05;1;5;2;7
18:38:06;2;14;1;10
18:38:07;3;18;3;17
18:38:08;1;3;2;6
18:38:09;2;15;1;11
18:38:10;3;17;2;15
18:38:11;1;3;2;5
18:38:12;2;15;1;11
18:38:13;3;18;2;15
18:38:14;1;4;2;6
18:38:15;2;15;1;11
18:38:16;3;19;3;16
18:38:17;1;3;2;5
18:38:18;2;15;1;11
18:38:19;4;20;4;19
18:38:20;0;1;1;3
18:38:21;3;17;2;15
18:38:22;3;17;3;16
18:38:23;0;1;0;1
18:38:24;3;18;2;15
18:38:25;1;3;2;5
18:38:26;2;16;1;12
18:38:27;3;17;2;15
18:38:28;1;3;2;5
18:38:29;2;17;1;12
18:38:30;3;17;3;16
18:38:31;1;3;2;5
18:38:32;2;15;1;11
18:38:33;3;17;2;15
18:38:34;1;3;2;6
18:38:35;2;15;1;13
18:38:36;3;18;3;16
18:38:37;1;4;2;4
18:38:38;2;15;1;12
18:38:39;3;18;3;16
18:38:40;0;1;0;1
18:38:41;3;17;3;15
18:38:42;1;5;2;7
18:38:43;2;14;1;11
18:38:44;2;7;3;9
18:38:45;2;17;1;13
18:38:46;2;9;2;11
18:38:47;1;9;0;5
18:38:48;3;17;2;15
18:38:49;1;3;2;5
18:38:50;2;15;1;11
18:38:51;3;17;2;15
18:38:52;1;3;2;5
18:38:53;2;18;1;14
18:38:54;3;18;3;17
18:38:55;1;5;2;8
18:38:56;2;15;1;11
18:38:57;3;17;2;15
18:38:58;1;4;2;5
18:38:59;2;15;1;12
18:39:00;3;17;2;15
18:39:01;0;1;1;2
18:39:02;3;17;2;15
18:39:03;2;11;2;12
18:39:04;1;8;0;6
18:39:05;3;18;2;15
18:39:06;1;3;2;5
18:39:07;2;15;1;11
18:39:08;3;18;3;16
18:39:09;2;9;3;11
18:39:10;2;15;1;12
18:39:11;3;18;2;15
18:39:12;1;3;2;5
18:39:13;2;15;1;11
18:39:14;3;17;3;16
18:39:15;1;3;2;7
18:39:16;2;15;1;12
18:39:17;1;4;2;6
18:39:18;0;1;0;1
18:39:19;0;2;0;2
18:39:20;0;2;0;2
18:39:21;0;1;0;2
18:39:22;0;1;0;2
18:39:23;0;1;0;1
18:39:24;0;2;0;1
18:39:25;0;1;0;2
18:39:26;0;1;0;2
18:39:27;0;2;0;3
18:39:28;0;1;0;1
18:39:29;0;3;0;2
18:39:30;0;1;0;1
18:39:31;0;1;0;1
18:39:32;0;1;0;1
18:39:33;0;2;0;2
18:39:34;1;4;1;6
18:39:35;0;1;0;2
18:39:36;0;1;0;1
18:39:37;0;2;0;1
18:39:38;0;1;0;2
18:39:39;0;1;0;2
18:39:40;0;2;0;2
18:39:41;0;2;0;1
18:39:42;0;1;0;1
18:39:43;0;1;0;1
18:39:44;0;3;0;3
18:39:45;0;1;0;1
18:39:46;0;1;0;1
18:39:47;0;1;0;1
18:39:48;0;1;0;1
18:39:49;0;2;0;1
18:39:50;0;1;0;1
18:39:51;0;1;0;1
18:39:52;0;1;0;1
18:39:53;0;1;0;2
18:39:54;1;4;0;4
18:39:55;0;1;0;2
18:39:56;0;2;0;1
18:39:57;0;1;0;1
18:39:58;0;1;0;1
18:39:59;1;4;1;5
18:40:00;0;1;0;1
18:40:01;0;1;0;1
18:40:02;0;1;0;1
18:40:03;0;1;0;1
18:40:04;0;1;0;1
18:40:05;0;1;0;1
18:40:06;0;1;0;1
18:40:07;0;1;0;2
18:40:08;0;1;0;2
18:40:09;0;3;1;4
18:40:10;0;2;0;1
18:40:11;0;1;0;1
18:40:12;0;1;0;1
18:40:13;0;2;0;1
18:40:14;0;2;0;2
18:40:15;0;2;0;2
18:40:16;0;1;0;2
18:40:17;0;1;0;1
18:40:18;0;1;0;1
18:40:19;0;3;0;3
18:40:20;0;1;0;1
18:40:21;0;2;0;1
18:40:22;0;2;0;1
18:40:23;0;1;0;1
18:40:24;1;4;1;5
18:40:25;0;1;0;1
18:40:26;0;1;0;2
18:40:27;0;1;0;2
18:40:28;0;1;0;2
18:40:29;0;1;0;1
18:40:30;0;1;0;2
18:40:31;0;1;0;2
18:40:32;0;1;0;2
18:40:33;0;1;0;1
18:40:34;0;3;0;3
18:40:35;0;1;0;1
18:40:36;0;2;0;1
18:40:37;0;2;0;1
18:40:38;0;1;0;1
18:40:39;0;1;0;1
18:40:40;0;1;0;1
18:40:41;0;1;0;1
18:40:42;0;2;0;1
18:40:43;0;1;0;1
18:40:44;0;3;0;3
18:40:45;0;2;0;1
18:40:46;0;1;0;2
18:40:47;0;1;0;2
18:40:48;0;1;0;2
18:40:49;1;4;1;6
18:40:50;0;1;0;2
18:40:51;0;1;0;2
18:40:52;0;1;0;1
18:40:53;0;1;0;1
18:40:54;0;1;0;1
18:40:55;0;1;0;1
18:40:56;0;1;0;1
18:40:57;0;1;0;1
18:40:58;0;1;0;1
18:40:59;0;3;0;4
18:41:00;0;1;0;2
18:41:01;0;2;0;2
18:41:02;0;1;0;1
18:41:03;0;1;0;1
18:41:04;0;2;0;1
18:41:05;0;1;0;1
18:41:06;0;1;0;1
18:41:07;0;1;0;1
18:41:08;0;1;0;1
18:41:09;0;4;0;3
18:41:10;0;1;0;2
18:41:11;0;1;0;2
18:41:12;0;1;0;2
18:41:13;0;1;0;1
18:41:14;1;4;1;5
18:41:15;0;1;0;1
18:41:16;0;1;0;1
18:41:17;0;2;0;1
18:41:18;0;3;0;1
18:41:19;0;1;0;2
18:41:20;0;1;0;2
18:41:21;0;1;0;2
18:41:22;0;1;0;1
18:41:23;0;1;0;1
18:41:24;0;3;0;4
18:41:25;0;2;0;2
18:41:26;0;1;0;2
18:41:27;0;1;0;1
18:41:28;0;1;0;1
18:41:29;0;1;0;1
18:41:30;0;1;0;1
18:41:31;0;1;0;1
18:41:32;0;1;0;1
18:41:33;0;1;0;1
18:41:34;0;3;0;3
18:41:35;0;1;0;1
18:41:36;0;1;0;1
18:41:37;0;1;0;1
18:41:38;0;1;0;1
18:41:39;2;5;1;6
18:41:40;0;1;0;2
18:41:41;0;3;0;2
18:41:42;0;1;0;1
18:41:43;0;1;0;1
18:41:44;0;1;0;1
18:41:45;0;1;0;1
18:41:46;0;1;0;1
18:41:47;0;1;0;2
18:41:48;0;1;0;2
18:41:49;0;4;0;4
18:41:50;0;1;0;1
18:41:51;0;1;0;1
18:41:52;0;1;0;1
18:41:53;0;1;0;1
18:41:54;0;1;0;1
18:41:55;0;1;0;1
18:41:56;0;1;0;1
18:41:57;0;2;0;1
18:41:58;0;2;0;1
18:41:59;0;3;1;4
18:42:00;0;1;0;2
18:42:01;0;1;0;2
18:42:02;0;1;0;1
18:42:03;0;1;0;2
18:42:04;1;4;1;6
18:42:05;0;2;0;2
18:42:06;0;2;0;1
18:42:07;0;1;0;2
18:42:08;0;1;0;2
18:42:09;0;1;0;2
18:42:10;0;1;0;1
18:42:11;0;1;0;1
18:42:12;0;1;0;1
18:42:13;0;3;0;1
18:42:14;0;3;0;3
18:42:15;0;1;0;2
18:42:16;0;1;0;2
18:42:17;0;1;0;2
18:42:18;0;1;0;2
18:42:19;0;1;0;2
18:42:20;0;1;0;2
18:42:21;0;3;0;1
18:42:22;0;1;0;1
18:42:23;0;1;0;1
18:42:24;0;3;0;3
18:42:25;0;1;0;2
18:42:26;0;1;0;2
18:42:27;0;1;0;2
18:42:28;0;1;0;1
18:42:29;1;5;1;6
18:42:30;0;1;0;2
18:42:31;0;1;0;3
