Time;KBIn;PktIn;KBOut;PktOut
18:09:16;3;17;3;15
18:09:17;1;3;2;5
18:09:18;2;16;1;13
18:09:19;3;18;3;16
18:09:20;1;3;2;6
18:09:21;2;15;1;11
18:09:22;3;18;3;15
18:09:23;1;3;2;5
18:09:24;2;15;1;11
18:09:25;3;17;3;15
18:09:26;1;3;2;4
18:09:27;2;15;1;12
18:09:28;4;20;3;16
18:09:29;0;1;0;3
18:09:30;3;17;3;16
18:09:31;1;4;2;7
18:09:32;2;14;1;10
18:09:33;4;20;3;18
18:09:34;1;3;2;5
18:09:35;2;15;1;11
18:09:36;3;18;3;15
18:09:37;1;3;2;6
18:09:38;2;15;1;11
18:09:39;3;17;3;15
18:09:40;1;3;2;5
18:09:41;2;15;1;11
18:09:42;4;19;3;15
18:09:43;1;4;2;6
18:09:44;2;16;1;12
18:09:45;3;17;3;15
18:09:46;0;1;0;1
18:09:47;3;19;3;17
18:09:48;3;15;3;15
18:09:49;0;3;0;3
18:09:50;3;18;3;15
18:09:51;1;4;2;5
18:09:52;2;16;1;11
18:09:53;3;17;3;16
18:09:54;1;3;2;6
18:09:55;2;15;1;11
18:09:56;3;18;3;16
18:09:57;1;3;2;5
18:09:58;3;20;2;16
18:09:59;3;18;3;15
18:10:00;1;3;2;5
18:10:01;2;15;1;11
18:10:02;3;17;3;15
18:10:03;1;3;2;4
18:10:04;2;16;1;12
18:10:05;3;16;3;15
18:10:06;0;2;0;1
18:10:07;3;17;3;16
18:10:08;1;5;2;7
18:10:09;2;15;1;13
18:10:10;3;18;3;16
18:10:11;1;3;2;5
18:10:12;2;15;1;11
18:10:13;3;17;3;16
18:10:14;1;4;2;5
18:10:15;2;15;1;11
18:10:16;3;18;3;15
18:10:17;1;3;2;6
18:10:18;2;16;1;12
18:10:19;3;17;3;15
18:10:20;1;3;2;6
18:10:21;2;15;1;12
18:10:22;3;17;3;17
18:10:23;1;4;1;5
18:10:24;3;18;3;15
18:10:25;3;16;2;11
18:10:26;1;4;0;5
18:10:27;3;17;3;16
18:10:28;1;3;2;6
18:10:29;2;15;1;12
18:10:30;3;17;3;15
18:10:31;1;3;2;6
18:10:32;2;15;1;12
18:10:33;3;18;3;17
18:10:34;1;3;2;5
18:10:35;2;15;1;11
18:10:36;3;17;3;15
18:10:37;1;3;2;5
18:10:38;2;15;1;11
18:10:39;3;17;3;15
18:10:40;1;3;2;4
18:10:41;2;15;1;12
18:10:42;1;3;2;5
18:10:43;2;16;1;13
18:10:44;3;18;3;16
18:10:45;1;4;2;6
18:10:46;2;16;1;11
18:10:47;3;17;3;15
18:10:48;2;6;3;9
18:10:49;2;15;1;12
18:10:50;3;17;3;16
18:10:51;1;3;2;6
18:10:52;2;16;1;12
18:10:53;3;18;3;16
18:10:54;1;3;2;5
18:10:55;2;15;1;11
18:10:56;3;17;3;16
18:10:57;0;2;0;2
18:10:58;3;18;3;17
18:10:59;3;18;3;16
18:11:00;0;3;0;3
18:11:01;3;18;3;15
18:11:02;1;3;2;5
18:11:03;2;15;1;11
18:11:04;3;17;3;16
18:11:05;1;3;2;6
18:11:06;2;15;1;11
18:11:07;3;17;3;16
18:11:08;1;3;2;6
18:11:09;2;15;1;12
18:11:10;3;18;3;15
18:11:11;1;3;2;5
18:11:12;2;15;1;11
18:11:13;4;23;4;20
18:11:14;1;3;2;5
18:11:15;2;16;1;11
18:11:16;3;17;3;15
18:11:17;0;1;0;1
18:11:18;3;17;3;15
18:11:19;1;7;2;9
18:11:20;2;11;1;8
18:11:21;3;17;3;16
18:11:22;1;3;2;7
18:11:23;2;16;1;12
18:11:24;3;18;3;15
18:11:25;1;3;2;5
18:11:26;2;15;1;11
18:11:27;3;17;3;15
18:11:28;1;3;2;5
18:11:29;2;15;1;11
18:11:30;3;17;3;15
18:11:31;1;4;2;5
18:11:32;2;15;1;12
18:11:33;4;20;3;17
18:11:34;1;3;2;5
18:11:35;2;15;1;12
18:11:36;3;17;3;15
18:11:37;0;1;0;1
18:11:38;4;20;4;19
18:11:39;1;4;2;7
18:11:40;2;15;1;11
18:11:41;3;18;3;16
18:11:42;1;3;2;5
18:11:43;2;15;1;11
18:11:44;3;17;3;15
18:11:45;1;3;2;5
18:11:46;2;15;1;11
18:11:47;3;17;3;17
18:11:48;1;4;2;7
18:11:49;2;16;1;12
18:11:50;3;17;3;15
18:11:51;1;3;2;4
18:11:52;2;15;1;12
18:11:53;3;18;3;15
18:11:54;0;1;0;1
18:11:55;3;17;3;15
18:11:56;2;13;2;13
18:11:57;1;6;0;3
18:11:58;3;18;3;17
18:11:59;1;3;2;6
18:12:00;2;15;1;12
18:12:01;3;18;3;15
18:12:02;1;3;2;5
18:12:03;3;18;2;15
18:12:04;3;17;3;15
18:12:05;1;3;2;5
18:12:06;2;15;1;11
18:12:07;3;17;3;15
18:12:08;1;3;2;5
18:12:09;2;15;1;11
18:12:10;3;17;3;15
18:12:11;1;6;2;7
18:12:12;2;16;1;13
18:12:13;3;17;3;16
18:12:14;0;1;0;1
18:12:15;3;17;3;15
18:12:16;1;4;2;5
18:12:17;2;15;1;11
18:12:18;3;17;3;15
18:12:19;1;3;2;5
18:12:20;2;15;1;12
18:12:21;3;17;3;16
18:12:22;1;3;2;6
18:12:23;2;15;1;11
18:12:24;3;17;3;15
18:12:25;1;3;2;5
18:12:26;2;15;1;11
18:12:27;3;17;3;15
18:12:28;2;8;3;9
18:12:29;2;16;1;13
18:12:30;3;18;3;18
18:12:31;0;2;0;2
18:12:32;3;17;3;15
18:12:33;1;3;2;5
18:12:34;2;15;1;11
18:12:35;3;17;3;15
18:12:36;1;3;2;5
18:12:37;2;15;1;11
18:12:38;3;19;3;17
18:12:39;1;3;2;6
18:12:40;2;15;1;12
18:12:41;3;17;3;15
18:12:42;1;3;2;5
18:12:43;2;15;1;11
18:12:44;3;18;3;16
18:12:45;1;3;2;4
18:12:46;2;16;1;12
18:12:47;3;17;3;15
18:12:48;0;2;1;4
18:12:49;3;18;2;15
18:12:50;3;17;3;16
18:12:51;0;1;0;1
18:12:52;3;17;3;15
18:12:53;2;6;3;9
18:12:54;2;15;1;11
18:12:55;3;17;3;16
18:12:56;1;3;2;6
18:12:57;2;15;1;12
18:12:58;4;19;3;15
18:12:59;1;3;2;5
18:13:00;2;15;1;11
18:13:01;3;17;3;15
18:13:02;1;3;2;5
18:13:03;3;18;1;12
18:13:04;3;17;3;15
18:13:05;1;3;2;4
18:13:06;2;15;1;12
18:13:07;3;17;3;15
18:13:08;0;2;0;2
18:13:09;3;17;3;16
18:13:10;1;6;2;8
18:13:11;2;12;1;9
18:13:12;3;17;3;15
18:13:13;1;5;2;6
18:13:14;2;15;1;11
18:13:15;3;17;3;15
18:13:16;1;3;2;6
18:13:17;2;15;1;12
18:13:18;4;20;4;20
18:13:19;1;3;2;5
18:13:20;2;16;1;12
18:13:21;3;17;3;15
18:13:22;1;4;2;5
18:13:23;2;15;1;11
18:13:24;3;19;3;18
18:13:25;0;1;1;3
18:13:26;3;17;2;15
18:13:27;2;10;2;11
18:13:28;1;8;0;5
18:13:29;3;18;3;15
18:13:30;1;3;2;5
18:13:31;2;15;1;11
18:13:32;3;17;3;15
18:13:33;1;3;2;5
18:13:34;2;15;1;11
18:13:35;3;17;3;16
18:13:36;1;3;2;6
18:13:37;2;16;1;12
18:13:38;3;17;3;15
18:13:39;1;3;2;5
18:13:40;2;18;1;13
18:13:41;3;17;3;15
18:13:42;1;3;2;4
18:13:43;3;21;2;18
18:13:44;3;17;3;16
18:13:45;0;3;0;3
18:13:46;3;17;3;15
18:13:47;2;9;2;8
18:13:48;1;9;1;9
18:13:49;3;17;3;16
18:13:50;1;3;2;6
18:13:51;2;16;1;12
18:13:52;3;17;3;16
18:13:53;1;4;2;7
18:13:54;2;15;1;11
18:13:55;3;18;3;15
18:13:56;1;3;2;5
18:13:57;2;15;1;13
18:13:58;3;17;3;15
18:13:59;1;3;2;5
18:14:00;2;15;1;11
18:14:01;3;17;3;15
18:14:02;1;3;2;4
18:14:03;2;16;1;14
18:14:04;3;16;3;16
18:14:05;0;2;0;2
18:14:06;3;17;3;15
18:14:07;1;4;2;6
18:14:08;3;17;2;14
18:14:09;3;17;3;16
18:14:10;1;4;2;6
18:14:11;2;15;1;12
18:14:12;3;17;3;15
18:14:13;1;3;2;5
18:14:14;2;15;1;11
18:14:15;3;17;3;15
18:14:16;1;3;2;5
18:14:17;2;15;1;11
18:14:18;3;18;3;16
18:14:19;1;4;2;4
18:14:20;2;15;1;13
18:14:21;3;17;3;16
18:14:22;0;1;0;2
18:14:23;3;17;3;15
18:14:24;2;10;2;11
18:14:25;1;8;0;5
18:14:26;3;18;3;15
18:14:27;1;3;2;5
18:14:28;2;16;1;12
18:14:29;3;17;3;15
18:14:30;1;3;2;6
18:14:31;2;15;1;12
18:14:32;3;17;3;16
18:14:33;2;6;3;9
18:14:34;2;15;1;11
18:14:35;3;18;3;16
18:14:36;1;5;2;8
18:14:37;2;15;1;12
18:14:38;3;17;3;15
18:14:39;1;3;2;4
18:14:40;2;15;1;13
18:14:41;3;16;3;14
18:14:42;0;2;0;3
18:14:43;3;17;3;16
18:14:44;1;4;2;6
18:14:45;2;14;1;10
18:14:46;3;17;3;15
18:14:47;1;3;2;5
18:14:48;2;15;1;11
18:14:49;3;17;3;15
18:14:50;1;3;2;5
18:14:51;2;15;1;11
18:14:52;3;17;3;16
18:14:53;1;3;2;6
18:14:54;2;16;1;12
18:14:55;3;17;3;15
18:14:56;1;3;2;4
18:14:57;2;15;1;12
18:14:58;4;22;4;20
18:14:59;0;1;0;1
18:15:00;3;17;3;15
18:15:01;1;6;2;9
18:15:02;2;12;1;9
18:15:03;3;18;3;16
18:15:04;1;3;2;5
18:15:05;2;15;1;11
18:15:06;3;17;3;15
18:15:07;1;3;2;5
18:15:08;2;16;1;12
18:15:09;3;17;3;15
18:15:10;1;3;2;5
18:15:11;2;16;1;11
18:15:12;3;17;3;15
18:15:13;1;3;2;4
18:15:14;2;15;1;12
18:15:15;3;17;3;15
18:15:16;0;1;0;1
18:15:17;3;18;3;16
18:15:18;2;12;2;11
18:15:19;1;10;1;8
18:15:20;3;17;3;16
18:15:21;1;3;2;5
18:15:22;2;16;1;11
18:15:23;4;21;4;19
18:15:24;1;4;2;5
18:15:25;2;15;1;11
18:15:26;3;17;3;17
18:15:27;1;3;2;6
18:15:28;2;16;1;12
18:15:29;3;17;3;15
18:15:30;1;3;2;5
18:15:31;2;16;1;12
18:15:32;3;18;3;16
18:15:33;1;5;2;6
18:15:34;2;15;1;13
18:15:35;3;16;3;16
18:15:36;0;3;0;2
18:15:37;3;18;3;15
18:15:38;1;4;2;5
18:15:39;2;15;1;11
18:15:40;3;17;3;15
18:15:41;1;3;2;5
18:15:42;2;16;1;11
18:15:43;3;18;3;16
18:15:44;1;3;2;5
18:15:45;2;16;1;11
18:15:46;3;18;3;16
18:15:47;1;4;2;6
18:15:48;3;18;2;16
18:15:49;3;19;3;17
18:15:50;1;4;2;4
18:15:51;2;16;1;12
18:15:52;3;18;3;15
18:15:53;0;1;0;1
18:15:54;3;17;3;17
18:15:55;2;12;3;13
18:15:56;1;6;0;5
18:15:57;3;17;3;15
18:15:58;1;3;2;5
18:15:59;2;17;1;11
18:16:00;3;18;3;16
18:16:01;1;4;2;6
18:16:02;2;15;1;12
18:16:03;3;18;3;15
18:16:04;1;4;2;5
18:16:05;2;16;1;11
18:16:06;3;18;3;15
18:16:07;1;3;2;5
18:16:08;2;15;1;11
18:16:09;3;17;3;15
18:16:10;0;1;0;1
18:16:11;3;17;3;16
18:16:12;3;16;3;16
18:16:13;1;7;1;7
18:16:14;3;17;3;15
18:16:15;1;3;2;5
18:16:16;2;15;1;11
18:16:17;3;17;3;15
18:16:18;1;3;2;5
18:16:19;2;16;1;11
18:16:20;3;17;3;15
18:16:21;1;3;2;6
18:16:22;2;15;1;12
18:16:23;3;18;3;17
18:16:24;1;3;2;5
18:16:25;2;15;1;11
18:16:26;3;18;3;15
18:16:27;1;3;2;4
18:16:28;2;15;1;12
18:16:29;3;17;3;15
18:16:30;0;1;0;1
18:16:31;3;17;3;15
18:16:32;1;4;2;6
18:16:33;2;15;1;12
18:16:34;3;18;3;16
18:16:35;1;3;2;6
18:16:36;2;15;1;12
18:16:37;3;17;3;16
18:16:38;2;5;2;8
18:16:39;2;16;2;14
18:16:40;3;17;3;15
18:16:41;1;3;2;5
18:16:42;2;15;1;11
18:16:43;3;17;3;15
18:16:44;1;4;2;5
18:16:45;2;15;1;14
18:16:46;3;17;3;16
18:16:47;0;1;0;1
18:16:48;3;18;3;16
18:16:49;1;9;2;10
18:16:50;1;9;1;6
18:16:51;3;18;3;17
18:16:52;1;3;2;6
18:16:53;2;15;1;13
18:16:54;3;17;3;15
18:16:55;1;3;2;5
18:16:56;2;15;1;11
18:16:57;3;18;3;15
18:16:58;1;4;2;6
18:16:59;2;15;1;11
18:17:00;3;17;3;15
18:17:01;1;3;2;5
18:17:02;2;15;1;11
18:17:03;4;21;4;22
18:17:04;1;2;1;4
18:17:05;2;16;2;15
18:17:06;3;16;3;16
18:17:07;0;2;0;2
18:17:08;3;17;3;17
18:17:09;1;4;2;6
18:17:10;2;15;1;13
18:17:11;3;17;3;15
18:17:12;1;3;2;6
18:17:13;2;15;1;12
18:17:14;3;17;3;15
18:17:15;1;3;2;5
18:17:16;2;15;1;11
18:17:17;3;17;3;16
18:17:18;1;3;2;7
18:17:19;2;15;1;12
18:17:20;3;17;3;16
18:17:21;1;2;1;3
18:17:22;2;16;2;13
18:17:23;3;16;3;15
18:17:24;0;2;0;1
18:17:25;3;17;3;15
18:17:26;1;3;2;6
18:17:27;2;15;1;12
18:17:28;4;22;4;21
18:17:29;1;3;2;6
18:17:30;2;16;1;11
18:17:31;3;17;3;16
18:17:32;1;3;2;6
18:17:33;2;15;1;12
18:17:34;3;17;3;15
18:17:35;1;3;2;5
18:17:36;2;15;1;11
18:17:37;3;17;3;15
18:17:38;1;4;2;6
18:17:39;2;15;1;13
18:17:40;3;17;3;16
18:17:41;0;1;0;1
18:17:42;3;17;3;15
18:17:43;1;3;2;5
18:17:44;2;16;1;11
18:17:45;3;17;3;15
18:17:46;1;3;2;5
18:17:47;2;15;1;11
18:17:48;3;18;3;16
18:17:49;1;3;2;5
18:17:50;2;15;1;11
18:17:51;3;17;3;15
18:17:52;1;3;2;7
18:17:53;3;18;2;17
18:17:54;3;17;3;16
18:17:55;1;3;2;4
18:17:56;2;15;1;12
18:17:57;3;17;3;16
18:17:58;0;1;0;1
18:17:59;3;17;3;15
18:18:00;1;3;2;5
18:18:01;2;15;1;12
18:18:02;3;18;3;16
18:18:03;1;4;2;7
18:18:04;2;15;1;11
18:18:05;3;17;3;15
18:18:06;1;4;2;5
18:18:07;2;15;1;12
18:18:08;3;17;3;16
18:18:09;1;4;2;6
18:18:10;2;15;1;11
18:18:11;3;17;3;15
18:18:12;1;4;2;4
18:18:13;2;16;1;13
18:18:14;2;11;2;11
18:18:15;1;8;1;7
18:18:16;3;19;3;18
18:18:17;1;3;2;6
18:18:18;3;20;2;16
18:18:19;3;17;3;15
18:18:20;1;3;2;5
18:18:21;2;15;1;12
18:18:22;3;18;3;16
18:18:23;1;3;2;6
18:18:24;2;15;1;12
18:18:25;3;17;3;16
18:18:26;1;4;2;6
18:18:27;2;15;1;11
18:18:28;3;18;3;16
18:18:29;1;3;2;4
18:18:30;2;15;1;13
18:18:31;3;17;3;16
18:18:32;0;2;0;2
18:18:33;3;20;3;18
18:18:34;1;6;2;8
18:18:35;2;12;1;9
18:18:36;3;17;3;16
18:18:37;1;3;2;6
18:18:38;2;17;1;13
18:18:39;3;17;3;15
18:18:40;1;3;2;5
18:18:41;2;15;1;12
18:18:42;3;17;3;16
18:18:43;2;6;3;10
18:18:44;2;15;1;11
18:18:45;3;17;3;15
18:18:46;1;4;2;5
18:18:47;2;16;1;12
18:18:48;3;17;3;16
18:18:49;1;2;1;4
18:18:50;2;16;2;13
18:18:51;2;13;2;12
18:18:52;1;5;0;4
18:18:53;3;18;3;16
18:18:54;1;3;2;5
18:18:55;2;15;1;11
18:18:56;3;17;3;15
18:18:57;1;3;2;5
18:18:58;2;16;1;11
18:18:59;3;17;3;15
18:19:00;1;3;2;6
18:19:01;2;15;1;12
18:19:02;3;17;3;16
18:19:03;1;4;3;8
18:19:04;2;16;1;11
18:19:05;3;17;3;15
18:19:06;1;4;2;4
18:19:07;2;15;1;12
18:19:08;4;20;4;19
18:19:09;0;2;0;2
18:19:10;3;17;3;16
18:19:11;1;5;2;5
18:19:12;2;14;1;12
18:19:13;3;17;3;15
18:19:14;1;3;2;5
18:19:15;2;16;1;11
18:19:16;3;17;3;15
18:19:17;1;3;2;5
18:19:18;2;16;1;12
18:19:19;3;17;3;15
18:19:20;1;3;2;5
18:19:21;3;17;1;11
18:19:22;3;17;3;15
18:19:23;1;3;2;5
18:19:24;2;15;1;12
18:19:25;3;18;3;16
18:19:26;0;1;0;2
18:19:27;3;17;3;15
18:19:28;2;12;2;12
18:19:29;1;9;1;7
18:19:30;3;17;3;15
18:19:31;1;3;2;5
18:19:32;2;15;1;11
18:19:33;4;22;4;20
18:19:34;1;3;2;5
18:19:35;2;15;1;12
18:19:36;3;18;3;17
18:19:37;1;3;2;7
18:19:38;2;16;1;11
18:19:39;3;17;3;15
18:19:40;1;3;2;5
18:19:41;2;15;1;12
18:19:42;3;18;3;16
18:19:43;1;4;2;6
18:19:44;2;15;1;13
18:19:45;3;16;3;13
18:19:46;0;2;0;3
18:19:47;3;17;3;16
18:19:48;1;4;2;7
18:19:49;2;14;1;11
18:19:50;3;17;3;15
18:19:51;1;3;2;5
18:19:52;2;16;1;11
18:19:53;3;18;3;16
18:19:54;1;3;2;5
18:19:55;2;15;1;12
18:19:56;3;18;3;15
18:19:57;1;3;2;6
18:19:58;3;19;2;16
18:19:59;3;17;3;16
18:20:00;1;4;2;5
18:20:01;2;15;1;11
18:20:02;3;17;3;15
18:20:03;0;1;1;2
18:20:04;3;17;2;14
18:20:05;2;10;2;10
18:20:06;1;8;1;6
18:20:07;3;17;3;15
18:20:08;1;4;2;6
18:20:09;2;15;1;12
18:20:10;3;18;3;16
18:20:11;1;3;2;6
18:20:12;2;16;1;11
18:20:13;3;17;3;16
18:20:14;1;3;2;6
18:20:15;2;15;1;12
18:20:16;3;17;3;15
18:20:17;1;3;2;5
18:20:18;2;16;1;12
18:20:19;3;17;3;15
18:20:20;1;4;2;5
18:20:21;2;15;1;13
18:20:22;3;17;3;16
18:20:23;1;4;1;5
18:20:24;3;17;3;15
18:20:25;1;6;2;8
18:20:26;2;12;1;8
18:20:27;4;19;3;15
18:20:28;1;4;2;5
18:20:29;2;15;1;12
18:20:30;3;17;3;16
18:20:31;1;3;2;6
18:20:32;2;15;1;11
18:20:33;3;18;3;16
18:20:34;1;3;2;5
18:20:35;2;15;1;11
18:20:36;3;17;3;15
18:20:37;1;3;2;5
18:20:38;2;15;1;11
18:20:39;3;17;3;15
18:20:40;1;5;2;8
18:20:41;2;16;1;12
18:20:42;2;13;3;14
18:20:43;1;5;0;3
18:20:44;3;18;3;15
18:20:45;1;5;2;6
18:20:46;2;14;1;10
18:20:47;3;17;3;16
18:20:48;2;8;3;11
18:20:49;2;15;1;12
18:20:50;3;17;3;15
18:20:51;1;3;2;5
18:20:52;2;15;1;11
18:20:53;3;17;3;15
18:20:54;1;3;2;5
18:20:55;3;17;1;12
18:20:56;3;17;3;16
18:20:57;1;4;2;5
18:20:58;2;16;1;13
18:20:59;3;17;3;15
18:21:00;0;1;0;1
18:21:01;3;17;3;15
18:21:02;2;11;2;11
18:21:03;1;9;1;7
18:21:04;3;17;3;16
18:21:05;1;3;2;6
18:21:06;2;15;1;11
18:21:07;3;17;3;15
18:21:08;1;4;2;6
18:21:09;2;16;1;12
18:21:10;3;18;3;16
18:21:11;1;3;2;6
18:21:12;2;16;1;12
18:21:13;4;20;4;19
18:21:14;1;3;2;5
18:21:15;2;15;1;11
18:21:16;3;17;3;15
18:21:17;1;3;2;4
18:21:18;2;16;1;12
18:21:19;3;17;3;15
18:21:20;0;1;0;1
18:21:21;3;17;3;16
18:21:22;2;9;2;11
18:21:23;1;10;1;8
18:21:24;3;17;3;16
18:21:25;1;3;2;5
18:21:26;2;15;1;11
18:21:27;3;17;3;15
18:21:28;1;4;2;5
18:21:29;2;15;1;11
18:21:30;3;18;3;16
18:21:31;1;3;2;6
18:21:32;2;15;1;12
18:21:33;3;18;3;16
18:21:34;1;3;2;5
18:21:35;2;16;1;11
18:21:36;3;17;3;15
18:21:37;1;3;2;4
18:21:38;3;18;2;16
18:21:39;3;17;3;15
18:21:40;0;2;0;1
18:21:41;3;17;3;16
18:21:42;2;9;2;9
18:21:43;1;9;1;9
18:21:44;3;17;3;16
18:21:45;1;3;2;5
18:21:46;2;15;1;11
18:21:47;3;17;3;15
18:21:48;1;4;2;6
18:21:49;2;15;1;11
18:21:50;3;18;3;15
18:21:51;1;3;2;5
18:21:52;2;15;1;11
18:21:53;3;19;3;17
18:21:54;1;4;2;5
18:21:55;2;15;1;12
18:21:56;3;19;3;17
18:21:57;1;3;2;5
18:21:58;2;16;1;12
18:21:59;3;17;3;15
18:22:00;0;1;0;1
18:22:01;3;17;3;16
18:22:02;1;6;2;9
18:22:03;3;17;2;14
18:22:04;3;17;3;15
18:22:05;1;3;2;5
18:22:06;2;15;1;11
18:22:07;3;17;3;15
18:22:08;1;3;2;6
18:22:09;2;16;1;12
18:22:10;3;17;3;16
18:22:11;1;3;2;5
18:22:12;2;15;1;11
18:22:13;3;18;3;16
18:22:14;1;3;2;5
18:22:15;2;15;1;11
18:22:16;4;20;3;15
18:22:17;1;3;2;4
18:22:18;2;15;1;12
18:22:19;3;16;3;16
18:22:20;0;2;0;1
18:22:21;3;17;3;15
18:22:22;1;3;2;6
18:22:23;2;16;1;13
18:22:24;3;17;3;16
18:22:25;1;3;2;5
18:22:26;2;15;1;11
18:22:27;3;17;3;15
18:22:28;2;7;3;9
18:22:29;2;15;1;12
18:22:30;3;17;3;16
18:22:31;1;3;2;6
18:22:32;2;15;1;11
18:22:33;3;18;3;15
18:22:34;1;4;2;4
18:22:35;2;15;1;12
18:22:36;3;17;3;15
18:22:37;0;1;1;2
18:22:38;3;18;2;15
18:22:39;2;10;2;11
18:22:40;1;8;0;5
18:22:41;3;18;3;16
18:22:42;1;3;2;6
18:22:43;2;16;1;13
18:22:44;3;17;3;15
18:22:45;1;3;2;5
18:22:46;2;15;1;12
18:22:47;3;19;3;17
18:22:48;1;4;2;7
18:22:49;2;15;1;11
18:22:50;3;17;3;15
18:22:51;1;3;2;5
18:22:52;2;16;1;12
18:22:53;4;20;4;19
18:22:54;1;2;2;4
18:22:55;2;16;1;13
18:22:56;3;18;3;15
18:22:57;0;2;0;1
18:22:58;3;17;3;16
18:22:59;1;3;2;6
18:23:00;2;15;1;12
18:23:01;3;17;3;15
18:23:02;1;3;2;6
18:23:03;2;16;1;12
18:23:04;3;17;3;16
18:23:05;1;6;2;7
18:23:06;2;15;1;11
18:23:07;3;17;3;15
18:23:08;1;3;2;5
18:23:09;2;17;1;11
18:23:10;3;17;3;15
18:23:11;1;3;2;6
18:23:12;2;15;1;12
18:23:13;3;17;3;16
18:23:14;0;1;0;3
18:23:15;3;17;3;16
18:23:16;2;13;3;13
18:23:17;1;7;1;4
18:23:18;4;22;4;20
18:23:19;1;3;2;6
18:23:20;2;15;1;12
18:23:21;3;17;3;16
18:23:22;1;4;2;5
18:23:23;2;15;1;11
18:23:24;3;17;3;15
18:23:25;1;4;2;5
18:23:26;2;15;1;12
18:23:27;3;17;3;16
18:23:28;1;5;2;6
18:23:29;2;15;1;12
18:23:30;3;17;3;16
18:23:31;1;3;2;5
18:23:32;2;15;1;12
18:23:33;3;17;3;15
18:23:34;0;1;0;1
18:23:35;3;17;3;15
18:23:36;1;6;2;8
18:23:37;2;12;1;10
18:23:38;3;18;3;17
18:23:39;1;3;2;6
18:23:40;2;18;1;14
18:23:41;3;17;3;15
18:23:42;1;4;2;6
18:23:43;3;18;2;15
18:23:44;3;18;3;15
18:23:45;1;4;2;6
18:23:46;2;15;1;11
18:23:47;3;17;3;16
18:23:48;1;3;2;6
18:23:49;2;16;1;12
18:23:50;3;17;3;15
18:23:51;1;2;2;5
18:23:52;3;17;1;14
18:23:53;3;17;3;15
18:23:54;0;2;0;3
18:23:55;3;17;3;15
18:23:56;1;3;2;5
18:23:57;2;16;1;11
18:23:58;3;17;3;15
18:23:59;1;3;2;6
18:24:00;2;15;1;13
18:24:01;3;18;3;16
18:24:02;1;3;2;6
18:24:03;2;16;1;12
18:24:04;3;17;3;16
18:24:05;1;3;2;6
18:24:06;2;15;1;11
18:24:07;3;17;3;16
18:24:08;2;7;3;8
18:24:09;2;15;1;12
18:24:10;3;17;3;15
18:24:11;0;1;0;2
18:24:12;3;17;3;16
18:24:13;1;7;2;9
18:24:14;2;12;1;8
18:24:15;3;17;3;15
18:24:16;1;3;2;5
18:24:17;2;15;1;11
18:24:18;3;19;3;17
18:24:19;1;3;2;5
18:24:20;2;15;1;11
18:24:21;3;19;3;15
18:24:22;1;3;2;5
18:24:23;2;15;1;11
18:24:24;3;17;3;15
18:24:25;1;3;2;6
18:24:26;2;16;1;12
18:24:27;3;17;3;17
18:24:28;0;1;1;2
18:24:29;3;18;2;14
18:24:30;2;13;3;15
18:24:31;1;5;0;3
18:24:32;3;17;3;16
18:24:33;2;8;3;10
18:24:34;2;15;1;12
18:24:35;3;17;3;15
18:24:36;1;3;2;5
18:24:37;2;16;1;11
18:24:38;3;17;3;16
18:24:39;1;4;2;6
18:24:40;2;15;1;12
18:24:41;3;17;3;15
18:24:42;1;3;2;5
18:24:43;2;16;1;13
18:24:44;3;17;3;15
18:24:45;1;4;2;5
18:24:46;2;15;1;11
18:24:47;3;17;3;15
18:24:48;0;1;0;1
18:24:49;3;17;3;15
18:24:50;2;9;2;9
18:24:51;0;5;0;6
18:24:52;0;4;0;4
18:24:53;0;2;0;2
18:24:54;1;9;1;7
18:24:55;3;17;3;15
18:24:56;0;1;0;1
18:24:57;3;17;3;15
18:24:58;2;7;3;9
18:24:59;2;15;1;12
18:25:00;3;17;3;16
18:25:01;1;5;2;6
18:25:02;2;15;1;11
18:25:03;3;17;2;15
18:25:04;1;3;2;5
18:25:05;2;15;1;11
18:25:06;3;17;3;15
18:25:07;1;3;2;5
18:25:08;2;16;1;12
18:25:09;3;18;3;15
18:25:10;1;2;2;4
18:25:11;2;16;1;13
18:25:12;3;17;3;16
18:25:13;0;1;0;2
18:25:14;3;17;3;15
18:25:15;1;3;2;5
18:25:16;2;15;1;11
18:25:17;3;18;3;15
18:25:18;1;4;2;6
18:25:19;2;16;1;11
18:25:20;3;17;3;15
18:25:21;1;3;2;5
18:25:22;2;15;1;11
18:25:23;4;20;3;20
18:25:24;1;3;2;5
18:25:25;2;17;1;11
18:25:26;3;17;3;15
18:25:27;1;3;2;5
18:25:28;2;15;1;12
18:25:29;3;17;3;16
18:25:30;0;2;0;2
18:25:31;3;17;3;16
18:25:32;2;9;2;9
18:25:33;1;10;1;8
18:25:34;3;19;3;17
18:25:35;1;3;2;5
18:25:36;2;15;1;11
18:25:37;3;17;3;15
18:25:38;1;3;2;5
18:25:39;2;15;1;12
18:25:40;3;17;3;16
18:25:41;1;3;2;6
18:25:42;2;16;1;11
18:25:43;3;18;3;15
18:25:44;1;3;2;4
18:25:45;2;15;1;14
18:25:46;3;18;3;15
18:25:47;0;4;0;1
18:25:48;4;26;3;20
18:25:49;1;6;2;8
18:25:50;2;14;1;10
18:25:51;3;17;3;16
18:25:52;1;3;2;6
18:25:53;2;16;1;13
