interface,rx_bytes,tx_bytes,TX_rx_packets,tx_packets
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85161929,124356523,488981,522648
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162049,124356655,488983,522650
ens38,85162169,124363991,488985,522654
ens38,85162289,124364123,488987,522656
ens38,85162289,124364123,488987,522656
ens38,85162289,124364123,488987,522656
ens38,85162289,124364123,488987,522656
ens38,85162289,124364123,488987,522656
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163437,124365019,488990,522660
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163557,124365151,488992,522662
ens38,85163677,124365283,488994,522664
ens38,85163677,124365283,488994,522664
ens38,85163677,124365283,488994,522664
ens38,85163677,124365283,488994,522664
ens38,85163677,124365283,488994,522664
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164825,124366179,488997,522668
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85164945,124366311,488999,522670
ens38,85165065,124366443,489001,522672
ens38,85165065,124366443,489001,522672
ens38,85165065,124366443,489001,522672
ens38,85165065,124366443,489001,522672
ens38,85165065,124366443,489001,522672
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166213,124367339,489004,522676
ens38,85166333,124367471,489006,522678
ens38,85166333,124367471,489006,522678
ens38,85166333,124367471,489006,522678
ens38,85166333,124367471,489006,522678
ens38,85166333,124367471,489006,522678
ens38,85166333,124367471,489006,522678
ens38,85166701,124367943,489011,522682
ens38,85166701,124367943,489011,522682
ens38,85166701,124367943,489011,522682
ens38,85166701,124367943,489011,522682
ens38,85166821,124368075,489013,522684
ens38,85166821,124368075,489013,522684
ens38,85166821,124368075,489013,522684
ens38,85166821,124368075,489013,522684
ens38,85166821,124368075,489013,522684
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85167969,124368971,489016,522688
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168089,124369103,489018,522690
ens38,85168209,124369235,489020,522692
ens38,85168209,124369235,489020,522692
ens38,85168209,124369235,489020,522692
ens38,85168481,124369235,489021,522692
ens38,85168601,124375147,489023,522696
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169749,124376043,489026,522700
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169869,124376175,489028,522702
ens38,85169989,124376307,489030,522704
ens38,85169989,124376307,489030,522704
ens38,85169989,124376307,489030,522704
ens38,85169989,124376307,489030,522704
ens38,85169989,124376307,489030,522704
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171137,124377203,489033,522708
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377335,489035,522710
ens38,85171257,124377856,489035,522712
ens38,85171257,124377856,489035,522712
ens38,85171377,124377988,489037,522714
ens38,85171377,124377988,489037,522714
ens38,85171377,124377988,489037,522714
ens38,85171377,124377988,489037,522714
ens38,85171377,124377988,489037,522714
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172525,124378884,489040,522718
ens38,85172645,124379016,489042,522720
ens38,85172645,124379016,489042,522720
ens38,85172645,124379016,489042,522720
ens38,85172829,124379224,489044,522722
ens38,85172829,124379224,489044,522722
ens38,85172829,124379224,489044,522722
ens38,85172829,124379224,489044,522722
ens38,85172829,124379224,489044,522722
ens38,85172949,124379344,489046,522724
ens38,85172949,124379344,489046,522724
ens38,85173069,124379476,489048,522726
ens38,85173069,124379476,489048,522726
ens38,85173069,124379476,489048,522726
ens38,85173069,124379476,489048,522726
ens38,85173069,124379476,489048,522726
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174217,124380372,489051,522730
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85174337,124380504,489053,522732
ens38,85175381,124380978,489062,522739
ens38,85177295,124383137,489071,522748
ens38,85177295,124383137,489071,522748
ens38,85178345,124384953,489074,522752
ens38,85178345,124384953,489074,522752
ens38,85179493,124385848,489077,522756
ens38,85179493,124385848,489077,522756
ens38,85179493,124385848,489077,522756
ens38,85179493,124385848,489077,522756
ens38,85179553,124391760,489078,522760
ens38,85179553,124391760,489078,522760
ens38,85179553,124391760,489078,522760
ens38,85179553,124391760,489078,522760
ens38,85179553,124391760,489078,522760
ens38,85179553,124391760,489078,522760
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179673,124391892,489080,522762
ens38,85179793,124392024,489082,522764
ens38,85179793,124392024,489082,522764
ens38,85179793,124392024,489082,522764
ens38,85179793,124392024,489082,522764
ens38,85179793,124392024,489082,522764
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85180941,124392920,489085,522768
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181061,124393052,489087,522770
ens38,85181453,124393184,489090,522772
ens38,85181453,124393184,489090,522772
ens38,85181453,124393184,489090,522772
ens38,85181453,124393184,489090,522772
ens38,85181453,124393184,489090,522772
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182601,124394081,489093,522776
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182721,124394213,489095,522778
ens38,85182841,124394345,489097,522780
ens38,85182841,124394345,489097,522780
ens38,85182841,124394345,489097,522780
ens38,85182841,124394345,489097,522780
ens38,85182841,124394345,489097,522780
ens38,85183929,124395241,489099,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85183989,124395241,489100,522784
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184109,124395373,489102,522786
ens38,85184229,124395505,489104,522788
ens38,85184229,124395505,489104,522788
ens38,85184229,124395505,489104,522788
ens38,85184229,124395505,489104,522788
ens38,85184229,124395505,489104,522788
ens38,85184822,124396341,489105,522791
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185377,124396401,489107,522792
ens38,85185497,124402313,489109,522796
ens38,85185557,124402379,489110,522797
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185617,124402445,489111,522798
ens38,85185677,124402511,489112,522799
ens38,85185737,124402577,489113,522800
ens38,85185737,124402577,489113,522800
ens38,85185737,124402577,489113,522800
ens38,85185737,124402577,489113,522800
ens38,85185737,124402577,489113,522800
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85186885,124403473,489116,522804
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187005,124403605,489118,522806
ens38,85187125,124403737,489120,522808
ens38,85187125,124403737,489120,522808
ens38,85187125,124403737,489120,522808
ens38,85187125,124403737,489120,522808
ens38,85187125,124403737,489120,522808
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188273,124404633,489123,522812
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188393,124404765,489125,522814
ens38,85188513,124404897,489127,522816
ens38,85188513,124404897,489127,522816
ens38,85188513,124404897,489127,522816
ens38,85188513,124404897,489127,522816
ens38,85188513,124404897,489127,522816
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189661,124405794,489130,522820
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189781,124405926,489132,522822
ens38,85189901,124406058,489134,522824
ens38,85189901,124406058,489134,522824
ens38,85189901,124406058,489134,522824
ens38,85189901,124406058,489134,522824
ens38,85189901,124406058,489134,522824
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191049,124406954,489137,522828
ens38,85191169,124407086,489139,522830
ens38,85191169,124407086,489139,522830
ens38,85191169,124407086,489139,522830
ens38,85191289,124412998,489141,522834
ens38,85191289,124412998,489141,522834
ens38,85191289,124412998,489141,522834
ens38,85191289,124412998,489141,522834
ens38,85191289,124412998,489141,522834
ens38,85191289,124412998,489141,522834
ens38,85191289,124412998,489141,522834
ens38,85191409,124413130,489143,522836
ens38,85191409,124413130,489143,522836
ens38,85191409,124413130,489143,522836
ens38,85191409,124413130,489143,522836
ens38,85191409,124413130,489143,522836
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192617,124414081,489147,522841
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192677,124414147,489148,522842
ens38,85192737,124414213,489149,522843
ens38,85192737,124414213,489149,522843
ens38,85192737,124414213,489149,522843
ens38,85192737,124414213,489149,522843
ens38,85192737,124414213,489149,522843
ens38,85194011,124415175,489154,522848
ens38,85194011,124415175,489154,522848
ens38,85194011,124415175,489154,522848
ens38,85194011,124415175,489154,522848
ens38,85194011,124415175,489154,522848
ens38,85194502,124419649,489156,522851
ens38,85194502,124419649,489156,522851
ens38,85194502,124419649,489156,522851
ens38,85194502,124419649,489156,522851
ens38,85194502,124419649,489156,522851
ens38,85194562,124419715,489157,522852
ens38,85194562,124419715,489157,522852
ens38,85194562,124419715,489157,522852
ens38,85194682,124419775,489159,522853
ens38,85198455,124422328,489169,522865
ens38,85198455,124422328,489169,522865
ens38,85198455,124422328,489169,522865
ens38,85198455,124422328,489169,522865
ens38,85198455,124422328,489169,522865
ens38,85198695,124422508,489173,522868
ens38,85198695,124422508,489173,522868
ens38,85198695,124422508,489173,522868
ens38,85198695,124422508,489173,522868
ens38,85198695,124422508,489173,522868
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198755,124422574,489174,522869
ens38,85198815,124422640,489175,522870
ens38,85198815,124422640,489175,522870
ens38,85198815,124422640,489175,522870
ens38,85198815,124422640,489175,522870
ens38,85198815,124422640,489175,522870
ens38,85200089,124423602,489180,522875
ens38,85200089,124423602,489180,522875
ens38,85200089,124423602,489180,522875
ens38,85200089,124423602,489180,522875
ens38,85200089,124423602,489180,522875
ens38,85200089,124423602,489180,522875
ens38,85201013,124423944,489187,522880
ens38,85202927,124426102,489196,522889
ens38,85203917,124427918,489198,522893
ens38,85203917,124427918,489198,522893
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85203977,124427984,489199,522894
ens38,85204037,124428050,489200,522895
ens38,85204037,124428050,489200,522895
ens38,85204097,124428116,489201,522896
ens38,85204097,124428116,489201,522896
ens38,85204097,124428116,489201,522896
ens38,85204097,124428116,489201,522896
ens38,85204097,124428116,489201,522896
ens38,85205245,124429012,489204,522900
ens38,85205245,124429012,489204,522900
ens38,85205245,124429012,489204,522900
ens38,85205245,124429012,489204,522900
ens38,85205365,124434924,489206,522904
ens38,85205365,124434924,489206,522904
ens38,85205365,124434924,489206,522904
ens38,85205365,124434924,489206,522904
ens38,85205365,124434924,489206,522904
ens38,85205365,124434924,489206,522904
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205485,124435056,489208,522906
ens38,85205605,124435188,489210,522908
ens38,85205605,124435188,489210,522908
ens38,85205605,124435188,489210,522908
ens38,85205725,124435248,489212,522909
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209560,124437660,489224,522920
ens38,85209740,124437858,489227,522923
ens38,85209740,124437858,489227,522923
ens38,85209740,124437858,489227,522923
ens38,85209740,124437858,489227,522923
ens38,85209740,124437858,489227,522923
ens38,85209740,124437858,489227,522923
