cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
1,1,126,502,0,0,0,0,1,8,1,12,2022-04-30,22:54:59
1,1,135,522,0,0,0,0,1,8,1,11,2022-04-30,22:55:00
8,2,147,567,0,0,0,0,0,7,1,11,2022-04-30,22:55:01
0,0,136,515,0,0,16,2,0,7,1,11,2022-04-30,22:55:02
1,1,124,508,0,0,0,0,1,8,1,11,2022-04-30,22:55:03
0,0,134,521,0,0,0,0,0,7,2,11,2022-04-30,22:55:04
1,0,133,512,0,0,0,0,0,7,1,11,2022-04-30,22:55:05
1,1,142,524,0,0,0,0,1,8,1,11,2022-04-30,22:55:06
1,0,139,510,0,0,28,6,0,7,1,11,2022-04-30,22:55:07
0,0,141,520,0,0,0,0,0,7,1,11,2022-04-30,22:55:08
1,0,129,509,0,0,0,0,1,8,1,11,2022-04-30,22:55:09
1,0,132,514,0,0,0,0,0,7,1,11,2022-04-30,22:55:10
1,1,126,496,0,0,0,0,0,7,1,11,2022-04-30,22:55:11
0,0,132,514,0,0,20,3,1,8,1,11,2022-04-30,22:55:12
1,0,129,511,0,0,0,0,0,7,1,11,2022-04-30,22:55:13
2,1,143,522,0,0,0,0,0,7,1,11,2022-04-30,22:55:14
0,0,132,506,0,0,0,0,1,8,1,11,2022-04-30,22:55:15
1,0,119,499,0,0,0,0,0,3,0,5,2022-04-30,22:55:16
0,0,118,481,0,0,24,3,0,5,1,8,2022-04-30,22:55:17
1,0,125,504,0,0,0,0,0,7,1,11,2022-04-30,22:55:18
0,0,115,500,0,0,0,0,0,3,0,5,2022-04-30,22:55:19
0,0,104,467,0,0,0,0,0,1,0,2,2022-04-30,22:55:20
1,0,102,461,0,0,0,0,0,2,0,2,2022-04-30,22:55:21
0,0,109,483,0,0,12,2,0,1,0,2,2022-04-30,22:55:22
0,0,104,459,0,0,0,0,0,1,0,2,2022-04-30,22:55:23
0,0,108,472,0,0,0,0,0,2,0,2,2022-04-30,22:55:24
0,0,104,475,0,0,0,0,0,1,0,2,2022-04-30,22:55:25
0,0,109,476,0,0,0,0,0,1,0,2,2022-04-30,22:55:26
1,0,112,477,0,0,12,2,0,2,0,2,2022-04-30,22:55:27
0,0,103,477,0,0,0,0,0,1,0,2,2022-04-30,22:55:28
0,0,107,467,0,0,0,0,0,2,0,3,2022-04-30,22:55:29
1,1,107,466,0,0,0,0,0,2,0,2,2022-04-30,22:55:30
0,0,103,477,0,0,0,0,0,1,0,2,2022-04-30,22:55:31
0,0,110,475,0,0,40,3,0,1,0,2,2022-04-30,22:55:32
0,0,106,462,0,0,0,0,0,2,0,2,2022-04-30,22:55:33
0,0,106,474,0,0,0,0,0,1,0,2,2022-04-30,22:55:34
0,0,108,482,0,0,0,0,0,1,0,2,2022-04-30,22:55:35
0,0,115,479,0,0,0,0,0,4,1,6,2022-04-30,22:55:36
1,0,123,493,0,0,24,2,0,5,0,4,2022-04-30,22:55:37
0,0,124,495,0,0,0,0,0,6,1,10,2022-04-30,22:55:38
1,0,133,517,0,0,0,0,1,8,1,11,2022-04-30,22:55:39
11,7,180,878,0,0,72,3,1,8,2,13,2022-04-30,22:55:40
2,1,134,505,0,0,0,0,0,7,1,11,2022-04-30,22:55:41
1,0,142,521,0,0,0,0,1,8,1,12,2022-04-30,22:55:42
2,1,131,516,0,0,0,0,0,7,1,11,2022-04-30,22:55:43
0,0,143,526,0,0,0,0,1,8,1,12,2022-04-30,22:55:44
1,0,145,523,0,0,16,2,1,9,1,12,2022-04-30,22:55:45
0,0,142,526,0,0,0,0,0,7,1,12,2022-04-30,22:55:46
2,1,143,508,0,0,68,15,0,7,1,11,2022-04-30,22:55:47
1,1,135,521,0,0,0,0,1,8,2,11,2022-04-30,22:55:48
0,0,132,516,0,0,0,0,0,7,1,11,2022-04-30,22:55:49
2,1,137,517,0,0,0,0,1,8,1,12,2022-04-30,22:55:50
1,0,140,521,0,0,24,3,1,8,1,11,2022-04-30,22:55:51
1,0,137,511,0,0,0,0,0,7,1,11,2022-04-30,22:55:52
0,0,133,504,0,0,0,0,0,7,1,11,2022-04-30,22:55:53
1,0,135,525,0,0,0,0,1,8,1,11,2022-04-30,22:55:54
1,0,134,507,0,0,0,0,0,7,1,11,2022-04-30,22:55:55
