cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
0,0,120,497,0,0,0,0,0,4,0,3,2022-04-30,00:31:36
2,1,120,507,0,0,0,0,0,5,1,10,2022-04-30,00:31:37
0,0,112,465,0,0,0,0,0,3,0,3,2022-04-30,00:31:38
0,0,107,482,0,0,40,2,0,2,0,2,2022-04-30,00:31:39
0,0,107,466,0,0,0,0,0,1,0,2,2022-04-30,00:31:40
1,0,101,470,0,0,0,0,0,1,0,2,2022-04-30,00:31:41
0,0,104,460,0,0,0,0,0,2,0,2,2022-04-30,00:31:42
0,0,99,457,0,0,0,0,0,1,0,2,2022-04-30,00:31:43
0,0,112,489,0,0,0,0,0,1,0,2,2022-04-30,00:31:44
0,0,105,470,0,0,12,2,0,1,0,2,2022-04-30,00:31:45
0,0,105,462,0,0,0,0,0,1,0,2,2022-04-30,00:31:46
0,0,100,467,0,0,0,0,0,1,0,2,2022-04-30,00:31:47
0,0,107,466,0,0,0,0,0,2,0,2,2022-04-30,00:31:48
0,0,103,474,0,0,0,0,0,1,0,2,2022-04-30,00:31:49
1,0,110,475,0,0,12,2,0,1,0,2,2022-04-30,00:31:50
1,1,103,473,0,0,0,0,0,2,0,2,2022-04-30,00:31:51
0,0,103,461,0,0,0,0,0,1,0,2,2022-04-30,00:31:52
0,0,101,461,0,0,0,0,0,1,0,2,2022-04-30,00:31:53
0,0,107,470,0,0,0,0,0,2,0,2,2022-04-30,00:31:54
0,0,103,479,0,0,12,2,0,1,0,2,2022-04-30,00:31:55
1,0,107,466,0,0,0,0,0,1,0,2,2022-04-30,00:31:56
0,0,103,459,0,0,0,0,0,1,0,2,2022-04-30,00:31:57
0,0,105,464,0,0,0,0,0,1,0,2,2022-04-30,00:31:58
0,0,101,472,0,0,0,0,0,1,0,2,2022-04-30,00:31:59
0,0,113,486,0,0,12,2,0,2,0,2,2022-04-30,00:32:00
10,1,126,553,0,0,0,0,0,1,0,2,2022-04-30,00:32:01
0,0,107,463,0,0,0,0,0,2,0,3,2022-04-30,00:32:02
0,0,100,461,0,0,0,0,0,2,0,2,2022-04-30,00:32:03
0,0,109,485,0,0,0,0,0,1,0,2,2022-04-30,00:32:04
0,0,102,473,0,0,16,2,0,1,0,2,2022-04-30,00:32:05
0,0,104,472,0,0,0,0,0,2,0,2,2022-04-30,00:32:06
1,0,102,459,0,0,0,0,0,1,0,2,2022-04-30,00:32:07
0,0,105,467,0,0,0,0,0,1,0,2,2022-04-30,00:32:08
0,0,109,481,0,0,8,2,0,2,0,2,2022-04-30,00:32:09
0,0,106,467,0,0,20,2,0,1,0,2,2022-04-30,00:32:10
1,0,101,462,0,0,0,0,0,1,0,2,2022-04-30,00:32:11
0,0,107,474,0,0,0,0,0,2,0,2,2022-04-30,00:32:12
0,0,106,439,0,0,0,0,0,1,0,2,2022-04-30,00:32:13
2,2,119,463,0,0,32,8,0,1,0,2,2022-04-30,00:32:14
0,0,107,472,0,0,36,2,0,2,0,2,2022-04-30,00:32:15
0,0,105,462,0,0,0,0,0,1,0,2,2022-04-30,00:32:16
1,0,109,468,0,0,0,0,0,3,0,2,2022-04-30,00:32:17
0,0,105,470,0,0,0,0,0,2,0,2,2022-04-30,00:32:18
0,0,104,474,0,0,0,0,0,1,0,2,2022-04-30,00:32:19
0,0,106,467,0,0,12,2,0,1,0,2,2022-04-30,00:32:20
0,0,101,469,0,0,0,0,0,2,0,2,2022-04-30,00:32:21
0,0,101,467,0,0,0,0,0,1,0,2,2022-04-30,00:32:22
1,0,104,464,0,0,0,0,0,1,0,2,2022-04-30,00:32:23
0,0,107,472,0,0,0,0,0,2,0,2,2022-04-30,00:32:24
0,0,107,469,0,0,12,2,0,1,0,2,2022-04-30,00:32:25
0,0,108,477,0,0,0,0,0,1,0,2,2022-04-30,00:32:26
0,0,105,463,0,0,0,0,0,2,0,2,2022-04-30,00:32:27
0,0,102,463,0,0,0,0,0,1,0,2,2022-04-30,00:32:28
0,0,105,468,0,0,0,0,0,1,0,2,2022-04-30,00:32:29
0,0,106,480,0,0,12,2,0,2,0,2,2022-04-30,00:32:30
0,0,106,469,0,0,0,0,0,1,0,2,2022-04-30,00:32:31
0,0,105,462,0,0,0,0,0,2,0,3,2022-04-30,00:32:32
1,0,103,462,0,0,0,0,0,2,0,2,2022-04-30,00:32:33
0,0,108,480,0,0,28,1,0,1,0,2,2022-04-30,00:32:34
0,0,107,472,0,0,24,2,0,1,0,2,2022-04-30,00:32:35
0,0,106,461,0,0,0,0,0,2,0,2,2022-04-30,00:32:36
0,0,104,461,0,0,0,0,0,1,0,2,2022-04-30,00:32:37
0,0,107,474,0,0,0,0,0,1,0,2,2022-04-30,00:32:38
0,0,109,484,0,0,0,0,0,2,0,2,2022-04-30,00:32:39
0,0,101,467,0,0,12,2,0,1,0,2,2022-04-30,00:32:40
0,0,100,459,0,0,0,0,0,1,0,2,2022-04-30,00:32:41
0,0,106,473,0,0,0,0,0,2,0,2,2022-04-30,00:32:42
0,0,100,467,0,0,0,0,0,1,0,2,2022-04-30,00:32:43
0,0,110,478,0,0,8,1,0,1,0,2,2022-04-30,00:32:44
1,0,136,537,0,0,20,2,0,2,0,2,2022-04-30,00:32:45
1,0,110,475,0,0,0,0,0,1,0,2,2022-04-30,00:32:46
0,0,104,463,0,0,0,0,0,1,0,2,2022-04-30,00:32:47
0,0,106,467,0,0,0,0,0,2,0,2,2022-04-30,00:32:48
0,0,104,476,0,0,36,8,0,1,0,2,2022-04-30,00:32:49
0,0,108,471,0,0,12,2,0,1,0,2,2022-04-30,00:32:50
0,0,97,460,0,0,0,0,0,2,0,2,2022-04-30,00:32:51
0,0,102,458,0,0,0,0,0,1,0,2,2022-04-30,00:32:52
0,0,103,469,0,0,0,0,0,1,0,2,2022-04-30,00:32:53
0,0,110,479,0,0,0,0,0,2,0,2,2022-04-30,00:32:54
0,0,102,457,0,0,12,2,0,1,0,2,2022-04-30,00:32:55
0,0,105,469,0,0,0,0,1,3,0,2,2022-04-30,00:32:56
0,0,99,446,0,0,0,0,0,2,0,2,2022-04-30,00:32:57
0,0,107,476,0,0,0,0,0,1,0,2,2022-04-30,00:32:58
0,0,104,480,0,0,0,0,0,1,0,2,2022-04-30,00:32:59
0,0,106,471,0,0,12,2,0,2,0,2,2022-04-30,00:33:00
10,1,130,558,0,0,0,0,0,1,0,2,2022-04-30,00:33:01
1,0,109,467,0,0,0,0,0,2,0,3,2022-04-30,00:33:02
0,0,101,473,0,0,0,0,0,2,0,2,2022-04-30,00:33:03
0,0,113,482,0,0,0,0,0,1,0,2,2022-04-30,00:33:04
0,0,106,494,0,0,16,2,0,1,0,2,2022-04-30,00:33:05
1,0,110,475,0,0,0,0,0,2,0,2,2022-04-30,00:33:06
0,0,97,464,0,0,0,0,0,1,0,2,2022-04-30,00:33:07
0,0,106,466,0,0,0,0,0,1,0,2,2022-04-30,00:33:08
0,0,107,481,0,0,0,0,0,2,0,2,2022-04-30,00:33:09
0,0,103,469,0,0,12,2,0,1,0,2,2022-04-30,00:33:10
1,0,101,471,0,0,0,0,0,1,0,2,2022-04-30,00:33:11
0,0,108,465,0,0,0,0,0,2,0,2,2022-04-30,00:33:12
0,0,98,454,0,0,0,0,0,1,0,2,2022-04-30,00:33:13
0,0,109,482,0,0,0,0,0,1,0,2,2022-04-30,00:33:14
0,0,104,473,0,0,12,2,0,2,0,2,2022-04-30,00:33:15
0,0,108,476,0,0,0,0,0,1,0,2,2022-04-30,00:33:16
0,0,99,452,0,0,0,0,0,1,0,2,2022-04-30,00:33:17
0,0,104,461,0,0,0,0,0,2,0,2,2022-04-30,00:33:18
0,0,104,473,0,0,8,1,0,1,0,2,2022-04-30,00:33:19
0,0,108,479,0,0,20,2,0,1,0,2,2022-04-30,00:33:20
1,0,103,462,0,0,0,0,0,2,0,2,2022-04-30,00:33:21
0,0,105,459,0,0,0,0,0,1,0,2,2022-04-30,00:33:22
1,0,102,461,0,0,0,0,0,1,0,2,2022-04-30,00:33:23
0,0,110,488,0,0,0,0,0,2,0,2,2022-04-30,00:33:24
0,0,107,475,0,0,12,2,0,1,0,2,2022-04-30,00:33:25
0,0,112,471,0,0,0,0,0,1,0,2,2022-04-30,00:33:26
0,0,105,476,0,0,0,0,0,2,0,2,2022-04-30,00:33:27
0,0,109,477,0,0,0,0,0,1,0,2,2022-04-30,00:33:28
0,0,106,474,0,0,0,0,0,1,0,2,2022-04-30,00:33:29
0,0,107,478,0,0,12,2,0,2,0,2,2022-04-30,00:33:30
0,0,106,472,0,0,0,0,0,1,0,2,2022-04-30,00:33:31
1,0,107,467,0,0,0,0,0,2,0,3,2022-04-30,00:33:32
0,0,102,463,0,0,0,0,0,2,0,2,2022-04-30,00:33:33
1,0,103,463,0,0,32,1,0,1,0,2,2022-04-30,00:33:34
0,0,102,469,0,0,24,2,0,1,0,2,2022-04-30,00:33:35
0,0,110,492,0,0,0,0,0,2,0,2,2022-04-30,00:33:36
1,0,122,476,0,0,0,0,0,7,1,11,2022-04-30,00:33:37
0,0,106,462,0,0,0,0,0,1,0,2,2022-04-30,00:33:38
0,0,111,495,0,0,16,4,0,2,0,1,2022-04-30,00:33:39
0,0,106,469,0,0,12,2,0,1,0,2,2022-04-30,00:33:40
1,0,103,460,0,0,0,0,0,1,0,2,2022-04-30,00:33:41
0,0,104,469,0,0,0,0,0,2,0,2,2022-04-30,00:33:42
0,0,104,462,0,0,0,0,0,1,0,2,2022-04-30,00:33:43
0,0,111,483,0,0,0,0,0,1,0,2,2022-04-30,00:33:44
0,0,104,483,0,0,12,2,0,2,0,2,2022-04-30,00:33:45
0,0,107,471,0,0,0,0,0,1,0,2,2022-04-30,00:33:46
0,0,97,451,0,0,0,0,0,1,0,2,2022-04-30,00:33:47
1,0,105,471,0,0,0,0,0,2,0,2,2022-04-30,00:33:48
0,0,110,484,0,0,0,0,0,2,0,2,2022-04-30,00:33:49
0,0,104,466,0,0,12,2,0,2,0,2,2022-04-30,00:33:50
0,0,104,471,0,0,0,0,0,3,0,2,2022-04-30,00:33:51
0,0,104,468,0,0,0,0,0,1,0,2,2022-04-30,00:33:52
0,0,100,457,0,0,0,0,0,1,0,2,2022-04-30,00:33:53
1,0,114,478,0,0,8,1,0,2,0,2,2022-04-30,00:33:54
0,0,107,473,0,0,20,2,0,1,0,2,2022-04-30,00:33:55
0,0,107,477,0,0,0,0,0,1,0,2,2022-04-30,00:33:56
0,0,104,460,0,0,0,0,0,3,0,2,2022-04-30,00:33:57
0,0,104,461,0,0,0,0,0,2,0,2,2022-04-30,00:33:58
0,0,104,472,0,0,0,0,0,2,0,2,2022-04-30,00:33:59
0,0,104,480,0,0,12,2,0,2,0,2,2022-04-30,00:34:00
10,1,126,552,0,0,0,0,0,1,0,2,2022-04-30,00:34:01
0,0,108,461,0,0,0,0,0,2,0,3,2022-04-30,00:34:02
0,0,102,471,0,0,0,0,0,2,0,2,2022-04-30,00:34:03
1,0,106,475,0,0,0,0,0,1,0,2,2022-04-30,00:34:04
0,0,109,485,0,0,16,2,0,1,0,2,2022-04-30,00:34:05
1,0,119,492,0,0,0,0,0,4,0,4,2022-04-30,00:34:06
0,0,104,462,0,0,0,0,0,1,0,1,2022-04-30,00:34:07
0,0,102,462,0,0,0,0,0,1,0,2,2022-04-30,00:34:08
0,0,106,482,0,0,0,0,0,2,0,2,2022-04-30,00:34:09
0,0,107,475,0,0,12,2,0,1,0,2,2022-04-30,00:34:10
1,0,107,469,0,0,0,0,0,3,1,4,2022-04-30,00:34:11
0,0,109,466,0,0,0,0,0,2,0,2,2022-04-30,00:34:12
1,0,100,440,0,0,0,0,0,1,0,2,2022-04-30,00:34:13
0,0,117,474,0,0,0,0,0,2,0,2,2022-04-30,00:34:14
4,3,121,593,0,0,12,2,1,3,1,3,2022-04-30,00:34:15
12,11,141,758,0,0,80,4,0,1,0,2,2022-04-30,00:34:16
1,0,102,463,0,0,0,0,0,1,0,2,2022-04-30,00:34:17
0,0,107,476,0,0,0,0,0,2,0,1,2022-04-30,00:34:18
0,0,103,469,0,0,0,0,0,1,0,2,2022-04-30,00:34:19
0,0,111,466,0,0,0,0,0,2,0,3,2022-04-30,00:34:20
1,0,104,468,0,0,16,2,0,2,0,2,2022-04-30,00:34:21
0,0,108,473,0,0,0,0,0,1,0,2,2022-04-30,00:34:22
0,0,104,462,0,0,0,0,0,1,0,2,2022-04-30,00:34:23
0,0,109,468,0,0,0,0,0,2,0,2,2022-04-30,00:34:24
0,0,107,457,0,0,68,15,0,1,0,2,2022-04-30,00:34:25
0,0,106,477,0,0,0,0,0,1,0,2,2022-04-30,00:34:26
0,0,104,471,0,0,24,3,0,2,0,2,2022-04-30,00:34:27
0,0,108,470,0,0,0,0,0,1,0,2,2022-04-30,00:34:28
0,0,104,474,0,0,0,0,0,1,0,2,2022-04-30,00:34:29
