cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,data,Time
4,2,2198,4178,24,6,0,0,0,1,0,1,2022-04-30,01:15:32
4,1,2295,4123,12,3,384,82,0,2,0,1,2022-04-30,01:15:33
6,3,2992,5635,12,3,212,7,0,1,0,1,2022-04-30,01:15:34
3,2,2283,4286,4,1,68,3,0,1,0,1,2022-04-30,01:15:35
3,1,1940,3607,8,2,0,0,0,2,0,1,2022-04-30,01:15:36
3,2,2086,3807,12,3,0,0,0,1,0,1,2022-04-30,01:15:37
3,1,2214,4174,20,5,4,1,0,1,0,1,2022-04-30,01:15:38
3,1,1832,3330,4,1,0,0,0,5,0,3,2022-04-30,01:15:39
17,8,3104,8056,80,4,525,21,0,4,0,1,2022-04-30,01:15:40
3,1,1923,3354,12,3,0,0,0,3,0,1,2022-04-30,01:15:41
3,1,2166,3879,12,3,32,5,0,2,0,1,2022-04-30,01:15:42
3,1,2315,4215,12,3,28,6,0,1,0,1,2022-04-30,01:15:43
5,2,2601,4949,8,2,36,5,0,1,0,1,2022-04-30,01:15:44
3,1,2219,4233,24,6,373,15,0,2,0,1,2022-04-30,01:15:45
2,1,1966,3673,32,8,0,0,0,1,0,1,2022-04-30,01:15:46
2,1,1900,3536,0,0,0,0,0,1,0,1,2022-04-30,01:15:47
4,1,2071,3794,4,1,56,10,0,2,0,1,2022-04-30,01:15:48
2,1,1841,3222,0,0,0,0,0,3,0,3,2022-04-30,01:15:49
5,2,2463,4695,12,3,472,17,0,1,0,1,2022-04-30,01:15:50
6,2,2114,3649,68,13,0,0,0,2,0,1,2022-04-30,01:15:51
3,1,2328,4197,24,6,992,46,0,1,0,1,2022-04-30,01:15:52
3,2,2297,4089,12,3,76,1,0,1,0,1,2022-04-30,01:15:53
3,1,2119,3722,32,8,0,0,1,5,1,5,2022-04-30,01:15:54
6,2,2849,5328,8,2,3556,132,0,1,0,1,2022-04-30,01:15:55
3,2,2005,3554,0,0,0,0,0,1,0,1,2022-04-30,01:15:56
2,1,2085,3715,12,3,0,0,0,2,0,1,2022-04-30,01:15:57
3,1,2190,3935,8,2,0,0,0,1,0,1,2022-04-30,01:15:58
3,1,1915,3458,0,0,0,0,0,2,0,1,2022-04-30,01:15:59
5,2,2590,4926,40,6,480,17,0,4,0,1,2022-04-30,01:16:00
3,1,2187,3792,12,3,1439,56,0,3,0,1,2022-04-30,01:16:01
3,1,2203,3873,4,1,0,0,0,2,0,1,2022-04-30,01:16:02
4,2,2326,4164,32,4,1668,62,0,2,0,1,2022-04-30,01:16:03
2,1,2036,3671,12,2,0,0,0,3,0,3,2022-04-30,01:16:04
5,3,2739,5400,24,6,184,9,0,1,0,1,2022-04-30,01:16:05
3,1,1904,3809,4,1,0,0,0,2,0,1,2022-04-30,01:16:06
3,1,2011,3766,24,6,0,0,0,1,0,1,2022-04-30,01:16:07
3,2,2384,4242,12,3,1176,115,0,1,0,1,2022-04-30,01:16:08
2,1,1811,3310,8,2,0,0,0,2,0,1,2022-04-30,01:16:09
6,3,2582,4862,20,5,611,26,0,1,0,1,2022-04-30,01:16:10
5,2,2131,3720,4,1,1804,54,0,1,0,1,2022-04-30,01:16:11
4,1,2282,4191,16,4,0,0,0,2,0,1,2022-04-30,01:16:12
3,1,2235,4099,12,3,0,0,0,1,0,1,2022-04-30,01:16:13
4,2,2220,3968,8,2,0,0,0,3,0,3,2022-04-30,01:16:14
4,1,2743,5268,28,7,208,9,0,2,0,1,2022-04-30,01:16:15
3,2,2101,3703,1059,39,0,0,0,1,0,1,2022-04-30,01:16:16
3,2,2087,3883,8,2,0,0,0,1,0,1,2022-04-30,01:16:17
2,1,2187,4015,16,1,44,8,0,2,0,1,2022-04-30,01:16:18
4,1,2131,3749,220,54,0,0,2,16,2,13,2022-04-30,01:16:19
8,4,3211,6268,3580,246,799,41,2,8,2,7,2022-04-30,01:16:20
7,2,2001,3519,12,3,0,0,0,4,0,1,2022-04-30,01:16:21
3,1,2190,3812,8,2,0,0,0,2,0,1,2022-04-30,01:16:22
4,1,2409,4314,0,0,539,100,0,1,0,1,2022-04-30,01:16:23
3,1,2123,3974,12,3,0,0,0,2,0,1,2022-04-30,01:16:24
5,2,2543,5015,0,0,340,10,0,1,0,1,2022-04-30,01:16:25
6,3,2444,4396,908,226,0,0,0,1,0,1,2022-04-30,01:16:26
5,1,2032,3797,348,86,0,0,0,2,0,1,2022-04-30,01:16:27
4,3,2064,3956,8,2,0,0,0,1,0,1,2022-04-30,01:16:28
3,1,1848,3476,0,0,0,0,0,2,0,2,2022-04-30,01:16:29
5,2,2415,4915,20,5,560,21,0,3,0,2,2022-04-30,01:16:30
3,1,1754,3208,4,1,0,0,0,1,0,1,2022-04-30,01:16:31
4,1,2041,4032,8,2,0,0,0,1,0,1,2022-04-30,01:16:32
3,1,2034,3879,0,0,0,0,0,2,0,1,2022-04-30,01:16:33
3,1,1951,3665,12,3,0,0,0,1,0,1,2022-04-30,01:16:34
5,2,2733,5363,8,2,228,9,0,1,0,1,2022-04-30,01:16:35
2,1,1825,3547,12,3,0,0,0,2,0,1,2022-04-30,01:16:36
4,2,1968,3667,20,5,0,0,0,1,0,1,2022-04-30,01:16:37
4,3,2432,4492,8,2,0,0,0,1,0,1,2022-04-30,01:16:38
2,1,1797,3175,8,2,0,0,0,3,0,2,2022-04-30,01:16:39
21,12,3518,19871,28,7,6454,1311,0,2,0,2,2022-04-30,01:16:40
4,1,1919,3346,12,3,0,0,0,1,0,1,2022-04-30,01:16:41
