ID, Temperatura, Umidade, Tempo, Data,Unix_time, Discrepancia ,  
63,14,22,"1479626046,3893,4953,2215548,2706867,3506,2769,1219389,2628679,3537,2769,1229801,2619991,2780,3519,1578653,1896031,3831,4940,2120632,2884865,4932,3822,1835961,3555226,3601,2782,1301823,2477807,2784,3597,1489318,2029022,5003,3910,1803591,3691262,5063,6455,2822446,3706916,2809,3644,1534834,1992338,3642,2804,1279517,2525102",,1650933346659949600,1650969357057664,-1.649282377302892e+18
64,14,22,"1479626046,3893,4953,2215548,2706867,3506,2769,1219389,2628679,3537,2769,1229801,2619991,2780,3519,1578653,1896031,3831,4940,2120632,2884865,4932,3822,1835961,3555226,3601,2782,1301823,2477807,2784,3597,1489318,2029022,5003,3910,1803591,3691262,5063,6455,2822446,3706916,2809,3644,1534834,1992338,3642,2804,1279517,2525102",,1650933346659949600,1650969357057664,-1.649282377302892e+18
65,38,22,"1479626046,3893,4953,2215548,2706867,3506,2769,1219389,2628679,3537,2769,1229801,2619991,2780,3519,1578653,1896031,3831,4940,2120632,2884865,4932,3822,1835961,3555226,3601,2782,1301823,2477807,2784,3597,1489318,2029022,5003,3910,1803591,3691262,5063,6455,2822446,3706916,2809,3644,1534834,1992338,3642,2804,1279517,2525102",,1650933346659949600,1650969478058201,-1.6492823771818913e+18
66,38,6,"1479626046,3893,4953,2215548,2706867,3506,2769,1219389,2628679,3537,2769,1229801,2619991,2780,3519,1578653,1896031,3831,4940,2120632,2884865,4932,3822,1835961,3555226,3601,2782,1301823,2477807,2784,3597,1489318,2029022,5003,3910,1803591,3691262,5063,6455,2822446,3706916,2809,3644,1534834,1992338,3642,2804,1279517,2525102",,1650933346659949600,1650969478058201,-1.6492823771818913e+18
67,38,6,"1479626046,3893,4953,2215548,2706867,3506,2769,1219389,2628679,3537,2769,1229801,2619991,2780,3519,1578653,1896031,3831,4940,2120632,2884865,4932,3822,1835961,3555226,3601,2782,1301823,2477807,2784,3597,1489318,2029022,5003,3910,1803591,3691262,5063,6455,2822446,3706916,2809,3644,1534834,1992338,3642,2804,1279517,2525102",,1650933476616316200,1650969478058201,-1.649282507138258e+18
68,38,6,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476616316200,1650969478058201,-1.649282507138258e+18
69,22,6,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476616316200,1650969478058231,-1.649282507138258e+18
70,22,8,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476616316200,1650969478058231,-1.649282507138258e+18
71,22,8,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476470679000,1650969478058231,-1.6492825069926208e+18
72,22,8,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476470679000,1650969478058231,-1.6492825069926208e+18
73,22,8,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476470679000,1650969598058741,-1.6492825068726203e+18
74,22,13,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933476470679000,1650969598058741,-1.6492825068726203e+18
75,22,13,"1479626050,5378,6184,2246319,2659367,4826,4289,1355351,2514908,5449,4411,1476703,2407503,4425,5468,1630474,2249657,6343,8375,2930552,3560436,8385,6319,2618725,4281452,5236,4386,1440805,2658269,4358,5249,1684257,2212246,15065,10241,4420017,7275246,13316,18016,6134161,7405346,5081,6497,1949522,2803562,6486,5090,1819787,2839599",,1650933597018162400,1650969598058741,-1.6492826274201037e+18
76,22,13,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597018162400,1650969598058741,-1.6492826274201037e+18
77,5,13,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597018162400,1650969598058762,-1.6492826274201037e+18
78,5,19,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597018162400,1650969598058762,-1.6492826274201037e+18
79,5,19,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597163777800,1650969598058762,-1.649282627565719e+18
80,5,19,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597163777800,1650969598058762,-1.649282627565719e+18
81,2,19,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597163777800,1650969719059265,-1.6492826274447186e+18
82,2,36,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933597163777800,1650969719059265,-1.6492826274447186e+18
83,2,36,"1479626051,4286,5419,2394841,3042764,3808,3064,1315299,2950969,4132,3397,1435328,3132441,3416,4124,1911907,2229962,5367,6342,2280041,2990477,6323,5389,1953692,3778992,3826,3079,1322942,2761699,3088,3829,1672211,2057581,7581,6424,2336962,4695157,6827,9621,3437203,4710580,3951,4591,1854630,2411463,4590,3951,1545479,3048829",,1650933717728743400,1650969719059265,-1.6492827480096842e+18
84,2,36,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717728743400,1650969719059265,-1.6492827480096842e+18
85,24,36,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717728743400,1650969719059286,-1.6492827480096842e+18
86,24,87,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717728743400,1650969719059286,-1.6492827480096842e+18
87,24,87,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717580557300,1650969719059286,-1.649282747861498e+18
88,24,87,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717580557300,1650969719059286,-1.649282747861498e+18
89,16,87,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717580557300,1650969839059801,-1.6492827477414976e+18
90,16,22,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933717580557300,1650969839059801,-1.6492827477414976e+18
91,16,22,"1479626053,3812,4856,2196575,2653324,3353,2649,1113492,2641915,3437,2676,1169019,2576712,2695,3436,1556440,1831772,3872,5101,2136107,2948460,5097,3883,1890288,3619722,3419,2697,1195525,2530205,2689,3409,1507984,1863547,4984,3969,1762999,3942898,5024,6401,2917949,3503657,2838,3512,1687914,1992462,3514,2853,1272499,2862344",,1650933838270466300,1650969839059801,-1.6492828684314066e+18
92,16,22,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838270466300,1650969839059801,-1.6492828684314066e+18
93,6,22,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838270466300,1650969839059824,-1.6492828684314066e+18
94,6,78,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838270466300,1650969839059824,-1.6492828684314066e+18
95,6,78,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838123169000,1650969839059824,-1.6492828682841093e+18
96,6,78,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838123169000,1650969839059824,-1.6492828682841093e+18
97,14,78,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838123169000,1650969960000354,-1.6492828681631688e+18
98,14,78,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933838123169000,1650969960000354,-1.6492828681631688e+18
99,14,78,"1479626054,4067,5220,2260969,2988776,3784,2955,1408387,2732286,3675,2909,1337650,2784500,2909,3694,1645989,2093753,3863,4860,2206087,2686310,4858,3838,1718353,3677991,3683,2897,1314084,2809176,2898,3678,1677984,2041199,5023,3893,1845856,3593962,5048,6506,2780949,3747869,2747,3547,1492692,2023497,3548,2741,1285539,2485982",,1650933958668667000,1650969960000354,-1.6492829887086666e+18
100,14,78,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958668667000,1650969960000354,-1.6492829887086666e+18
101,3,78,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958668667000,1650969960000373,-1.6492829887086666e+18
102,3,61,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958668667000,1650969960000373,-1.6492829887086666e+18
103,3,61,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958818543400,1650969960000373,-1.649282988858543e+18
104,3,61,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958818543400,1650969960000373,-1.649282988858543e+18
105,3,61,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958818543400,1650970080000894,-1.6492829887385426e+18
106,3,41,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650933958818543400,1650970080000894,-1.6492829887385426e+18
107,3,41,"1479626055,3986,5184,2153369,3044800,3699,2849,1380572,2548416,3744,2868,1403900,2489496,2847,3730,1495849,2193376,4014,5220,2211387,3005011,5248,4035,1928736,3750396,3694,2829,1409599,2543688,2828,3708,1521699,2225386,5266,4100,1905965,3859078,5267,6801,2912042,3906495,2961,3785,1678806,2133542,3821,2955,1376445,2774339",,1650934079212769000,1650970080000894,-1.6492831091327683e+18
108,3,41,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079212769000,1650970080000894,-1.6492831091327683e+18
109,29,41,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079212769000,1650970080000924,-1.649283109132768e+18
110,29,3,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079212769000,1650970080000924,-1.649283109132768e+18
111,29,3,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079364417800,1650970080000924,-1.6492831092844168e+18
112,29,3,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079364417800,1650970080000924,-1.6492831092844168e+18
113,38,3,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079364417800,1650970201001435,-1.6492831091634163e+18
114,38,11,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934079364417800,1650970201001435,-1.6492831091634163e+18
115,38,11,"1479626060,8066,10131,2963534,3871757,8201,6759,2372211,2878749,7068,5994,2178714,3169538,5985,7050,2272258,3371040,7662,9591,2752206,3814127,9512,7709,2756326,4038521,6664,5628,2249812,3438430,5591,6701,2348349,3565609,8502,7040,2793970,4340979,7981,10503,3637801,4370834,6171,7179,2286324,3358755,7215,6132,2186189,3295634",,1650934199906517000,1650970201001435,-1.6492832297055155e+18
116,38,11,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199906517000,1650970201001435,-1.6492832297055155e+18
117,28,11,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199906517000,1650970201001466,-1.6492832297055155e+18
118,28,29,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199906517000,1650970201001466,-1.6492832297055155e+18
119,28,29,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199756002300,1650970201001466,-1.6492832295550008e+18
120,28,29,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199756002300,1650970201001466,-1.6492832295550008e+18
121,34,29,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199756002300,1650970321001994,-1.6492832294350003e+18
122,34,73,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934199756002300,1650970321001994,-1.6492832294350003e+18
123,34,73,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650934320459014000,1650970321001994,-1.649283350138012e+18
124,34,73,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650934320459014000,1650970321001994,-1.649283350138012e+18
125,2,73,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650934320459014000,1650970322002027,-1.649283350137012e+18
126,2,80,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650934320459014000,1650970322002027,-1.649283350137012e+18
127,2,80,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650934320314098200,1650970322002027,-1.6492833499920963e+18
128,2,80,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650934320314098200,1650970322002027,-1.6492833499920963e+18
