ID,KBIn,PktIn,KBOut,PktOut,Data_original,Unix_time  
199,0,2,1,0,2022-04-25-16:05:49,1650927949000049
200,0,1,1,0,2022-04-25-16:05:50,165092795000005
201,0,4,4,0,2022-04-25-16:05:51,1650927951000051
202,0,1,1,0,2022-04-25-16:05:52,1650927952000052
203,0,1,1,0,2022-04-25-16:05:53,1650927953000053
204,0,1,1,0,2022-04-25-16:05:54,1650927954000054
205,0,2,1,0,2022-04-25-16:05:55,1650927955000055
206,0,2,1,0,2022-04-25-16:05:56,1650927956000056
207,0,2,1,0,2022-04-25-16:05:57,1650927957000057
208,0,1,1,0,2022-04-25-16:05:58,1650927958000058
209,0,1,1,0,2022-04-25-16:05:59,1650927959000059
210,0,1,2,0,2022-04-25-16:06:0,16509279600
211,0,4,6,1,2022-04-25-16:06:1,1650927961000001
212,0,2,2,0,2022-04-25-16:06:2,1650927962000002
213,0,2,1,0,2022-04-25-16:06:3,1650927963000003
214,0,1,1,0,2022-04-25-16:06:4,1650927964000004
215,1,6,5,1,2022-04-25-16:06:5,1650927965000005
216,0,2,1,0,2022-04-25-16:06:6,1650927966000006
217,0,1,1,0,2022-04-25-16:06:7,1650927967000007
218,0,1,1,0,2022-04-25-16:06:8,1650927968000008
219,1,9,7,1,2022-04-25-16:06:9,1650927969000009
220,2,12,10,2,2022-04-25-16:06:10,165092797000001
221,1,5,5,2,2022-04-25-16:06:11,1650927971000011
222,0,1,1,0,2022-04-25-16:06:12,1650927972000012
223,0,2,1,0,2022-04-25-16:06:13,1650927973000013
224,0,1,1,0,2022-04-25-16:06:14,1650927974000014
225,0,1,1,0,2022-04-25-16:06:15,1650927975000015
226,0,2,1,0,2022-04-25-16:06:16,1650927976000016
227,0,1,2,1,2022-04-25-16:06:17,1650927977000017
228,0,1,1,0,2022-04-25-16:06:18,1650927978000018
229,0,1,2,0,2022-04-25-16:06:19,1650927979000019
230,0,1,2,0,2022-04-25-16:06:20,165092798000002
231,1,6,5,0,2022-04-25-16:06:21,1650927981000021
232,0,2,1,0,2022-04-25-16:06:22,1650927982000022
233,0,1,1,0,2022-04-25-16:06:23,1650927983000023
234,0,1,1,0,2022-04-25-16:06:24,1650927984000024
235,0,1,1,0,2022-04-25-16:06:25,1650927985000025
236,0,1,1,0,2022-04-25-16:06:26,1650927986000026
237,0,1,1,0,2022-04-25-16:06:27,1650927987000027
238,0,1,1,0,2022-04-25-16:06:28,1650927988000028
239,0,2,1,0,2022-04-25-16:06:29,1650927989000029
240,1,5,5,1,2022-04-25-16:06:30,165092799000003
241,1,3,2,0,2022-04-25-16:06:31,1650927991000031
242,0,1,1,0,2022-04-25-16:06:32,1650927992000032
243,0,1,1,0,2022-04-25-16:06:33,1650927993000033
244,0,1,1,0,2022-04-25-16:06:34,1650927994000034
245,0,1,2,1,2022-04-25-16:06:35,1650927995000035
246,0,1,1,0,2022-04-25-16:06:36,1650927996000036
247,0,2,2,0,2022-04-25-16:06:37,1650927997000037
248,0,1,2,0,2022-04-25-16:06:38,1650927998000038
249,1,9,9,1,2022-04-25-16:06:39,1650927999000039
250,0,5,4,0,2022-04-25-16:06:40,165092800000004
251,2,12,10,2,2022-04-25-16:06:41,1650928001000041
252,1,5,5,2,2022-04-25-16:06:42,1650928002000042
253,0,1,1,0,2022-04-25-16:06:43,1650928003000043
254,0,1,2,1,2022-04-25-16:06:44,1650928004000044
255,0,3,2,0,2022-04-25-16:06:45,1650928005000045
256,0,1,2,0,2022-04-25-16:06:46,1650928006000046
257,0,1,3,0,2022-04-25-16:06:47,1650928007000047
258,0,1,2,0,2022-04-25-16:06:48,1650928008000048
259,0,2,2,0,2022-04-25-16:06:49,1650928009000049
260,0,1,2,0,2022-04-25-16:06:50,165092801000005
261,0,1,3,1,2022-04-25-16:06:51,1650928011000051
262,0,4,5,0,2022-04-25-16:06:52,1650928012000052
263,0,2,1,0,2022-04-25-16:06:53,1650928013000053
264,0,1,1,0,2022-04-25-16:06:54,1650928014000054
265,1,5,5,1,2022-04-25-16:06:55,1650928015000055
266,0,1,1,0,2022-04-25-16:06:56,1650928016000056
267,0,1,2,0,2022-04-25-16:06:57,1650928017000057
268,0,1,1,0,2022-04-25-16:06:58,1650928018000058
269,0,2,1,0,2022-04-25-16:06:59,1650928019000059
270,0,1,1,0,2022-04-25-16:07:0,16509280200
271,0,2,1,0,2022-04-25-16:07:1,1650928021000001
272,0,1,1,0,2022-04-25-16:07:2,1650928022000002
273,0,1,1,0,2022-04-25-16:07:3,1650928023000003
274,0,1,1,0,2022-04-25-16:07:4,1650928024000004
275,0,4,5,1,2022-04-25-16:07:5,1650928025000005
276,0,1,2,0,2022-04-25-16:07:6,1650928026000006
277,0,2,2,0,2022-04-25-16:07:7,1650928027000007
278,0,1,2,0,2022-04-25-16:07:8,1650928028000008
279,0,2,2,0,2022-04-25-16:07:9,1650928029000009
280,1,8,6,1,2022-04-25-16:07:10,165092803000001
281,2,12,12,3,2022-04-25-16:07:11,1650928031000011
282,1,5,5,2,2022-04-25-16:07:12,1650928032000012
283,0,1,1,0,2022-04-25-16:07:13,1650928033000013
284,0,1,1,0,2022-04-25-16:07:14,1650928034000014
285,0,2,1,0,2022-04-25-16:07:15,1650928035000015
286,0,1,2,1,2022-04-25-16:07:16,1650928036000016
287,0,3,1,0,2022-04-25-16:07:17,1650928037000017
288,0,1,1,0,2022-04-25-16:07:18,1650928038000018
289,0,1,1,0,2022-04-25-16:07:19,1650928039000019
290,1,5,6,1,2022-04-25-16:07:20,165092804000002
291,0,1,2,0,2022-04-25-16:07:21,1650928041000021
292,0,1,2,0,2022-04-25-16:07:22,1650928042000022
293,0,1,1,0,2022-04-25-16:07:23,1650928043000023
294,0,1,1,0,2022-04-25-16:07:24,1650928044000024
295,0,3,1,0,2022-04-25-16:07:25,1650928045000025
296,0,1,1,0,2022-04-25-16:07:26,1650928046000026
297,0,2,2,0,2022-04-25-16:07:27,1650928047000027
298,0,1,1,0,2022-04-25-16:07:28,1650928048000028
299,0,2,1,0,2022-04-25-16:07:29,1650928049000029
300,0,4,4,0,2022-04-25-16:07:30,165092805000003
301,0,1,1,0,2022-04-25-16:07:31,1650928051000031
302,0,1,1,0,2022-04-25-16:07:32,1650928052000032
303,0,3,1,0,2022-04-25-16:07:33,1650928053000033
304,0,1,2,1,2022-04-25-16:07:34,1650928054000034
305,0,1,1,0,2022-04-25-16:07:35,1650928055000035
306,0,1,1,0,2022-04-25-16:07:36,1650928056000036
307,0,2,2,0,2022-04-25-16:07:37,1650928057000037
308,0,1,2,0,2022-04-25-16:07:38,1650928058000038
309,0,2,3,0,2022-04-25-16:07:39,1650928059000039
310,1,5,4,1,2022-04-25-16:07:40,165092806000004
311,1,8,6,1,2022-04-25-16:07:41,1650928061000041
312,2,12,10,2,2022-04-25-16:07:42,1650928062000042
313,1,6,5,2,2022-04-25-16:07:43,1650928063000043
314,0,1,1,0,2022-04-25-16:07:44,1650928064000044
315,1,5,6,1,2022-04-25-16:07:45,1650928065000045
316,0,1,4,1,2022-04-25-16:07:46,1650928066000046
317,0,1,2,0,2022-04-25-16:07:47,1650928067000047
318,0,1,1,0,2022-04-25-16:07:48,1650928068000048
319,0,1,1,0,2022-04-25-16:07:49,1650928069000049
320,0,1,1,0,2022-04-25-16:07:50,165092807000005
321,0,1,1,0,2022-04-25-16:07:51,1650928071000051
322,0,1,1,0,2022-04-25-16:07:52,1650928072000052
323,0,2,1,0,2022-04-25-16:07:53,1650928073000053
324,0,2,2,0,2022-04-25-16:07:54,1650928074000054
325,0,4,5,0,2022-04-25-16:07:55,1650928075000055
326,0,1,2,0,2022-04-25-16:07:56,1650928076000056
327,0,1,1,0,2022-04-25-16:07:57,1650928077000057
328,0,1,1,0,2022-04-25-16:07:58,1650928078000058
329,0,2,1,0,2022-04-25-16:07:59,1650928079000059
330,0,1,1,0,2022-04-25-16:08:0,16509280800
331,0,1,1,0,2022-04-25-16:08:1,1650928081000001
332,0,1,1,0,2022-04-25-16:08:2,1650928082000002
333,0,1,2,1,2022-04-25-16:08:3,1650928083000003
334,0,1,1,0,2022-04-25-16:08:4,1650928084000004
335,0,4,4,0,2022-04-25-16:08:5,1650928085000005
336,0,1,1,0,2022-04-25-16:08:6,1650928086000006
337,0,1,1,0,2022-04-25-16:08:7,1650928087000007
338,0,2,1,0,2022-04-25-16:08:8,1650928088000008
339,0,2,2,0,2022-04-25-16:08:9,1650928089000009
340,2,6,5,1,2022-04-25-16:08:10,165092809000001
341,1,8,6,1,2022-04-25-16:08:11,1650928091000011
342,2,12,10,2,2022-04-25-16:08:12,1650928092000012
343,1,6,6,2,2022-04-25-16:08:13,1650928093000013
344,0,1,2,0,2022-04-25-16:08:14,1650928094000014
345,0,1,1,0,2022-04-25-16:08:15,1650928095000015
346,0,1,1,0,2022-04-25-16:08:16,1650928096000016
347,0,2,1,0,2022-04-25-16:08:17,1650928097000017
348,0,1,1,0,2022-04-25-16:08:18,1650928098000018
349,0,1,2,0,2022-04-25-16:08:19,1650928099000019
350,0,2,2,0,2022-04-25-16:08:20,165092810000002
351,0,1,2,0,2022-04-25-16:08:21,1650928101000021
352,0,1,1,0,2022-04-25-16:08:22,1650928102000022
353,0,4,4,0,2022-04-25-16:08:23,1650928103000023
354,0,1,2,1,2022-04-25-16:08:24,1650928104000024
355,0,1,1,0,2022-04-25-16:08:25,1650928105000025
356,0,1,1,0,2022-04-25-16:08:26,1650928106000026
357,0,1,1,0,2022-04-25-16:08:27,1650928107000027
358,0,1,1,0,2022-04-25-16:08:28,1650928108000028
359,0,2,1,0,2022-04-25-16:08:29,1650928109000029
360,0,1,1,0,2022-04-25-16:08:30,165092811000003
361,0,1,2,1,2022-04-25-16:08:31,1650928111000031
362,0,1,1,0,2022-04-25-16:08:32,1650928112000032
363,0,4,4,0,2022-04-25-16:08:33,1650928113000033
364,0,1,2,0,2022-04-25-16:08:34,1650928114000034
365,1,5,6,1,2022-04-25-16:08:35,1650928115000035
366,0,2,2,0,2022-04-25-16:08:36,1650928116000036
367,0,1,1,0,2022-04-25-16:08:37,1650928117000037
368,0,1,2,1,2022-04-25-16:08:38,1650928118000038
369,0,2,2,0,2022-04-25-16:08:39,1650928119000039
370,0,1,1,0,2022-04-25-16:08:40,165092812000004
371,0,1,1,0,2022-04-25-16:08:41,1650928121000041
372,1,8,6,1,2022-04-25-16:08:42,1650928122000042
373,2,12,10,2,2022-04-25-16:08:43,1650928123000043
374,1,6,5,2,2022-04-25-16:08:44,1650928124000044
375,0,1,1,0,2022-04-25-16:08:45,1650928125000045
376,0,1,3,1,2022-04-25-16:08:46,1650928126000046
377,0,1,2,0,2022-04-25-16:08:47,1650928127000047
378,0,1,2,0,2022-04-25-16:08:48,1650928128000048
379,0,1,1,0,2022-04-25-16:08:49,1650928129000049
380,0,2,2,0,2022-04-25-16:08:50,165092813000005
381,0,1,1,0,2022-04-25-16:08:51,1650928131000051
382,0,2,1,0,2022-04-25-16:08:52,1650928132000052
383,0,2,2,0,2022-04-25-16:08:53,1650928133000053
384,0,4,4,0,2022-04-25-16:08:54,1650928134000054
385,0,1,1,0,2022-04-25-16:08:55,1650928135000055
386,0,1,1,0,2022-04-25-16:08:56,1650928136000056
387,0,1,1,0,2022-04-25-16:08:57,1650928137000057
388,0,1,1,0,2022-04-25-16:08:58,1650928138000058
389,0,2,1,0,2022-04-25-16:08:59,1650928139000059
390,1,5,5,1,2022-04-25-16:09:0,16509281400
391,0,1,2,0,2022-04-25-16:09:1,1650928141000001
392,0,1,2,0,2022-04-25-16:09:2,1650928142000002
393,0,1,3,1,2022-04-25-16:09:3,1650928143000003
394,0,1,1,0,2022-04-25-16:09:4,1650928144000004
395,0,1,1,0,2022-04-25-16:09:5,1650928145000005
396,0,2,1,0,2022-04-25-16:09:6,1650928146000006
397,0,1,1,0,2022-04-25-16:09:7,1650928147000007
398,0,1,1,0,2022-04-25-16:09:8,1650928148000008
399,0,4,2,0,2022-04-25-16:09:9,1650928149000009
400,1,7,7,1,2022-04-25-16:09:10,165092815000001
401,0,1,3,0,2022-04-25-16:09:11,1650928151000011
402,1,8,8,1,2022-04-25-16:09:12,1650928152000012
403,2,12,10,2,2022-04-25-16:09:13,1650928153000013
404,1,5,5,2,2022-04-25-16:09:14,1650928154000014
405,0,2,2,0,2022-04-25-16:09:15,1650928155000015
406,0,1,1,0,2022-04-25-16:09:16,1650928156000016
407,0,2,1,0,2022-04-25-16:09:17,1650928157000017
408,0,1,1,0,2022-04-25-16:09:18,1650928158000018
409,0,1,1,0,2022-04-25-16:09:19,1650928159000019
410,0,1,1,0,2022-04-25-16:09:20,165092816000002
411,0,1,1,0,2022-04-25-16:09:21,1650928161000021
412,0,1,1,0,2022-04-25-16:09:22,1650928162000022
413,0,1,1,0,2022-04-25-16:09:23,1650928163000023
414,1,5,4,0,2022-04-25-16:09:24,1650928164000024
415,1,5,5,1,2022-04-25-16:09:25,1650928165000025
416,0,2,1,0,2022-04-25-16:09:26,1650928166000026
417,0,1,1,0,2022-04-25-16:09:27,1650928167000027
418,0,1,1,0,2022-04-25-16:09:28,1650928168000028
419,0,1,2,1,2022-04-25-16:09:29,1650928169000029
420,0,1,3,1,2022-04-25-16:09:30,165092817000003
421,0,1,2,0,2022-04-25-16:09:31,1650928171000031
422,0,1,2,0,2022-04-25-16:09:32,1650928172000032
423,0,2,1,0,2022-04-25-16:09:33,1650928173000033
424,0,1,1,0,2022-04-25-16:09:34,1650928174000034
425,0,4,4,0,2022-04-25-16:09:35,1650928175000035
426,0,2,1,0,2022-04-25-16:09:36,1650928176000036
427,0,1,1,0,2022-04-25-16:09:37,1650928177000037
428,0,1,1,0,2022-04-25-16:09:38,1650928178000038
429,0,2,2,0,2022-04-25-16:09:39,1650928179000039
430,0,2,1,0,2022-04-25-16:09:40,165092818000004
431,0,1,1,0,2022-04-25-16:09:41,1650928181000041
432,0,1,1,0,2022-04-25-16:09:42,1650928182000042
433,1,8,6,1,2022-04-25-16:09:43,1650928183000043
434,2,13,11,2,2022-04-25-16:09:44,1650928184000044
435,1,5,6,2,2022-04-25-16:09:45,1650928185000045
436,0,1,2,0,2022-04-25-16:09:46,1650928186000046
437,0,1,1,0,2022-04-25-16:09:47,1650928187000047
438,0,1,1,0,2022-04-25-16:09:48,1650928188000048
439,0,2,2,1,2022-04-25-16:09:49,1650928189000049
440,1,5,5,1,2022-04-25-16:09:50,165092819000005
441,0,2,1,0,2022-04-25-16:09:51,1650928191000051
442,0,1,1,0,2022-04-25-16:09:52,1650928192000052
443,0,1,2,0,2022-04-25-16:09:53,1650928193000053
444,0,1,2,0,2022-04-25-16:09:54,1650928194000054
445,0,1,2,0,2022-04-25-16:09:55,1650928195000055
446,0,1,1,0,2022-04-25-16:09:56,1650928196000056
447,0,3,1,0,2022-04-25-16:09:57,1650928197000057
448,0,2,1,0,2022-04-25-16:09:58,1650928198000058
449,0,1,1,0,2022-04-25-16:09:59,1650928199000059
450,0,4,5,0,2022-04-25-16:10:0,16509282000
451,0,1,2,0,2022-04-25-16:10:1,1650928201000001
452,0,1,2,0,2022-04-25-16:10:2,1650928202000002
453,0,2,1,0,2022-04-25-16:10:3,1650928203000003
454,0,1,2,1,2022-04-25-16:10:4,1650928204000004
455,0,2,1,0,2022-04-25-16:10:5,1650928205000005
456,0,1,1,0,2022-04-25-16:10:6,1650928206000006
457,0,1,1,0,2022-04-25-16:10:7,1650928207000007
458,0,1,2,0,2022-04-25-16:10:8,1650928208000008
459,0,2,3,0,2022-04-25-16:10:9,1650928209000009
460,0,4,5,0,2022-04-25-16:10:10,165092821000001
461,0,1,1,0,2022-04-25-16:10:11,1650928211000011
462,0,1,1,0,2022-04-25-16:10:12,1650928212000012
463,1,8,6,1,2022-04-25-16:10:13,1650928213000013
464,2,12,10,2,2022-04-25-16:10:14,1650928214000014
465,1,5,5,1,2022-04-25-16:10:15,1650928215000015
466,1,5,4,2,2022-04-25-16:10:16,1650928216000016
