2;11;2;11;2022-04-25;17:52:55
2;10;2;11;2022-04-25;17:52:56
2;15;1;12;2022-04-25;17:52:57
2;10;2;11;2022-04-25;17:52:58
2;11;2;10;2022-04-25;17:52:59
2;15;1;11;2022-04-25;17:53:00
2;11;2;11;2022-04-25;17:53:01
2;10;2;10;2022-04-25;17:53:02
2;15;1;11;2022-04-25;17:53:03
2;10;2;10;2022-04-25;17:53:04
2;11;2;10;2022-04-25;17:53:05
2;16;1;13;2022-04-25;17:53:06
2;10;2;11;2022-04-25;17:53:07
1;8;1;6;2022-04-25;17:53:08
3;19;3;17;2022-04-25;17:53:09
1;4;2;5;2022-04-25;17:53:10
2;15;1;11;2022-04-25;17:53:11
2;13;3;13;2022-04-25;17:53:12
2;7;2;9;2022-04-25;17:53:13
2;15;1;12;2022-04-25;17:53:14
2;10;2;12;2022-04-25;17:53:15
3;11;3;13;2022-04-25;17:53:16
2;15;1;12;2022-04-25;17:53:17
2;11;2;10;2022-04-25;17:53:18
2;11;2;11;2022-04-25;17:53:19
2;15;1;12;2022-04-25;17:53:20
2;10;2;11;2022-04-25;17:53:21
2;12;3;12;2022-04-25;17:53:22
2;16;1;12;2022-04-25;17:53:23
2;10;2;10;2022-04-25;17:53:24
1;8;1;6;2022-04-25;17:53:25
3;17;3;15;2022-04-25;17:53:26
0;2;0;2;2022-04-25;17:53:27
3;17;3;16;2022-04-25;17:53:28
3;16;3;14;2022-04-25;17:53:29
1;5;2;8;2022-04-25;17:53:30
2;15;1;11;2022-04-25;17:53:31
2;10;2;10;2022-04-25;17:53:32
2;10;2;10;2022-04-25;17:53:33
2;15;1;11;2022-04-25;17:53:34
2;10;2;10;2022-04-25;17:53:35
2;10;2;10;2022-04-25;17:53:36
2;16;1;11;2022-04-25;17:53:37
2;10;2;11;2022-04-25;17:53:38
2;11;2;10;2022-04-25;17:53:39
2;15;1;13;2022-04-25;17:53:40
3;15;3;15;2022-04-25;17:53:41
1;8;1;6;2022-04-25;17:53:42
3;17;3;15;2022-04-25;17:53:43
1;6;2;8;2022-04-25;17:53:44
2;12;1;8;2022-04-25;17:53:45
3;16;3;14;2022-04-25;17:53:46
1;4;2;8;2022-04-25;17:53:47
2;16;1;12;2022-04-25;17:53:48
2;10;2;10;2022-04-25;17:53:49
2;10;2;10;2022-04-25;17:53:50
2;16;1;12;2022-04-25;17:53:51
2;10;2;10;2022-04-25;17:53:52
2;10;2;10;2022-04-25;17:53:53
2;15;1;12;2022-04-25;17:53:54
2;10;2;10;2022-04-25;17:53:55
2;11;2;10;2022-04-25;17:53:56
2;15;1;12;2022-04-25;17:53:57
2;13;3;13;2022-04-25;17:53:58
1;8;1;7;2022-04-25;17:53:59
3;18;3;15;2022-04-25;17:54:00
1;6;2;7;2022-04-25;17:54:01
2;12;1;9;2022-04-25;17:54:02
3;17;3;15;2022-04-25;17:54:03
1;3;2;5;2022-04-25;17:54:04
2;16;1;13;2022-04-25;17:54:05
3;15;3;15;2022-04-25;17:54:06
2;10;2;10;2022-04-25;17:54:07
2;15;1;11;2022-04-25;17:54:08
2;10;2;10;2022-04-25;17:54:09
2;11;2;12;2022-04-25;17:54:10
2;15;1;12;2022-04-25;17:54:11
2;10;2;11;2022-04-25;17:54:12
2;10;2;10;2022-04-25;17:54:13
2;15;1;11;2022-04-25;17:54:14
2;10;2;10;2022-04-25;17:54:15
1;10;1;7;2022-04-25;17:54:16
3;18;3;15;2022-04-25;17:54:17
2;9;2;11;2022-04-25;17:54:18
1;10;1;6;2022-04-25;17:54:19
3;17;3;15;2022-04-25;17:54:20
1;3;2;5;2022-04-25;17:54:21
2;15;1;12;2022-04-25;17:54:22
2;13;3;14;2022-04-25;17:54:23
2;7;2;8;2022-04-25;17:54:24
2;15;1;11;2022-04-25;17:54:25
2;11;2;11;2022-04-25;17:54:26
2;11;2;10;2022-04-25;17:54:27
2;16;1;11;2022-04-25;17:54:28
2;10;2;10;2022-04-25;17:54:29
2;10;2;11;2022-04-25;17:54:30
3;18;2;16;2022-04-25;17:54:31
2;10;2;11;2022-04-25;17:54:32
1;8;1;8;2022-04-25;17:54:33
3;17;2;14;2022-04-25;17:54:34
2;9;2;10;2022-04-25;17:54:35
1;10;1;6;2022-04-25;17:54:36
3;17;3;15;2022-04-25;17:54:37
1;4;2;5;2022-04-25;17:54:38
2;15;1;11;2022-04-25;17:54:39
3;16;3;15;2022-04-25;17:54:40
1;5;2;8;2022-04-25;17:54:41
2;16;1;12;2022-04-25;17:54:42
2;10;2;11;2022-04-25;17:54:43
2;10;2;11;2022-04-25;17:54:44
2;15;1;12;2022-04-25;17:54:45
2;10;2;10;2022-04-25;17:54:46
2;10;2;10;2022-04-25;17:54:47
2;15;1;11;2022-04-25;17:54:48
2;10;2;10;2022-04-25;17:54:49
2;11;2;11;2022-04-25;17:54:50
2;16;1;14;2022-04-25;17:54:51
2;10;3;13;2022-04-25;17:54:52
1;8;1;7;2022-04-25;17:54:53
3;17;3;16;2022-04-25;17:54:54
1;6;2;8;2022-04-25;17:54:55
3;15;2;13;2022-04-25;17:54:56
4;19;3;15;2022-04-25;17:54:57
1;3;2;5;2022-04-25;17:54:58
2;15;1;11;2022-04-25;17:54:59
2;10;2;10;2022-04-25;17:55:00
2;10;2;10;2022-04-25;17:55:01
2;16;1;11;2022-04-25;17:55:02
2;10;3;11;2022-04-25;17:55:03
2;10;2;11;2022-04-25;17:55:04
2;15;1;13;2022-04-25;17:55:05
2;11;2;12;2022-04-25;17:55:06
2;10;2;11;2022-04-25;17:55:07
2;15;1;12;2022-04-25;17:55:08
3;13;2;10;2022-04-25;17:55:09
1;8;1;7;2022-04-25;17:55:10
3;17;2;16;2022-04-25;17:55:11
2;12;3;13;2022-04-25;17:55:12
1;8;1;7;2022-04-25;17:55:13
3;17;3;15;2022-04-25;17:55:14
1;3;2;5;2022-04-25;17:55:15
2;15;1;11;2022-04-25;17:55:16
3;14;2;12;2022-04-25;17:55:17
2;8;2;8;2022-04-25;17:55:18
2;15;1;11;2022-04-25;17:55:19
2;10;2;10;2022-04-25;17:55:20
3;15;3;16;2022-04-25;17:55:21
2;15;1;12;2022-04-25;17:55:22
2;10;2;12;2022-04-25;17:55:23
2;11;2;11;2022-04-25;17:55:24
2;15;1;12;2022-04-25;17:55:25
2;10;2;11;2022-04-25;17:55:26
1;9;2;10;2022-04-25;17:55:27
2;16;1;13;2022-04-25;17:55:28
2;10;2;12;2022-04-25;17:55:29
1;8;1;7;2022-04-25;17:55:30
3;19;3;17;2022-04-25;17:55:31
1;4;2;6;2022-04-25;17:55:32
2;15;1;12;2022-04-25;17:55:33
3;16;3;16;2022-04-25;17:55:34
1;4;2;6;2022-04-25;17:55:35
2;15;1;12;2022-04-25;17:55:36
2;10;2;11;2022-04-25;17:55:37
2;10;2;11;2022-04-25;17:55:38
2;15;1;11;2022-04-25;17:55:39
2;10;2;10;2022-04-25;17:55:40
2;11;2;11;2022-04-25;17:55:41
2;15;1;11;2022-04-25;17:55:42
2;10;2;11;2022-04-25;17:55:43
2;10;2;10;2022-04-25;17:55:44
2;15;1;13;2022-04-25;17:55:45
3;13;3;14;2022-04-25;17:55:46
1;8;1;6;2022-04-25;17:55:47
3;17;3;15;2022-04-25;17:55:48
1;4;2;6;2022-04-25;17:55:49
2;14;1;10;2022-04-25;17:55:50
3;17;3;16;2022-04-25;17:55:51
1;3;2;6;2022-04-25;17:55:52
2;16;1;13;2022-04-25;17:55:53
2;10;2;10;2022-04-25;17:55:54
2;10;2;10;2022-04-25;17:55:55
2;16;1;12;2022-04-25;17:55:56
2;10;2;10;2022-04-25;17:55:57
2;10;2;10;2022-04-25;17:55:58
2;15;1;11;2022-04-25;17:55:59
2;10;2;10;2022-04-25;17:56:00
2;10;2;11;2022-04-25;17:56:01
2;15;1;12;2022-04-25;17:56:02
2;10;2;11;2022-04-25;17:56:03
2;10;2;9;2022-04-25;17:56:04
2;16;1;12;2022-04-25;17:56:05
2;10;2;11;2022-04-25;17:56:06
1;9;1;6;2022-04-25;17:56:07
3;17;3;15;2022-04-25;17:56:08
1;3;2;5;2022-04-25;17:56:09
2;15;1;11;2022-04-25;17:56:10
3;13;3;16;2022-04-25;17:56:11
2;10;2;11;2022-04-25;17:56:12
2;15;1;12;2022-04-25;17:56:13
2;10;2;10;2022-04-25;17:56:14
2;10;2;10;2022-04-25;17:56:15
2;15;1;11;2022-04-25;17:56:16
2;10;2;10;2022-04-25;17:56:17
2;10;2;11;2022-04-25;17:56:18
2;15;1;12;2022-04-25;17:56:19
2;10;2;11;2022-04-25;17:56:20
2;12;2;11;2022-04-25;17:56:21
2;15;1;11;2022-04-25;17:56:22
2;10;2;10;2022-04-25;17:56:23
1;8;1;6;2022-04-25;17:56:24
3;19;3;18;2022-04-25;17:56:25
2;10;2;11;2022-04-25;17:56:26
1;8;1;7;2022-04-25;17:56:27
2;11;2;12;2022-04-25;17:56:28
2;9;2;9;2022-04-25;17:56:29
2;15;1;11;2022-04-25;17:56:30
2;10;3;11;2022-04-25;17:56:31
2;10;2;11;2022-04-25;17:56:32
2;15;1;11;2022-04-25;17:56:33
2;10;2;11;2022-04-25;17:56:34
2;10;2;11;2022-04-25;17:56:35
3;19;1;14;2022-04-25;17:56:36
2;12;3;13;2022-04-25;17:56:37
2;10;2;10;2022-04-25;17:56:38
2;15;1;11;2022-04-25;17:56:39
2;10;2;10;2022-04-25;17:56:40
2;10;2;9;2022-04-25;17:56:41
2;15;1;12;2022-04-25;17:56:42
2;10;2;10;2022-04-25;17:56:43
1;8;1;7;2022-04-25;17:56:44
3;17;3;15;2022-04-25;17:56:45
2;10;2;12;2022-04-25;17:56:46
1;10;1;8;2022-04-25;17:56:47
2;10;2;10;2022-04-25;17:56:48
2;10;2;11;2022-04-25;17:56:49
2;15;1;12;2022-04-25;17:56:50
2;10;2;11;2022-04-25;17:56:51
2;10;2;10;2022-04-25;17:56:52
2;15;1;11;2022-04-25;17:56:53
2;11;2;11;2022-04-25;17:56:54
2;10;2;11;2022-04-25;17:56:55
2;15;1;12;2022-04-25;17:56:56
2;11;3;12;2022-04-25;17:56:57
2;10;2;10;2022-04-25;17:56:58
2;15;1;11;2022-04-25;17:56:59
2;10;2;10;2022-04-25;17:57:00
1;9;2;9;2022-04-25;17:57:01
4;20;2;14;2022-04-25;17:57:02
2;10;2;10;2022-04-25;17:57:03
1;8;1;7;2022-04-25;17:57:04
2;10;2;11;2022-04-25;17:57:05
2;11;2;11;2022-04-25;17:57:06
2;16;1;12;2022-04-25;17:57:07
2;10;2;11;2022-04-25;17:57:08
2;10;2;11;2022-04-25;17:57:09
2;15;1;13;2022-04-25;17:57:10
2;10;2;10;2022-04-25;17:57:11
2;10;2;10;2022-04-25;17:57:12
2;15;1;12;2022-04-25;17:57:13
2;11;2;11;2022-04-25;17:57:14
2;10;3;10;2022-04-25;17:57:15
2;15;1;12;2022-04-25;17:57:16
2;11;2;12;2022-04-25;17:57:17
2;10;2;10;2022-04-25;17:57:18
