ID,cpu,sys,inter,ctxsw,KBRead,Reads,KBWrit,Writes,KBIn,PktIn,KBOut,PktOut,Data_original,Unix_time  
1,0,0,102,475,0,0,0,0,1,2,0,2022-04-30-19:53:35,1651348415000035
2,0,0,115,506,0,0,0,0,4,3,1,2022-04-30-19:53:36,1651348416000036
3,0,0,99,461,0,0,40,0,1,2,0,2022-04-30-19:53:37,1651348417000037
4,1,0,133,505,0,0,0,1,9,11,1,2022-04-30-19:53:38,1651348418000038
5,1,0,129,511,0,0,0,1,8,11,1,2022-04-30-19:53:39,1651348419000039
6,1,1,134,515,0,0,0,0,7,11,1,2022-04-30-19:53:40,165134842000004
7,1,0,132,501,0,0,0,0,7,11,1,2022-04-30-19:53:41,1651348421000041
8,2,1,135,515,0,0,12,1,8,11,1,2022-04-30-19:53:42,1651348422000042
9,2,1,127,511,0,0,0,0,7,11,1,2022-04-30-19:53:43,1651348423000043
10,1,1,134,522,0,0,0,0,7,11,1,2022-04-30-19:53:44,1651348424000044
11,1,1,131,504,0,0,0,1,8,11,1,2022-04-30-19:53:45,1651348425000045
12,1,0,143,517,0,0,48,0,7,11,1,2022-04-30-19:53:46,1651348426000046
13,1,0,130,513,0,0,12,0,7,11,1,2022-04-30-19:53:47,1651348427000047
14,0,0,138,515,0,0,0,1,8,11,1,2022-04-30-19:53:48,1651348428000048
15,1,1,133,520,0,0,0,0,7,11,1,2022-04-30-19:53:49,1651348429000049
16,1,1,131,509,0,0,0,0,7,11,1,2022-04-30-19:53:50,165134843000005
17,1,0,129,505,0,0,0,1,8,11,1,2022-04-30-19:53:51,1651348431000051
18,0,0,157,523,0,0,12,1,13,16,2,2022-04-30-19:53:52,1651348432000052
19,1,0,124,491,0,0,0,0,7,11,1,2022-04-30-19:53:53,1651348433000053
20,1,1,136,490,0,0,0,1,8,11,1,2022-04-30-19:53:54,1651348434000054
21,0,0,124,503,0,0,0,0,7,10,1,2022-04-30-19:53:55,1651348435000055
22,1,0,111,483,0,0,0,0,1,3,0,2022-04-30-19:53:56,1651348436000056
23,0,0,125,492,0,0,12,1,8,11,1,2022-04-30-19:53:57,1651348437000057
24,2,1,136,531,0,0,0,0,7,11,2,2022-04-30-19:53:58,1651348438000058
25,0,0,137,512,0,0,0,1,10,13,2,2022-04-30-19:53:59,1651348439000059
26,1,1,136,512,0,0,0,1,8,11,1,2022-04-30-19:54:0,16513484400
27,9,1,150,589,4,1,0,0,7,11,1,2022-04-30-19:54:1,1651348441000001
28,0,0,140,523,0,0,16,0,7,11,1,2022-04-30-19:54:2,1651348442000002
29,2,1,129,501,0,0,0,1,8,11,1,2022-04-30-19:54:3,1651348443000003
30,0,0,126,505,0,0,0,0,7,11,1,2022-04-30-19:54:4,1651348444000004
31,1,1,135,523,0,0,0,0,7,11,1,2022-04-30-19:54:5,1651348445000005
32,1,0,138,512,0,0,12,1,8,11,1,2022-04-30-19:54:6,1651348446000006
33,1,1,134,510,0,0,32,0,7,11,1,2022-04-30-19:54:7,1651348447000007
34,1,0,132,518,0,0,0,0,7,11,1,2022-04-30-19:54:8,1651348448000008
35,1,0,133,516,0,0,0,1,8,11,1,2022-04-30-19:54:9,1651348449000009
36,1,1,128,504,0,0,0,0,7,11,1,2022-04-30-19:54:10,165134845000001
37,1,0,128,503,0,0,0,0,7,11,1,2022-04-30-19:54:11,1651348451000011
38,1,1,141,507,0,0,12,1,8,11,1,2022-04-30-19:54:12,1651348452000012
39,0,0,128,463,0,0,0,0,7,11,1,2022-04-30-19:54:13,1651348453000013
40,1,0,136,513,0,0,0,0,7,11,1,2022-04-30-19:54:14,1651348454000014
41,1,0,157,569,0,0,0,1,8,11,1,2022-04-30-19:54:15,1651348455000015
42,2,2,135,473,0,0,0,0,7,11,1,2022-04-30-19:54:16,1651348456000016
43,0,0,132,504,0,0,12,0,7,11,1,2022-04-30-19:54:17,1651348457000017
44,0,0,134,524,0,0,0,1,8,13,2,2022-04-30-19:54:18,1651348458000018
45,1,0,131,512,0,0,0,1,8,11,1,2022-04-30-19:54:19,1651348459000019
46,2,1,134,516,0,0,0,0,7,11,2,2022-04-30-19:54:20,165134846000002
47,1,0,126,510,0,0,0,1,8,10,1,2022-04-30-19:54:21,1651348461000021
48,0,0,116,491,0,0,12,0,2,4,0,2022-04-30-19:54:22,1651348462000022
49,1,0,119,480,0,0,0,0,6,10,1,2022-04-30-19:54:23,1651348463000023
50,0,0,135,520,0,0,0,1,8,11,1,2022-04-30-19:54:24,1651348464000024
51,1,0,131,508,0,0,0,0,7,11,1,2022-04-30-19:54:25,1651348465000025
52,0,0,135,508,0,0,0,0,7,11,1,2022-04-30-19:54:26,1651348466000026
53,1,1,132,513,0,0,12,1,8,11,1,2022-04-30-19:54:27,1651348467000027
54,0,0,135,523,0,0,0,0,7,11,1,2022-04-30-19:54:28,1651348468000028
55,0,0,131,504,0,0,0,1,8,12,1,2022-04-30-19:54:29,1651348469000029
56,1,0,129,504,0,0,0,1,8,11,1,2022-04-30-19:54:30,165134847000003
57,2,1,135,521,0,0,0,0,7,11,1,2022-04-30-19:54:31,1651348471000031
58,1,1,136,513,0,0,56,0,7,11,1,2022-04-30-19:54:32,1651348472000032
59,0,0,129,497,0,0,0,1,8,11,1,2022-04-30-19:54:33,1651348473000033
60,1,1,127,515,0,0,0,0,7,11,1,2022-04-30-19:54:34,1651348474000034
61,1,0,129,509,0,0,0,0,7,11,1,2022-04-30-19:54:35,1651348475000035
62,1,0,131,507,0,0,0,1,8,11,1,2022-04-30-19:54:36,1651348476000036
63,0,0,126,524,0,0,32,0,7,11,1,2022-04-30-19:54:37,1651348477000037
64,0,0,135,515,0,0,0,0,7,11,1,2022-04-30-19:54:38,1651348478000038
65,1,1,134,513,0,0,0,1,8,11,1,2022-04-30-19:54:39,1651348479000039
66,1,0,135,504,0,0,0,0,7,11,1,2022-04-30-19:54:40,165134848000004
67,1,0,126,515,0,0,0,0,7,11,1,2022-04-30-19:54:41,1651348481000041
68,2,2,143,536,0,0,24,1,8,11,2,2022-04-30-19:54:42,1651348482000042
69,0,0,131,499,0,0,0,0,7,11,1,2022-04-30-19:54:43,1651348483000043
70,0,0,138,530,0,0,0,0,7,11,1,2022-04-30-19:54:44,1651348484000044
71,2,1,133,512,0,0,0,1,8,11,1,2022-04-30-19:54:45,1651348485000045
72,1,0,140,512,0,0,0,0,7,11,1,2022-04-30-19:54:46,1651348486000046
73,0,0,133,517,0,0,12,0,7,11,1,2022-04-30-19:54:47,1651348487000047
74,0,0,134,506,0,0,0,0,4,5,0,2022-04-30-19:54:48,1651348488000048
75,1,1,120,487,0,0,0,0,5,8,1,2022-04-30-19:54:49,1651348489000049
76,1,0,135,509,0,0,0,0,7,11,1,2022-04-30-19:54:50,165134849000005
77,2,1,129,517,0,0,0,1,8,11,1,2022-04-30-19:54:51,1651348491000051
