ID, Temperatura, Umidade, Tempo, Data,Unix_time, Discrepancia ,  
122,3,97,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650913781710480100,1650928212012825,-1.6492628534984673e+18
123,3,97,"1479626061,6224,7850,2997139,4590017,5777,4603,2126021,3380139,5058,3889,1917898,3343123,3886,5059,2008626,3014919,6178,7861,2959379,4642401,7851,6150,2933030,4717971,4850,3699,1822843,3134474,3734,4859,1912168,2877965,6939,5254,2693942,4397825,6664,8764,3417733,5310958,3877,5104,1901229,2959430,5081,3898,1855965,3144057",,1650913811248898000,1650928212012825,-1.6492628830368852e+18
124,3,97,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913811248898000,1650928212012825,-1.6492628830368852e+18
125,35,97,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913811248898000,1650928213013939,-1.649262883035884e+18
126,35,17,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913811248898000,1650928213013939,-1.649262883035884e+18
127,35,17,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913812254408200,1650928213013939,-1.6492628840413942e+18
128,35,17,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913812254408200,1650928213013939,-1.6492628840413942e+18
129,7,17,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913812254408200,165092824304338,-1.6507487194301038e+18
130,7,83,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913812254408200,165092824304338,-1.6507487194301038e+18
131,7,83,"1479626062,4834,6318,2623614,3731411,4602,3548,1713804,3287857,4401,3308,1703270,2877209,3366,4411,1723752,2703188,4869,6288,2658806,3683525,6316,4897,2355621,4485462,4420,3363,1681588,3058114,3325,4433,1788215,2666552,6030,4577,2226339,4169274,5771,7606,3115049,4435803,3451,4476,1915887,2690413,4459,3463,1696375,3218867",,1650913841790433000,165092824304338,-1.6507487489661286e+18
132,7,83,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913841790433000,165092824304338,-1.6507487489661286e+18
133,24,83,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913841790433000,1650928244044492,-1.6492629135463885e+18
134,24,50,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913841790433000,1650928244044492,-1.6492629135463885e+18
135,24,50,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913842798039300,1650928244044492,-1.6492629145539948e+18
136,24,50,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913842798039300,1650928244044492,-1.6492629145539948e+18
137,30,50,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913842798039300,1650928273013939,-1.6492629145250253e+18
138,30,45,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913842798039300,1650928273013939,-1.6492629145250253e+18
139,30,45,"1479626063,4380,5760,2338717,3435790,4227,3222,1575732,2876332,4241,3311,1448025,3209563,3292,4200,1942032,2228674,4379,5799,2334967,3450560,5767,4361,2181720,3887304,4218,3178,1477041,2934514,3183,4205,1761445,2317076,5624,4320,2073317,4016956,5431,7080,2980763,4125797,3228,4197,1731193,2398409,4204,3209,1514913,2890852",,1650913872339586300,1650928273013939,-1.6492629440665723e+18
140,30,45,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913872339586300,1650928273013939,-1.6492629440665723e+18
141,8,45,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913872339586300,165092827501504,-1.6507487795120847e+18
142,8,31,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913872339586300,165092827501504,-1.6507487795120847e+18
143,8,31,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913873345588200,165092827501504,-1.6507487805180867e+18
144,8,31,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913873345588200,165092827501504,-1.6507487805180867e+18
145,24,31,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913873345588200,1650928304044506,-1.6492629450415437e+18
146,24,1,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913873345588200,1650928304044506,-1.6492629450415437e+18
147,24,1,"1479626064,4579,5861,2630793,3234815,4297,3399,1493001,3371536,4326,3269,1597129,3096472,3246,4363,1814159,2510115,4587,5857,2636841,3239970,5856,4566,2065526,4409492,4333,3402,1561587,3399823,3390,4325,2012360,2401902,5856,4534,2041618,4489289,5727,7402,3305106,4079573,3403,4374,2035236,2387566,4373,3406,1524654,3385230",,1650913902896770800,1650928304044506,-1.6492629745927263e+18
148,24,1,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913902896770800,1650928304044506,-1.6492629745927263e+18
149,9,1,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913902896770800,165092830504559,-1.6507488100662664e+18
150,9,90,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913902896770800,165092830504559,-1.6507488100662664e+18
151,9,90,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913903903126500,165092830504559,-1.650748811072622e+18
152,9,90,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913903903126500,165092830504559,-1.650748811072622e+18
153,3,90,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913903903126500,1650928335015044,-1.6492629755681114e+18
154,3,23,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913903903126500,1650928335015044,-1.6492629755681114e+18
155,3,23,"1479626065,4282,5708,2425976,3285687,4275,3167,1579551,2979178,4221,3240,1445831,3073968,3253,4226,1866061,2265936,4256,5701,2416888,3214811,5697,4277,2057162,4093775,4156,3193,1485464,2954635,3197,4138,1763223,2359050,5589,4247,2027013,4080806,5388,7043,3036342,3997977,3203,4181,1774692,2449125,4180,3194,1549795,2996361",,1650913933447539700,1650928335015044,-1.6492630051125245e+18
156,3,23,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913933447539700,1650928335015044,-1.6492630051125245e+18
157,21,23,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913933447539700,1650928336016133,-1.6492630051115236e+18
158,21,25,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913933447539700,1650928336016133,-1.6492630051115236e+18
159,21,25,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913934450333200,1650928336016133,-1.649263006114317e+18
160,21,25,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913934450333200,1650928336016133,-1.649263006114317e+18
161,16,25,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913934450333200,1650928365045593,-1.6492630060852877e+18
162,16,40,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913934450333200,1650928365045593,-1.6492630060852877e+18
163,16,40,"1479626067,4413,5766,2525922,3286777,4387,3386,1625131,3212493,4293,3262,1593901,2901666,3253,4280,1729636,2506518,4472,5775,2575608,3224899,5799,4469,2064708,4354107,4340,3239,1633568,2904314,3238,4344,1736800,2580824,5802,4394,2137545,4134643,5519,7357,3013537,4271044,3356,4353,1873694,2613080,4358,3359,1655568,3166702",,1650913963992620300,1650928365045593,-1.6492630356275748e+18
164,16,40,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913963992620300,1650928365045593,-1.6492630356275748e+18
165,14,40,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913963992620300,1650928366046664,-1.6492630356265736e+18
166,14,13,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913963992620300,1650928366046664,-1.6492630356265736e+18
167,14,13,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913964995714000,1650928366046664,-1.6492630366296673e+18
168,14,13,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913964995714000,1650928366046664,-1.6492630366296673e+18
169,32,13,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913964995714000,1650928396016122,-1.649263036599698e+18
170,32,84,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913964995714000,1650928396016122,-1.649263036599698e+18
171,32,84,"1479626068,4277,5585,2383596,3157222,4134,3165,1476108,2976514,4443,3431,1444632,3331032,3472,4445,2004468,2248694,4271,5624,2372242,3217939,5609,4282,2039858,3993656,4983,3695,1529267,3089793,3722,4955,1888582,2362936,6252,4818,2056285,4125428,5956,7652,3155290,3998611,3209,4272,1761155,2231257,4337,3194,1433394,2917177",,1650913994548455200,1650928396016122,-1.649263066152439e+18
172,32,84,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913994548455200,1650928396016122,-1.649263066152439e+18
173,21,84,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913994548455200,1650928397017208,-1.649263066151438e+18
174,21,17,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913994548455200,1650928397017208,-1.649263066151438e+18
175,21,17,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913995543885000,1650928397017208,-1.649263067146868e+18
176,21,17,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913995543885000,1650928397017208,-1.649263067146868e+18
177,20,17,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913995543885000,1650928426046681,-1.6492630671178383e+18
178,20,91,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650913995543885000,1650928426046681,-1.6492630671178383e+18
179,20,91,"1479626069,5283,6883,2666460,3454453,5376,4148,1681682,3181009,5293,3957,1790198,2647359,3921,5290,1787789,2767281,5281,6835,2671837,3403212,6837,5277,2191201,4103615,4891,3730,1711926,2833562,3710,4901,1913955,2664631,6729,4970,2296787,3255824,6001,8140,3182625,3531902,4226,5560,2042839,2830903,5472,4252,1782187,3107337",,1650914025090653700,1650928426046681,-1.649263096664607e+18
180,20,91,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914025090653700,1650928426046681,-1.649263096664607e+18
181,12,91,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914025090653700,165092842704776,-1.6507489322479488e+18
182,12,52,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914025090653700,165092842704776,-1.6507489322479488e+18
183,12,52,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914026088010500,165092842704776,-1.6507489332453056e+18
184,12,52,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914026088010500,165092842704776,-1.6507489332453056e+18
185,9,52,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914026088010500,1650928457017221,-1.6492630976309932e+18
186,9,47,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914026088010500,1650928457017221,-1.6492630976309932e+18
187,9,47,"1479626071,4718,6240,2551999,3385102,4748,3538,1674649,2880904,4310,3280,1535900,2987084,3280,4305,1865133,2342482,4658,6271,2503994,3447762,6277,4652,2256956,3944231,4424,3418,1553457,3259083,3413,4389,2009489,2385760,5918,4616,2067118,4443672,5635,7286,3253635,3942136,3338,4356,1979291,2297090,4359,3335,1482931,3152679",,1650914055640631800,1650928457017221,-1.6492631271836145e+18
